orderID,orderTime,userID,couponsReceived,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon1Used,coupon2Used,coupon3Used,basketValue,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,orderTimeWeekend,orderTimeFriSat,batchID,couponsExpire,couponsSent,TimeBtwnSentRec,TimeBtwnRecExpire,TimeBtwnRecOrder,TimeBtwnOrderExpire
2500,2015-02-01 23:10:28,user1768,2015-01-27 14:43:37,cpn2314,3.33,1.67,1.88,0,brand11,prod55,cat11,cpn98,8.52,0,1.26,0,brand3,prod43,cat3,cpn2315,4.54,0.6,1.57,0,brand3,prod115,cat13,0,0,0,254.66,2015-01-27,37,Tuesday,0,0,2015-02-01,28,Sunday,1,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.7266666666667,153.273333333333,128.4475,24.8258333333333
2501,2015-02-01 23:20:41,user1769,2015-01-31 17:45:04,cpn2316,3.66,6.09,1.57,0,brand3,prod40,cat1,cpn1049,3.89,0.52,1.26,0,brand2,prod8,cat3,cpn204,6.11,2.45,1.57,1,brand4,prod34,cat5:cat7:cat18:cat4,0,0,0,288.37,2015-01-31,4,Saturday,1,1,2015-02-01,41,Sunday,1,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,113.750833333333,54.2491666666667,29.5936111111111,24.6555555555556
2502,2015-02-01 23:55:57,user890,2015-02-01 23:28:49,cpn2317,4.26,1.42,1.26,1,brand4,prod132,cat8:cat7,cpn2285,5.09,1.02,1.57,0,brand3,prod55,cat5,cpn392,4.54,1.51,1.88,0,brand3,prod39,cat5:cat18,1,1,0,494.17,2015-02-01,49,Sunday,1,0,2015-02-01,57,Sunday,1,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,143.48,24.52,0.452222222222222,24.0677777777778
2503,2015-02-02 08:10:18,user1613,2015-01-29 17:37:49,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,cpn64,3.89,1.39,0.94,1,brand4,prod46,cat3:cat7,cpn1507,5.51,1,1.26,0,brand3,prod184,cat5:cat2,0,0,0,290.32,2015-01-29,49,Thursday,0,0,2015-02-02,18,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,65.63,102.37,86.5413888888889,15.8286111111111
2504,2015-02-02 08:40:58,user1770,2015-02-02 08:14:12,cpn325,2.64,0.53,0,1,brand4,prod11,cat3:cat7,cpn722,5.51,5.51,1.57,1,brand4,prod52,cat5:cat7,cpn1872,4.12,6.86,0.94,0,brand3,prod87,cat12,0,0,0,236.37,2015-02-02,12,Monday,0,0,2015-02-02,58,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,152.236388888889,15.7636111111111,0.446111111111111,15.3175
2505,2015-02-02 08:45:05,user1177,2015-01-28 09:06:25,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,cpn1400,6.9,1.72,1.26,0,brand3,prod86,cat3,cpn380,8.29,2.95,1.26,0,brand5,prod37,cat5:cat2,0,0,0,187.6,2015-01-28,25,Wednesday,0,0,2015-02-02,5,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,33.1066666666667,134.893333333333,119.644444444444,15.2488888888889
2506,2015-02-02 09:02:50,user882,2015-01-27 16:20:40,cpn662,3.06,0.61,0.94,0,brand2,prod22,cat5,cpn618,6.44,0,1.57,0,brand3,prod48,cat13,cpn734,7.04,0.01,0.94,0,brand3,prod82,cat5,0,1,0,589.67,2015-01-27,40,Tuesday,0,0,2015-02-02,50,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,16.3441666666667,151.655833333333,136.702777777778,14.9530555555556
2507,2015-02-02 09:04:21,user1771,2015-01-27 19:36:04,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,cpn745,4.45,0.74,1.57,0,brand2,prod13,cat3,cpn275,4.45,1.58,0.94,0,brand3,prod44,cat16:cat5:cat17,0,0,0,370.57,2015-01-27,4,Tuesday,0,0,2015-02-02,21,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,19.6008333333333,148.399166666667,133.471388888889,14.9277777777778
2508,2015-02-02 09:30:23,user1772,2015-01-27 14:07:07,cpn1482,6.44,3.68,1.26,0,brand3,prod20,cat11:cat12,cpn300,5.65,1.13,1.57,0,brand2,prod8,cat3,cpn2318,3.52,3.52,1.57,0,brand3,prod44,cat5,0,0,0,281.98,2015-01-27,7,Tuesday,0,0,2015-02-02,23,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.1183333333333,153.881666666667,139.387777777778,14.4938888888889
2509,2015-02-02 09:31:03,user669,2015-02-02 09:12:36,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,cpn64,3.89,1.39,0.94,1,brand4,prod46,cat3:cat7,cpn1384,6.3,2.52,1.88,0,brand5,prod19,cat5,1,1,0,321.16,2015-02-02,36,Monday,0,0,2015-02-02,3,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,153.209722222222,14.7902777777778,0.3075,14.4827777777778
2510,2015-02-02 10:05:34,user1156,2015-01-27 15:36:06,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,cpn23,4.82,0.6,1.57,0,brand3,prod11,cat3,cpn430,8.29,3.63,1.26,0,brand3,prod57,cat5,0,0,0,292.82,2015-01-27,6,Tuesday,0,0,2015-02-02,34,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,15.6013888888889,152.398611111111,138.491111111111,13.9075
2511,2015-02-02 10:11:58,user1081,2015-01-27 17:27:45,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,cpn1900,4.4,0,1.57,0,brand3,prod165,cat5,0,0,0,338.34,2015-01-27,45,Tuesday,0,0,2015-02-02,58,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,17.4622222222222,150.537777777778,136.736944444444,13.8008333333333
2512,2015-02-02 10:32:18,user507,2015-01-27 20:30:52,cpn372,10.19,5.09,0.94,0,brand5,prod1,cat1:cat15,cpn2319,7.32,2.93,0.94,1,brand4,prod86,cat3:cat7,cpn399,8.29,4.14,1.57,0,brand5,prod114,cat5:cat9:cat2,0,0,0,267.49,2015-01-27,52,Tuesday,0,0,2015-02-02,18,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,20.5141666666667,147.485833333333,134.023888888889,13.4619444444444
2513,2015-02-02 10:35:51,user1061,2015-01-29 18:20:33,cpn397,8.29,20.72,0.94,0,brand3,prod3,cat8,cpn447,5.56,1.11,0.63,0,brand2,prod11,cat3,cpn2320,4.58,4.17,1.26,0,brand3,prod57,cat5:cat4,0,0,0,156.67,2015-01-29,33,Thursday,0,0,2015-02-02,51,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,66.3422222222222,101.657777777778,88.255,13.4027777777778
2514,2015-02-02 10:44:47,user1773,2015-02-02 10:25:03,cpn358,7.78,1.95,1.26,0,brand3,prod74,cat1,cpn181,7.5,1.56,1.57,0,brand3,prod28,cat3,cpn29,3.06,0.61,1.26,1,brand4,prod22,cat5,0,0,0,244.98,2015-02-02,3,Monday,0,0,2015-02-02,47,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,154.417222222222,13.5827777777778,0.328888888888889,13.2538888888889
2515,2015-02-02 10:52:31,user1774,2015-01-27 14:58:03,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,cpn1558,16.3,5.43,6.28,0,brand2,prod86,cat3,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,1,0,0,279.57,2015-01-27,3,Tuesday,0,0,2015-02-02,31,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.9672222222222,153.032777777778,139.907777777778,13.125
2516,2015-02-02 11:09:48,user769,2015-02-02 09:30:01,cpn168,13.11,7.28,0.63,0,brand6,prod7,cat1,cpn325,2.64,0.53,0,1,brand4,prod11,cat3:cat7,cpn2321,7.32,0,0.94,0,brand3,prod17,cat5:cat4:cat9,1,0,0,260.26,2015-02-02,1,Monday,0,0,2015-02-02,48,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,153.5,14.5,1.66305555555556,12.8369444444444
2517,2015-02-02 11:11:13,user1775,2015-01-28 22:19:25,cpn2322,2.78,1.26,0.94,0,brand2,prod106,cat8,cpn594,2.55,1.27,1.57,0,brand2,prod68,cat8,cpn2323,2.96,0,2.2,0,brand13,prod193,cat13,0,0,0,223.58,2015-01-28,25,Wednesday,0,0,2015-02-02,13,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,46.3233333333333,121.676666666667,108.863333333333,12.8133333333333
2518,2015-02-02 11:12:35,user1776,2015-01-27 21:10:34,cpn782,6.99,2.45,1.57,0,brand2,prod31,cat1,cpn440,5.93,0.98,1.57,0,brand2,prod11,cat3,cpn467,7.22,2.89,2.2,0,brand5,prod24,cat5:cat15:cat2,0,0,0,122.81,2015-01-27,34,Tuesday,0,0,2015-02-02,35,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,21.1758333333333,146.824166666667,134.033611111111,12.7905555555556
2519,2015-02-02 11:23:28,user641,2015-01-28 17:59:31,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,cpn2324,16.63,1.84,1.57,0,brand2,prod36,cat3,cpn820,3.24,1.07,1.26,0,brand5,prod59,cat5:cat15:cat2,0,0,0,261.93,2015-01-28,31,Wednesday,0,0,2015-02-02,28,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,41.9916666666667,126.008333333333,113.399166666667,12.6091666666667
2520,2015-02-02 11:36:27,user1216,2015-01-27 19:00:54,cpn2325,6.02,3.76,0.63,0,brand3,prod51,cat8:cat26,cpn1075,9.22,1.84,1.57,0,brand3,prod28,cat3,cpn592,4.58,0,1.57,1,brand4,prod57,cat5:cat7:cat4,0,0,0,386.13,2015-01-27,54,Tuesday,0,0,2015-02-02,27,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,19.0147222222222,148.985277777778,136.5925,12.3927777777778
2521,2015-02-02 11:40:38,user831,2015-01-27 20:27:04,cpn1281,5.93,5.38,1.57,0,brand3,prod168,cat1,cpn8,4.17,1.39,1.26,1,brand4,prod8,cat3:cat7,cpn467,7.22,2.89,2.2,0,brand5,prod24,cat5:cat15:cat2,0,0,0,211.5,2015-01-27,4,Tuesday,0,0,2015-02-02,38,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,20.4508333333333,147.549166666667,135.226111111111,12.3230555555556
2522,2015-02-02 11:47:16,user120,2015-01-27 15:09:18,cpn635,4.91,8.18,1.57,0,brand2,prod40,cat1,cpn857,4.58,2.78,1.57,1,brand4,prod158,cat10:cat7,cpn2326,3.52,1.85,1.26,0,brand3,prod44,cat5,0,1,0,201.91,2015-01-27,18,Tuesday,0,0,2015-02-02,16,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,15.1547222222222,152.845277777778,140.632777777778,12.2125
2523,2015-02-02 11:57:05,user801,2015-01-27 20:38:09,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,cpn429,7.97,1.2,1.26,0,brand3,prod28,cat3,cpn32,7.36,1.47,1.57,0,brand3,prod24,cat5,1,1,0,315.42,2015-01-27,9,Tuesday,0,0,2015-02-02,5,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,20.6355555555556,147.364444444444,135.315555555556,12.0488888888889
2524,2015-02-02 11:58:22,user1777,2015-01-28 13:39:43,cpn1061,6.81,5.23,1.26,1,brand4,prod30,cat1,cpn946,3.33,1.33,1.57,0,brand5,prod58,cat5:cat15:cat2,cpn38,2.69,1.41,1.57,0,brand5,prod29,cat5:cat15:cat2,0,0,0,478.2,2015-01-28,43,Wednesday,0,0,2015-02-02,22,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,37.6616666666667,130.338333333333,118.310833333333,12.0275
2525,2015-02-02 12:10:10,user1778,2015-02-02 10:04:46,cpn1082,5.79,4.82,1.57,0,brand3,prod40,cat1,cpn44,3.43,3.43,1.26,0,brand3,prod32,cat11,cpn2066,2.41,1.2,1.26,1,brand4,prod68,cat8:cat7,0,0,1,197.84,2015-02-02,46,Monday,0,0,2015-02-02,10,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,154.079166666667,13.9208333333333,2.09,11.8308333333333
2526,2015-02-02 12:10:58,user787,2015-01-27 18:23:41,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,cpn1207,6.02,1,1.26,0,brand3,prod43,cat3,cpn308,4.58,0.92,0.94,1,brand4,prod27,cat5,0,0,0,123.74,2015-01-27,41,Tuesday,0,0,2015-02-02,58,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,18.3944444444444,149.605555555556,137.788055555556,11.8175
2527,2015-02-02 12:18:52,user1166,2015-01-28 04:29:40,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,cpn619,5.51,1.1,1.26,1,brand4,prod11,cat3:cat7,cpn96,3.61,1.9,1.88,0,brand5,prod29,cat5:cat15:cat2,0,0,0,96.56,2015-01-28,40,Wednesday,0,0,2015-02-02,52,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,28.4941666666667,139.505833333333,127.82,11.6858333333333
2528,2015-02-02 12:54:52,user672,2015-01-28 07:41:04,cpn1514,4.68,5.84,1.57,0,brand1,prod40,cat1,cpn1389,2.73,273.23,1.57,1,brand4,prod75,cat5:cat7,cpn1088,5.19,1.04,1.57,0,brand3,prod69,cat5:cat4,0,0,0,372.75,2015-01-28,4,Wednesday,0,0,2015-02-02,52,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,31.6841666666667,136.315833333333,125.23,11.0858333333333
2529,2015-02-02 13:00:45,user1190,2015-01-27 14:29:08,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0,0,0,302.54,2015-01-27,8,Tuesday,0,0,2015-02-02,45,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.4852777777778,153.514722222222,142.526944444444,10.9877777777778
2530,2015-02-02 13:03:50,user1779,2015-01-27 16:37:49,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,cpn2152,6.44,1.29,1.57,0,brand3,prod103,cat5,cpn1608,8.29,2.09,1.57,0,brand3,prod71,cat12,0,0,0,305.65,2015-01-27,49,Tuesday,0,0,2015-02-02,50,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,16.63,151.37,140.433611111111,10.9363888888889
2531,2015-02-02 13:06:49,user1780,2015-01-27 16:42:12,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,cpn450,2.73,3.03,1.88,0,brand5,prod29,cat5:cat15:cat2,cpn38,2.69,1.41,1.57,0,brand5,prod29,cat5:cat15:cat2,0,0,0,325.88,2015-01-27,12,Tuesday,0,0,2015-02-02,49,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,16.7030555555556,151.296944444444,140.410277777778,10.8866666666667
2532,2015-02-02 13:27:52,user1781,2015-01-28 10:31:01,cpn1468,4.45,1.23,1.26,0,brand3,prod46,cat3,cpn733,6.3,1.8,1.26,0,brand11,prod123,cat10:cat9,cpn604,4.17,0.83,1.26,1,brand4,prod11,cat3:cat7:cat4:cat9,0,1,0,243.91,2015-01-28,1,Wednesday,0,0,2015-02-02,52,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,34.5166666666667,133.483333333333,122.9475,10.5358333333333
2533,2015-02-02 13:30:58,user627,2015-01-27 19:10:48,cpn527,8.24,8.67,1.57,0,brand3,prod40,cat1:cat15,cpn898,9.17,1.05,1.26,0,brand3,prod28,cat3:cat9,cpn29,3.06,0.61,1.26,1,brand4,prod22,cat5,0,0,0,107.86,2015-01-27,48,Tuesday,0,0,2015-02-02,58,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,19.1797222222222,148.820277777778,138.336111111111,10.4841666666667
2534,2015-02-02 13:31:22,user1782,2015-01-28 09:25:13,cpn1547,5.97,1.99,1.57,0,brand2,prod76,cat1,cpn1186,14.91,4.26,1.57,0,brand3,prod165,cat5,cpn1048,9.91,3.3,1.57,0,brand3,prod165,cat5,0,0,0,119.2,2015-01-28,13,Wednesday,0,0,2015-02-02,22,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,33.42,134.58,124.1025,10.4775
2535,2015-02-02 13:35:40,user1783,2015-02-02 09:47:31,cpn67,2.73,2.73,1.57,1,brand4,prod47,cat11:cat7:cat19,cpn2327,2.41,0.93,1.57,0,brand11,prod55,cat11,cpn451,4.45,0,1.88,0,brand6,prod35,cat8,0,0,0,432.54,2015-02-02,31,Monday,0,0,2015-02-02,40,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,153.791666666667,14.2083333333333,3.8025,10.4058333333333
2536,2015-02-02 13:40:39,user1017,2015-01-28 17:15:00,cpn1693,5.37,0.08,3.14,0,brand3,prod40,cat1,cpn625,7.87,2.19,1.57,0,brand3,prod28,cat3,cpn158,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7:cat4,0,0,0,485.1,2015-01-28,0,Wednesday,0,0,2015-02-02,39,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,41.2497222222222,126.750277777778,116.4275,10.3227777777778
2537,2015-02-02 13:42:01,user1784,2015-01-28 19:08:35,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,cpn2061,3.61,0.9,1.26,0,brand3,prod37,cat5:cat2,cpn2328,6.39,1.59,1.26,0,brand3,prod116,cat6,0,0,0,315.42,2015-01-28,35,Wednesday,0,0,2015-02-02,1,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,43.1427777777778,124.857222222222,114.557222222222,10.3
2538,2015-02-02 13:48:16,user186,2015-02-02 12:56:01,cpn153,9.22,11.51,1.26,0,brand5,prod40,cat1:cat2,cpn219,5.88,1.95,1.57,0,brand3,prod46,cat3,cpn984,7.78,3.89,1.26,0,brand3,prod57,cat5:cat4:cat2,0,0,0,104.24,2015-02-02,1,Monday,0,0,2015-02-02,16,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,156.933333333333,11.0666666666667,0.870833333333333,10.1958333333333
2539,2015-02-02 13:49:19,user1785,2015-01-27 14:15:36,cpn560,14.82,8.22,0.94,1,brand4,prod45,cat1:cat7,cpn1000,3.52,4.14,1.88,0,brand5,prod103,cat5:cat15:cat4:cat2,cpn561,3.15,1.12,1.26,1,brand4,prod41,cat5:cat7,0,0,0,553.17,2015-01-27,36,Tuesday,0,0,2015-02-02,19,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.2597222222222,153.740277777778,143.561944444444,10.1783333333333
2540,2015-02-02 13:53:53,user1786,2015-02-02 13:41:42,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,cpn1593,6.44,2.01,1.26,0,brand8,prod43,cat3:cat14,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0,0,0,229,2015-02-02,42,Monday,0,0,2015-02-02,53,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,157.694722222222,10.3052777777778,0.203055555555556,10.1022222222222
2541,2015-02-02 14:07:37,user203,2015-01-28 08:33:33,cpn479,3.7,1,1.57,0,brand3,prod73,cat5,cpn480,8.29,2.76,1.57,0,brand3,prod87,cat12,cpn322,7.22,2.41,0.94,0,brand3,prod87,cat12,1,0,0,190.61,2015-01-28,33,Wednesday,0,0,2015-02-02,37,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,32.5588888888889,135.441111111111,125.567777777778,9.87333333333333
2542,2015-02-02 14:12:59,user437,2015-01-27 20:17:40,cpn162,5.51,0,1.26,0,brand6,prod35,cat8:cat4,cpn61,4.35,1.44,1.26,0,brand8,prod43,cat3:cat14,cpn896,3.66,2.44,0.94,0,brand3,prod37,cat5:cat4,0,0,0,274.39,2015-01-27,40,Tuesday,0,0,2015-02-02,59,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,20.2941666666667,147.705833333333,137.921944444444,9.78388888888889
2543,2015-02-02 14:31:19,user1787,2015-01-27 18:10:34,cpn2329,4.45,0.89,1.26,0,brand3,prod27,cat5,cpn2330,18.06,9.03,1.57,0,brand3,prod53,cat6,cpn2331,8.98,11.98,1.26,0,brand3,prod53,cat6,1,0,0,527.38,2015-01-27,34,Tuesday,0,0,2015-02-02,19,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,18.1758333333333,149.824166666667,140.345833333333,9.47833333333333
2544,2015-02-02 14:41:40,user1066,2015-01-27 15:21:17,cpn1,3.24,5.4,1.57,0,brand1,prod1,cat1:cat2,cpn2213,5.88,0.65,1.57,0,brand2,prod28,cat3,cpn1015,8.8,0,1.57,0,brand3,prod55,cat5,0,0,0,252.62,2015-01-27,17,Tuesday,0,0,2015-02-02,40,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,15.3544444444444,152.645555555556,143.339722222222,9.30583333333333
2545,2015-02-02 14:49:16,user1788,2015-01-28 13:50:25,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,cpn1676,5.19,0,1.26,0,brand3,prod3,cat5,cpn137,4.31,3.58,1.26,0,brand3,prod69,cat5,0,0,0,192.19,2015-01-28,25,Wednesday,0,0,2015-02-02,16,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,37.84,130.16,120.980833333333,9.17916666666667
2546,2015-02-02 14:55:57,user1187,2015-01-27 14:39:51,cpn527,8.24,8.67,1.57,0,brand3,prod40,cat1:cat15,cpn43,3.75,1.07,0.94,0,brand2,prod8,cat3,cpn217,6.67,0.94,1.57,1,brand4,prod27,cat5:cat7,0,0,1,276.05,2015-01-27,51,Tuesday,0,0,2015-02-02,57,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.6638888888889,153.336111111111,144.268333333333,9.06777777777778
2547,2015-02-02 14:59:10,user1434,2015-01-27 14:06:07,cpn1156,4.82,7.41,0.94,1,brand4,prod63,cat5:cat7,cpn542,3.06,2.45,1.26,1,brand4,prod64,cat5:cat7,cpn1264,2.32,8.9,1.26,1,brand4,prod63,cat5:cat7,0,0,0,96.46,2015-01-27,7,Tuesday,0,0,2015-02-02,10,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.1016666666667,153.898333333333,144.884166666667,9.01416666666667
2548,2015-02-02 15:00:40,user1526,2015-01-29 09:50:45,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,cpn46,4.58,0.92,1.26,1,brand4,prod11,cat3:cat7,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0,0,0,259.29,2015-01-29,45,Thursday,0,0,2015-02-02,40,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,57.8455555555556,110.154444444444,101.165277777778,8.98916666666667
2549,2015-02-02 15:07:23,user1789,2015-01-27 17:18:05,cpn7,7.92,2.64,1.26,1,brand4,prod7,cat1:cat7,cpn1747,7.36,0.82,1.88,0,brand2,prod2,cat3,cpn149,5.09,1.02,1.57,0,brand3,prod55,cat5,0,1,1,308.24,2015-01-27,5,Tuesday,0,0,2015-02-02,23,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,17.3011111111111,150.698888888889,141.821666666667,8.87722222222222
2550,2015-02-02 15:17:29,user895,2015-01-28 16:59:33,cpn1065,3.66,2.61,1.26,0,brand2,prod105,cat11:cat4,cpn1961,3.89,7.78,1.57,0,brand3,prod63,cat5:cat18,cpn1080,8.29,2.76,6.28,1,brand4,prod121,cat12:cat7,0,0,0,96.7,2015-01-28,33,Wednesday,0,0,2015-02-02,29,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,40.9922222222222,127.007777777778,118.298888888889,8.70888888888889
2551,2015-02-02 15:22:20,user1039,2015-01-27 21:09:12,cpn2332,11.44,1.9,0.94,0,brand2,prod127,cat8:cat19,cpn2333,8.29,0.97,1.57,0,brand11,prod98,cat10,cpn229,4.49,2.77,1.57,0,brand3,prod34,cat5,1,0,0,237.57,2015-01-27,12,Tuesday,0,0,2015-02-02,20,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,21.1530555555556,146.846944444444,138.218888888889,8.62805555555556
2552,2015-02-02 15:36:56,user1395,2015-01-28 11:43:34,cpn216,3.89,1.95,0.94,0,brand2,prod30,cat1:cat4,cpn1292,2.5,1.32,1.57,0,brand3,prod28,cat3,cpn2334,3.94,1.22,1.57,0,brand3,prod73,cat5,0,0,0,95.54,2015-01-28,34,Wednesday,0,0,2015-02-02,56,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,35.7258333333333,132.274166666667,123.889444444444,8.38472222222222
2553,2015-02-02 15:38:51,user1790,2015-01-27 14:31:48,cpn159,4.26,2.13,1.26,0,brand6,prod74,cat1,cpn46,4.58,0.92,1.26,1,brand4,prod11,cat3:cat7,cpn396,2.73,4.55,1.88,1,brand4,prod4,cat5:cat7,0,0,0,215.99,2015-01-27,48,Tuesday,0,0,2015-02-02,51,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.5297222222222,153.470277777778,145.1175,8.35277777777778
2554,2015-02-02 15:49:29,user1791,2015-01-27 16:42:47,cpn915,4.91,4.91,1.57,0,brand6,prod156,cat1,cpn584,4.4,4.88,2.2,0,brand5,prod29,cat5:cat15:cat2,cpn1000,3.52,4.14,1.88,0,brand5,prod103,cat5:cat15:cat4:cat2,0,0,0,186.4,2015-01-27,47,Tuesday,0,0,2015-02-02,29,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,16.7127777777778,151.287222222222,143.111666666667,8.17555555555556
2555,2015-02-02 16:08:11,user1792,2015-01-27 14:17:53,cpn513,9.22,6.14,1.57,0,brand7,prod30,cat1:cat15:cat9,cpn277,4.58,1.53,1.57,1,brand4,prod8,cat3:cat7,cpn1111,2.96,2.96,1.26,0,brand4,prod75,cat5,0,0,1,457.5,2015-01-27,53,Tuesday,0,0,2015-02-02,11,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.2977777777778,153.702222222222,145.838333333333,7.86388888888889
2556,2015-02-02 16:12:57,user205,2015-01-27 14:50:08,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,cpn470,14.08,3.12,1.26,0,brand2,prod26,cat3:cat4:cat2,cpn2238,4.58,0.65,1.57,0,brand3,prod206,cat5,0,0,0,152.82,2015-01-27,8,Tuesday,0,0,2015-02-02,57,Monday,0,0,4,2015-02-03 00:00:01,2015-01-27 00:00:01,14.8352777777778,153.164722222222,145.380277777778,7.78444444444444
