orderID,orderTime,userID,couponsReceived,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon1Used,coupon2Used,coupon3Used,basketValue
3683,2015-02-15 17:21:20,752,2015-02-13 02:50:54,38,4.58,0,1.26,1,3,11,4:5,1792,4.91,2.45,2.2,1,3,97,3:4,1439,3.66,3.66,0.94,1,3,104,3:4,1,1,1,384.7
3684,2015-02-15 17:24:05,1,2015-02-13 11:08:20,49,12.5,7.35,0.63,1,3,3,1:4,1330,5.74,1.59,1.57,0,5,98,16,1273,3.06,0.61,1.26,1,3,132,3,0,0,0,180.52
3685,2015-02-15 17:38:30,2886,2015-02-10 14:48:22,170,9.22,6.14,1.57,0,7,8,1:6:10,861,3.33,0.67,0.63,1,3,50,4:16,3087,5.93,4.94,0.94,0,5,28,3,1,0,0,121.1
3686,2015-02-15 17:42:19,1884,2015-02-10 19:32:32,170,9.22,6.14,1.57,0,7,8,1:6:10,1101,9.59,1.18,0.94,0,5,66,2:11:16,799,17.55,3.51,0.94,0,5,122,3,0,0,0,124.3
3687,2015-02-15 18:08:01,619,2015-02-10 16:42:04,238,11.25,4.5,1.26,1,3,3,1:4,1218,11.02,3.67,1.57,0,5,109,16,622,4.17,0.83,0.94,1,3,88,3:4,0,0,1,292.31
3688,2015-02-15 18:11:33,696,2015-02-10 13:46:28,184,4.45,2.22,1.57,0,5,26,1,1993,3.66,3.2,1.57,1,3,154,3:4,1560,3.66,0,0.94,1,3,68,3:4,0,0,0,182.32
3689,2015-02-15 18:30:30,924,2015-02-10 15:57:25,455,3.47,2.78,1.57,0,6,54,2:5:10,233,5.51,5.51,1.57,1,3,68,3:4,1050,17.23,1.91,0.94,1,3,93,4:8,1,0,0,154.07
3690,2015-02-15 18:33:36,1395,2015-02-15 18:08:36,83,5.56,4.27,1.57,0,5,8,1,2173,5.37,1.62,1.26,0,9,142,7:9,2815,4.82,0.31,1.88,0,5,171,15,1,0,0,250.77
3691,2015-02-15 18:34:41,1146,2015-02-11 11:24:42,164,7.41,3.7,0.63,0,2,61,1,2123,7.69,2.13,0.94,1,3,109,16,2706,2.41,0.48,1.26,0,2,123,3,0,0,0,134.48
3692,2015-02-15 18:40:51,2888,2015-02-15 18:05:49,916,12.6,2.8,1.88,0,5,8,1,2174,4.54,1.33,1.88,0,6,59,2:3:20,1316,3.61,1.9,1.88,0,6,104,2:3:10,0,0,0,289.48
3693,2015-02-15 18:54:13,606,2015-02-15 18:33:52,916,12.6,2.8,1.88,0,5,8,1,312,5.97,1.24,1.57,0,5,79,2:16,2437,2.59,4.32,2.2,1,3,2,3:4,0,0,0,244.84
3694,2015-02-15 18:54:28,548,2015-02-10 16:11:29,352,5.79,4.82,1.57,0,5,13,1,1308,8.1,0.9,1.26,0,23,66,2:9:11:16:21,1257,7.87,2.7,1.88,0,5,86,3:9,0,0,0,316.48
3695,2015-02-15 19:38:05,2890,2015-02-15 19:21:57,222,2.5,4.17,0.94,0,10,1,1,1400,8.29,1.96,0.94,0,5,73,3,1098,6.02,1.28,1.57,0,5,75,3,1,0,0,1402.41
3696,2015-02-15 19:39:38,1209,2015-02-14 11:13:20,902,2.73,2.73,1.26,0,4,12,1,1305,12.92,4.46,1.57,0,5,131,16,890,10,3.33,1.88,0,5,47,3:20,0,0,0,247.53
3697,2015-02-15 19:48:18,2892,2015-02-11 07:46:33,91,10.98,3.43,1.57,0,2,9,1,2106,5.88,1.23,3.14,0,5,138,2:3:11:20,3088,7.36,0.98,1.26,0,5,88,2:3,1,0,0,196.82
3698,2015-02-15 19:49:55,2476,2015-02-10 13:52:37,101,7.41,1.85,1.26,0,4,3,1:9,1744,8.71,1.44,1.88,0,2,109,16,3089,3.06,0.73,1.26,1,3,137,3:4,0,0,0,270.17
3699,2015-02-15 19:50:31,756,2015-02-10 15:39:44,170,9.22,6.14,1.57,0,7,8,1:6:10,1738,5.84,2.24,1.57,0,5,98,16,1701,6.11,2.45,1.57,1,3,116,3:4:9:20,0,0,0,199.13
3700,2015-02-15 20:01:17,2894,2015-02-15 19:34:18,202,4.82,1.71,1.57,0,2,26,1:6,1457,6.85,1.14,1.88,0,2,109,9:16,953,3.43,0.48,2.2,1,3,90,3:4,0,0,0,203.86
3701,2015-02-15 20:13:06,2523,2015-02-15 19:16:55,504,4.54,0.6,1.57,1,3,18,7,1371,7.59,3.8,1.57,0,5,109,16,1722,4.45,1.58,0.94,0,5,114,3:11:21,0,0,0,237.85
3702,2015-02-15 20:16:31,2895,2015-02-10 18:09:07,957,20.84,20.84,1.26,0,2,17,5:12,2175,5,1.67,1.57,0,5,109,10:16,3090,2.73,0,0.63,0,2,117,3,0,0,0,227.57
3703,2015-02-15 20:38:58,829,2015-02-15 19:25:52,278,3.15,3.15,1.26,1,3,5,4:5,991,4.35,1.44,1.26,0,5,60,2:19,1437,5.51,1.37,2.2,1,3,21,2:3:10,0,0,0,210.62
3704,2015-02-15 20:40:21,650,2015-02-15 20:08:05,230,8.24,3.92,1.57,0,5,1,1,1826,8.71,8.71,1.26,0,6,122,2:3,1414,8.29,4.14,1.57,0,6,122,2:3:6,1,0,1,201.17
3705,2015-02-15 20:52:53,814,2015-02-11 10:44:23,101,7.41,1.85,1.26,0,4,3,1:9,1270,3.66,0.73,1.57,1,3,50,4:9:16,1475,7.36,7.36,1.88,1,3,97,2:3:4:9,0,0,0,277.77
3706,2015-02-15 21:01:57,958,2015-02-11 14:17:21,929,4.49,0,1.26,0,4,24,5:28,1252,22.18,8.87,1.88,0,6,16,2:3:10,656,5.93,3.11,1.88,0,6,104,2:3:10,0,0,0,408.78
3707,2015-02-15 21:02:21,2897,2015-02-11 12:52:24,61,2.96,0,1.26,1,3,11,4:5,2176,4.17,3.33,1.26,0,5,7,3,420,9.22,0,1.88,0,5,96,15,0,0,0,291.66
3708,2015-02-15 21:23:05,2046,2015-02-10 15:38:07,384,7.27,2.5,1.26,0,1,17,5:12,1450,5.97,1.24,1.57,0,5,79,2:6:16,1437,5.51,1.37,2.2,1,3,21,2:3:10,0,0,0,216.18
3709,2015-02-15 21:30:50,564,2015-02-10 13:50:43,54,4.17,2.6,1.57,0,4,27,1:9,1338,5.74,1.59,1.57,0,5,111,16,1687,3.52,4.14,1.88,0,6,75,2:3:9:10,0,0,0,204.97
3710,2015-02-15 21:50:29,640,2015-02-11 10:26:28,869,2.32,1.78,0.63,0,2,33,5:6,1285,7.32,1.35,1.26,0,5,98,16,1525,2.69,2.69,1.57,1,3,123,3:4,0,0,1,204.09
3711,2015-02-15 21:57:08,87,2015-02-13 09:08:09,518,4.31,1.72,1.57,0,5,39,5,1391,8.29,3.32,0.94,1,3,109,4:16,2520,3.06,0,0.94,1,3,68,3:4,0,0,0,326.44
3712,2015-02-15 22:07:21,2898,2015-02-10 22:04:35,958,16.39,2.73,1.57,0,5,6,8,491,9.22,6.14,1.57,0,5,106,15,830,10.84,1.2,0.94,0,5,47,8,0,0,1,187
3713,2015-02-15 22:15:43,2899,2015-02-10 13:29:54,419,4.58,2.29,1.57,0,5,26,1,2168,4.58,1.02,1.57,0,5,138,3:20,3091,4.49,1.28,1.57,0,5,138,3:20,0,0,0,320.56
3714,2015-02-15 22:41:14,2900,2015-02-15 22:26:25,959,2.69,3.58,0.94,0,9,6,7:8,953,3.43,0.48,2.2,1,3,90,3:4,2279,5.51,2.75,1.57,0,5,97,3,1,0,1,279.81
3715,2015-02-15 22:53:51,659,2015-02-15 22:23:13,47,4.49,0.49,0,0,5,25,8:11,1999,7.87,3.74,1.26,0,5,28,3,588,9.59,1.07,0.94,0,5,66,2:11:16,0,1,0,260.73
3716,2015-02-15 23:04:53,2901,2015-02-15 22:57:31,960,4.45,1.48,1.57,0,5,25,8,420,9.22,0,1.88,0,5,96,15,3092,6.44,0,1.57,0,5,67,15,1,0,0,283.6
3717,2015-02-15 23:19:58,1852,2015-02-11 10:22:58,837,4.45,2.22,0.94,1,1,17,4:5:9,1276,11.44,1.31,1.88,0,2,57,16,790,4.91,3.77,2.51,1,3,2,3:4,0,0,0,236.97
3718,2015-02-15 23:36:38,290,2015-02-15 23:35:24,54,4.17,2.6,1.57,0,4,27,1:9,1379,3.8,0.63,1.26,0,10,50,6:16,2236,4.35,0,1.57,0,6,63,2:3,0,0,0,281.06
3719,2015-02-15 23:38:10,2904,2015-02-11 14:17:38,873,2.59,1.44,0.63,0,8,17,5,2177,4.49,1.09,1.26,0,2,100,3,1732,5.65,6.27,1.57,0,2,87,10:13,0,0,0,193.76
3720,2015-02-15 23:49:38,694,2015-02-15 22:44:43,28,9.63,9.63,1.26,1,3,13,1:4,2178,7.36,2.95,1.57,1,3,172,3,532,5.19,1.3,0.94,0,2,35,8,1,0,0,186.4
3721,2015-02-16 00:41:51,407,2015-02-10 21:42:33,8,9.17,2.04,0.94,1,3,3,1:4,1469,5.97,1.24,1.57,0,5,79,16,1900,4.35,2.18,1.57,1,3,97,3:4,1,0,0,276.1
3722,2015-02-16 01:41:16,1019,2015-02-10 13:54:06,67,10.88,3.2,1.57,0,2,9,1:2:9,1233,5.74,2.87,1.57,0,5,79,16,2255,5.51,2.9,1.88,0,5,138,3:20,0,0,0,152.36
3723,2015-02-16 02:26:34,2907,2015-02-16 02:02:25,541,5.19,0,1.26,0,5,20,3,757,3.06,0.61,0.94,0,2,132,3,3093,12.92,8.61,1.88,0,5,209,17,1,0,0,295.5
3724,2015-02-16 06:36:12,2648,2015-02-10 13:26:18,28,9.63,9.63,1.26,1,3,13,1:4,264,4.03,2.01,1.26,0,5,37,3:5:9:20,3048,2.92,0.93,1.26,0,5,138,2:3:11:20,0,0,0,93.64
3725,2015-02-16 07:25:06,666,2015-02-10 13:22:08,222,2.5,4.17,0.94,0,10,1,1,703,6.02,0.75,1.57,0,5,50,16,1180,14.73,7.36,1.26,0,5,73,2:3,0,0,0,437.58
3726,2015-02-16 08:08:08,2909,2015-02-14 18:16:55,434,3.43,0.76,1.26,0,5,54,5,2179,4.45,1.85,1.57,0,5,7,2:3,1317,3.57,0,1.57,0,5,76,2:3,0,0,0,267.81
3727,2015-02-16 08:22:02,772,2015-02-16 08:07:14,306,3.33,1.67,0.94,0,2,78,2:7:9,307,2.78,2.78,1.88,0,18,43,2:7:9,3094,8.29,2.76,1.26,0,5,136,8,1,1,1,220.25
3728,2015-02-16 08:27:16,2911,2015-02-10 16:57:46,501,3.06,2.45,1.26,1,3,54,2:4:5:9,124,3.47,0.69,0.94,1,3,50,4:16,1993,3.66,3.2,1.57,1,3,154,3:4,0,0,0,100.63
3729,2015-02-16 09:00:11,2332,2015-02-16 08:28:33,961,4.17,4.17,1.57,0,5,119,3,2180,4.17,4.17,1.57,0,5,119,3,2406,3.89,0,0.94,0,5,7,3,0,0,0,101.42
3730,2015-02-16 09:17:07,2000,2015-02-10 13:14:33,46,3.57,1.78,1.26,1,3,24,4:5,2113,6.39,1.39,1.57,0,1,111,2:6:16,2106,5.88,1.23,3.14,0,5,138,2:3:11:20,0,0,0,119.39
3731,2015-02-16 09:21:22,2912,2015-02-16 08:48:08,73,3.43,4.57,0.94,0,7,1,1,1295,3.66,1.82,3.14,0,5,76,2:3,2420,3.43,2.36,1.26,0,5,115,3,0,0,0,104.8
3732,2015-02-16 09:37:15,195,2015-02-11 23:49:53,283,3.66,0.73,1.26,1,3,32,4:5,1347,9.17,1.05,1.26,0,5,111,16,953,3.43,0.48,2.2,1,3,90,3:4,1,0,0,822.79
3733,2015-02-16 09:55:14,730,2015-02-16 09:15:02,17,2.96,1.56,1.57,0,2,12,1,1352,8.1,0.9,1.26,0,5,66,2:9:11:16:21,2516,8.29,3.45,1.26,0,5,86,3,0,0,0,203.53
3734,2015-02-16 09:58:37,80,2015-02-10 21:53:20,3,7.92,2.64,1.26,1,3,3,1:4,2181,11.99,1.32,3.14,0,2,109,16,233,5.51,5.51,1.57,1,3,68,3:4,0,0,0,132.77
3735,2015-02-16 10:12:24,1899,2015-02-10 14:18:51,147,8.15,8.15,1.26,0,2,13,1,1712,6.3,2.52,1.57,0,5,92,19,890,10,3.33,1.88,0,5,47,3:20,0,0,0,345.66
3736,2015-02-16 10:15:44,2915,2015-02-10 13:32:56,167,4.58,1.53,1.88,0,4,10,1,950,3.33,3.33,0.63,0,5,78,7,420,9.22,0,1.88,0,5,96,15,0,0,0,200.89
3737,2015-02-16 10:21:34,1144,2015-02-16 08:35:00,326,3.52,1.07,1.57,0,5,36,5:9,1134,6.11,6.11,1.26,0,2,20,3,2026,4.26,1.25,1.57,0,5,138,3:20,0,0,0,160.37
3738,2015-02-16 10:21:56,186,2015-02-16 09:28:33,8,9.17,2.04,0.94,1,3,3,1:4,2182,7.97,1.59,1.88,0,6,111,2:16,3040,6.95,5.51,1.57,0,5,122,3,0,0,0,104.34
3739,2015-02-16 10:32:33,2917,2015-02-11 14:43:16,121,4.12,2.74,1.88,0,4,27,1,383,3.61,2.48,2.2,0,5,90,3:9,1532,3.43,0.8,0.94,0,5,75,3:9,0,0,0,93.92
3740,2015-02-16 10:43:56,1477,2015-02-10 15:38:30,25,4.4,1.99,0.94,1,3,17,4:5,1284,3.89,1.39,0.94,1,3,98,4:16,1959,3.43,22.84,1.57,1,3,116,3:4,0,1,1,127.07
3741,2015-02-16 10:48:52,683,2015-02-10 21:07:26,509,16.81,12,0.94,0,6,3,1,881,7.97,3.19,1.57,0,5,109,9:16,2435,4.58,0.65,1.26,0,5,90,3,0,1,1,198.48
3742,2015-02-16 10:52:02,2656,2015-02-10 14:19:11,896,9.73,2.43,1.57,0,5,17,5:12,1314,6.44,0.85,1.88,0,2,127,16,1144,4.58,3.67,1.88,0,5,75,3:12,0,0,0,269.99
3743,2015-02-16 10:52:48,1277,2015-02-11 12:29:10,496,5.79,2.63,1.57,0,5,17,5,312,5.97,1.24,1.57,0,5,79,2:16,813,5.51,0.92,0.94,0,5,88,2:3,1,0,1,200.06
3744,2015-02-16 11:09:25,798,2015-02-10 13:33:38,31,5.84,5.84,1.26,1,3,13,1,881,7.97,3.19,1.57,0,5,109,9:16,1113,4.4,1.25,1.57,0,5,138,2:3:11:20,0,0,0,135.6
3745,2015-02-16 11:16:03,2922,2015-02-10 13:33:31,10,7.5,1.25,0.94,0,2,5,5:6,2183,3.52,1.85,2.2,0,5,138,3:20,2314,3.52,1.03,1.57,0,2,197,3:20:31,1,0,0,196.96
3746,2015-02-16 11:19:02,1190,2015-02-10 15:49:11,28,9.63,9.63,1.26,1,3,13,1:4,1882,3.15,2.09,1.57,0,6,114,2:3,1934,6.02,1.2,2.2,1,3,16,3:4,0,0,0,234.75
3747,2015-02-16 11:19:30,213,2015-02-10 14:52:11,91,10.98,3.43,1.57,0,2,9,1,1502,8.06,0.94,2.51,0,5,111,6:10:16,878,8.8,1.76,1.26,0,2,7,3,0,0,0,187.09
3748,2015-02-16 11:21:57,856,2015-02-15 17:00:38,489,4.68,5.84,1.57,0,1,13,1,1270,3.66,0.73,1.57,1,3,50,4:9:16,1817,4.58,0.92,0.94,1,3,88,3,0,0,0,198.58
3749,2015-02-16 11:25:47,298,2015-02-10 15:01:49,191,2.73,2.09,1.57,0,4,12,1,747,8.29,1.66,1.57,1,3,20,3:4:9:10,1817,4.58,0.92,0.94,1,3,88,3,0,0,1,696.27
3750,2015-02-16 11:26:55,2925,2015-02-10 15:03:16,8,9.17,2.04,0.94,1,3,3,1:4,588,9.59,1.07,0.94,0,5,66,2:11:16,2021,4.58,2.29,3.14,1,3,30,3:4,0,0,0,210.43
3751,2015-02-16 11:31:40,2531,2015-02-10 21:52:10,5,12.27,2.45,1.26,0,4,3,1,1428,7.87,2.19,1.57,0,5,111,16,890,10,3.33,1.88,0,5,47,3:20,0,0,0,48.49
3752,2015-02-16 11:46:51,2044,2015-02-16 11:38:01,107,9.17,152.82,1.57,1,3,5,4:5,1554,3.89,0.52,1.26,0,2,175,16,2151,5.51,1.1,0.94,0,5,88,3,1,0,1,117.16
3753,2015-02-16 12:20:56,1297,2015-02-11 08:10:03,208,4.91,8.18,1.57,0,2,13,1,1321,5.88,1.95,1.57,0,5,98,16,1764,2.73,6.07,2.2,1,3,2,3:4,0,0,0,226.78
3754,2015-02-16 12:48:00,1607,2015-02-16 12:06:34,153,6.16,5.13,1.57,0,5,13,1,2184,5.28,1.5,1.26,1,19,77,4:19,1722,4.45,1.58,0.94,0,5,114,3:11:21,0,1,1,230.53
3755,2015-02-16 12:49:53,2926,2015-02-12 12:16:55,253,5.51,2.2,1.57,0,5,31,1,2185,9.22,1.84,1.57,0,5,66,16,2552,6.67,4.45,1.26,0,6,119,2:3,0,0,0,363.81
3756,2015-02-16 13:01:40,2927,2015-02-13 10:16:50,458,5.37,1.85,1.26,0,2,17,5,1649,4.35,0.96,1.26,0,5,109,16,1360,7.36,2.95,0.94,0,5,86,3,0,0,0,194.64
3757,2015-02-16 13:04:01,1294,2015-02-10 14:29:57,202,4.82,1.71,1.57,0,2,26,1:6,622,4.17,0.83,0.94,1,3,88,3:4,1565,3.06,0.76,1.26,1,3,88,3:4,0,0,0,205.94
3758,2015-02-16 13:13:03,1595,2015-02-16 12:54:38,30,8.89,3.7,1.26,0,4,10,1,1890,2.5,1.32,1.57,0,5,111,16,2422,6.02,2,1.26,0,9,77,3:19:20,0,0,0,139.9
3759,2015-02-16 13:33:21,2693,2015-02-16 13:31:18,298,12.64,4.21,1.26,0,7,1,1,1379,3.8,0.63,1.26,0,10,50,6:16,2144,6.44,1.29,1.26,1,3,20,3,0,0,0,344.45
3760,2015-02-16 13:47:32,475,2015-02-10 16:43:05,121,4.12,2.74,1.88,0,4,27,1,1477,6.07,0.92,0,0,2,98,16,1360,7.36,2.95,0.94,0,5,86,3,0,0,0,204.18
3761,2015-02-16 13:53:05,2386,2015-02-10 21:12:36,109,7.04,3.52,1.57,0,2,9,1,428,6.95,1.16,1.57,0,5,50,16,1852,2.45,0,0.94,0,10,117,3,0,0,0,1153.54
3762,2015-02-16 13:56:17,781,2015-02-11 12:51:44,559,3.66,12.19,1.57,0,5,63,3,2186,3.24,0,1.57,0,5,63,3,1081,6.44,0,1.57,0,5,45,15,0,0,0,186.86
3763,2015-02-16 13:57:23,1989,2015-02-10 14:10:51,237,6.67,1.67,1.26,0,5,47,8,47,4.49,0.49,0,0,5,25,8:11,3095,2.96,0.39,1.57,0,5,62,15,1,0,0,99.61
3764,2015-02-16 14:10:47,605,2015-02-10 19:38:36,87,13.52,7.51,0.63,1,3,3,1:4,1352,8.1,0.9,1.26,0,5,66,2:9:11:16:21,1437,5.51,1.37,2.2,1,3,21,2:3:10,0,0,0,186.03
3765,2015-02-16 14:16:32,2174,2015-02-12 16:43:25,547,5.37,0.08,3.14,0,5,13,1,1275,7.59,0.84,1.88,0,22,111,16:24,1525,2.69,2.69,1.57,1,3,123,3:4,0,0,0,341.58
3766,2015-02-16 14:27:23,835,2015-02-10 20:02:48,143,6.67,1.67,1.26,0,4,10,1:9,2107,6.95,1.39,1.57,0,2,28,3,2303,4.45,4.53,1.26,0,5,184,3,0,0,0,113.78
3767,2015-02-16 14:35:45,125,2015-02-10 15:19:46,18,9.22,9.22,1.57,0,5,13,1,1480,4.08,0.68,1.26,0,2,127,16,1032,2.5,0.5,1.26,1,3,21,3:4,0,0,0,403.31
3768,2015-02-16 15:06:07,970,2015-02-10 19:02:39,193,4.4,2.44,1.57,0,2,8,1,1528,3.06,1.02,1.57,0,2,175,16,2066,17.55,2.19,0.94,0,5,90,3,1,0,0,345.98
3769,2015-02-16 15:08:44,978,2015-02-11 12:23:00,902,2.73,2.73,1.26,0,4,12,1,2144,6.44,1.29,1.26,1,3,20,3,1365,3.24,0.65,1.57,1,3,88,3:4,0,0,0,185.84
3770,2015-02-16 15:13:35,2933,2015-02-11 11:26:39,962,5.14,1.14,1.26,0,5,138,2:3:11:20,312,5.97,1.24,1.57,0,5,79,2:16,2810,4.31,3.58,1.26,0,5,30,3,0,0,0,256.97
3771,2015-02-16 15:28:54,410,2015-02-16 15:23:27,916,12.6,2.8,1.88,0,5,8,1,2187,7.36,4.91,1.26,0,5,106,15,1985,7.32,0,2.2,0,2,130,15,0,0,0,295.32
3772,2015-02-16 15:44:04,447,2015-02-10 13:36:38,644,10.79,4.9,1.26,0,2,3,1:9,372,4.91,0.61,1.26,0,5,50,16,268,20.38,13.58,0.94,0,5,73,3,0,0,0,463.79
3773,2015-02-16 15:52:48,568,2015-02-12 14:30:10,52,4.26,2.13,1.26,0,4,26,1,1394,3.33,1.9,1.57,0,5,111,16,765,4.45,1.48,0.94,0,5,114,3:11:21,0,0,0,238.82
3774,2015-02-16 16:02:57,2936,2015-02-16 15:12:39,917,4.31,1.72,1.57,0,5,36,5,2188,2.73,1.24,1.57,0,5,90,3,3027,2.73,1.24,1.57,0,5,90,3,0,0,1,185.47
3775,2015-02-16 16:10:44,351,2015-02-16 14:46:09,639,5.28,2.4,0.63,0,1,17,5,517,9.22,2.05,1.57,0,5,109,16,2372,4.58,2.29,0.94,1,3,97,3:4,0,0,0,276.33
3776,2015-02-16 16:29:26,2937,2015-02-11 15:19:01,222,2.5,4.17,0.94,0,10,1,1,312,5.97,1.24,1.57,0,5,79,2:16,23,5.51,1.1,1.88,1,3,16,3:4,0,0,0,153.38
3777,2015-02-16 16:48:59,66,2015-02-13 19:48:45,777,9.17,3.06,1.57,0,6,17,5:12,1338,5.74,1.59,1.57,0,5,111,16,765,4.45,1.48,0.94,0,5,114,3:11:21,0,0,0,198.58
3778,2015-02-16 16:53:33,2938,2015-02-10 13:57:15,8,9.17,2.04,0.94,1,3,3,1:4,1442,4.26,1.42,3.14,0,5,175,16,2112,3.98,0.99,1.26,0,2,60,3,0,0,0,93.55
3779,2015-02-16 16:57:50,2939,2015-02-16 16:31:43,28,9.63,9.63,1.26,1,3,13,1:4,1473,7.32,0.97,1.26,0,22,111,16:24,1981,2.73,3.03,1.88,0,6,104,2:3:10,1,0,0,198.9
3780,2015-02-16 16:59:22,2940,2015-02-11 09:52:00,963,5.93,0,1.88,0,2,150,15,2189,3.52,0,2.51,0,2,62,15,3096,5.65,1.13,1.26,0,5,82,17,0,0,1,240.72
3781,2015-02-16 17:00:57,2941,2015-02-11 19:19:24,827,6.07,6.07,1.26,0,5,34,5,1435,8.52,1.7,1.26,0,5,73,3,2070,7.32,6.09,1.26,0,5,121,14,0,0,0,137.68
3782,2015-02-16 17:06:25,1928,2015-02-11 21:24:28,345,6.81,5.23,1.26,1,3,8,1,1352,8.1,0.9,1.26,0,5,66,2:9:11:16:21,1892,6.02,5.01,1.26,1,3,7,3:4,1,0,0,224.42
3783,2015-02-16 17:12:02,1896,2015-02-10 15:30:31,10,7.5,1.25,0.94,0,2,5,5:6,2190,7.36,1.47,1.88,0,5,20,3:6:9,3097,2.96,0.59,1.26,0,2,68,3:9,0,0,1,159.26
3784,2015-02-16 17:13:37,2942,2015-02-10 22:33:21,44,2.96,3.29,1.26,0,5,1,1,1566,4.82,1.93,1.57,0,22,79,16:24,3098,4.17,1.67,1.26,0,13,97,3,0,0,0,188.25
3785,2015-02-16 17:14:39,206,2015-02-10 14:30:34,54,4.17,2.6,1.57,0,4,27,1:9,1072,5.46,1.82,1.57,0,5,109,16,1084,11.07,9.22,1.26,0,5,162,3,0,0,0,185.8
3786,2015-02-16 17:23:15,343,2015-02-16 17:03:56,370,8.75,5.84,1.26,0,6,17,2:5,1887,4.58,3.06,1.57,0,6,119,2:3:20,2178,7.36,2.95,1.57,1,3,172,3,1,0,1,239.33
3787,2015-02-16 17:41:38,1329,2015-02-10 13:13:08,183,6.21,8.86,1.57,0,7,13,1:10,1292,8.52,0,1.26,0,5,79,16,3099,5.74,1.95,1.57,0,5,186,3,0,0,0,188.11
3788,2015-02-16 18:15:02,571,2015-02-10 13:47:06,489,4.68,5.84,1.57,0,1,13,1,1269,4.17,1.39,1.26,1,3,175,4:16,2844,4.54,4.77,1.57,0,6,90,2:3:10,0,0,0,189.69
3789,2015-02-16 18:18:03,2946,2015-02-10 14:56:30,875,3.57,0,1.26,1,3,24,5:28,312,5.97,1.24,1.57,0,5,79,2:16,813,5.51,0.92,0.94,0,5,88,2:3,0,0,0,187.69
3790,2015-02-16 18:50:08,1281,2015-02-10 14:14:00,87,13.52,7.51,0.63,1,3,3,1:4,1391,8.29,3.32,0.94,1,3,109,4:16,1675,6.02,2,1.26,0,6,21,2:3:10,0,1,0,204.23
3791,2015-02-16 19:01:36,212,2015-02-13 16:14:59,52,4.26,2.13,1.26,0,4,26,1,1616,11.95,2.39,1.57,0,2,57,16,1144,4.58,3.67,1.88,0,5,75,3:12,0,0,0,302.5
3792,2015-02-16 19:03:34,2947,2015-02-16 19:01:04,297,3.98,2.09,2.2,0,4,12,1:9,2191,4.45,11.11,1.88,0,5,2,3,1097,16.39,2.73,1.57,0,5,6,8,0,0,0,1198.73
3793,2015-02-16 19:25:19,874,2015-02-11 17:54:12,238,11.25,4.5,1.26,1,3,3,1:4,1415,5.97,1.24,1.57,0,5,79,2:16,1134,6.11,6.11,1.26,0,2,20,3,0,1,0,192.46
3794,2015-02-16 19:32:24,367,2015-02-16 18:15:41,964,3.57,1.43,1.26,0,5,39,5,2192,7.36,0.61,0.94,0,2,66,16,2665,3.15,1.57,0.94,1,3,117,3:4,0,0,0,332.23
3795,2015-02-16 19:36:21,806,2015-02-10 14:02:17,30,8.89,3.7,1.26,0,4,10,1,1314,6.44,0.85,1.88,0,2,127,16,3100,27.69,39.56,0.94,0,5,139,3:20:25:26:27,0,0,0,224.7
3796,2015-02-16 19:38:30,2949,2015-02-11 17:00:28,965,2.59,0.52,3.14,0,5,81,5,1288,8.1,0.9,1.26,0,5,66,2:11:16,791,4.26,0.85,2.51,0,5,16,3:9,0,0,0,210.76
3797,2015-02-16 20:06:02,461,2015-02-16 19:00:55,297,3.98,2.09,2.2,0,4,12,1:9,1300,5.93,0.79,1.57,0,5,127,16,2066,17.55,2.19,0.94,0,5,90,3,0,0,0,221.41
3798,2015-02-16 20:28:54,2125,2015-02-11 02:50:17,427,3.66,0.81,1.26,0,9,19,7:9,1444,7.04,0.83,0.94,0,2,79,16,1086,2.73,0.68,1.26,0,5,90,3,0,1,0,212.93
3799,2015-02-16 20:30:53,2951,2015-02-10 13:11:07,966,2.69,2.69,1.57,1,3,123,3:4:9,1990,2.73,2.73,0.94,0,5,16,3:9,2998,4.58,0.92,1.26,0,5,67,15,0,1,0,193.99
3800,2015-02-16 20:40:56,2952,2015-02-11 20:05:04,967,4.17,2.08,1.26,0,5,105,5,1575,2.22,0.74,3.14,0,5,175,16,3101,7.36,6,2.2,0,2,182,15,0,0,1,232.8
3801,2015-02-16 20:56:16,2953,2015-02-14 04:00:39,276,3.98,1.72,6.28,0,13,13,1,312,5.97,1.24,1.57,0,5,79,2:16,2218,2.87,0.71,1.57,1,3,42,3,0,0,1,185.66
3802,2015-02-16 20:57:39,934,2015-02-11 08:57:17,3,7.92,2.64,1.26,1,3,3,1:4,1707,3.43,1.8,1.57,0,9,83,19,2040,2.73,0.88,1.26,0,6,137,2:3,0,0,0,194.73
3803,2015-02-16 21:22:50,270,2015-02-10 18:48:50,497,5.97,1.99,1.57,0,2,27,1,1188,5,0.6,6.28,0,2,60,19,2707,2.32,0.72,0.94,1,3,90,3:4,0,0,0,232.89
3804,2015-02-16 21:28:04,981,2015-02-10 20:59:55,14,8.43,3.51,1.88,0,2,9,1,1288,8.1,0.9,1.26,0,5,66,2:11:16,919,5.14,1.03,0.94,0,5,138,2:3:11:20,0,0,0,414.57
