orderID,orderTime,userID,couponsReceived,basketValue,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,coupon1Used,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,coupon2Used,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon3Used
3133,2015-02-09 07:29:52,user1386,2015-02-03 12:37:51,373.58,cpn1,3.24,5.4,1.57,0,brand1,prod1,cat1:cat2,0,cpn870,7.32,1.82,1.57,0,brand2,prod86,cat3,0,cpn1478,3.66,0.73,1.26,0,brand5,prod58,cat5:cat2,0
3134,2015-02-09 07:35:59,user2022,2015-02-03 20:12:32,318.47,cpn570,4.08,2.04,1.57,0,brand3,prod1,cat1:cat9,1,cpn2567,3.33,1.2,1.26,0,brand3,prod111,cat5,0,cpn2568,10.56,1.17,1.26,0,brand3,prod71,cat12,0
3135,2015-02-09 08:38:45,user1169,2015-02-03 18:39:41,207.61,cpn159,4.26,2.13,1.26,0,brand6,prod74,cat1,0,cpn593,3.1,1.1,0.94,1,brand4,prod46,cat3:cat7,0,cpn1604,7.87,7.87,0.94,0,brand2,prod72,cat5,0
3136,2015-02-09 08:49:44,user2023,2015-02-03 12:37:38,139.16,cpn2569,3.89,7.78,1.57,0,brand3,prod63,cat5:cat18,0,cpn535,3.61,7.22,1.26,0,brand3,prod63,cat5:cat18,1,cpn2356,2.87,0,1.26,0,brand3,prod63,cat5,0
3137,2015-02-09 09:03:16,user2024,2015-02-04 08:18:53,47.7,cpn250,12.04,12.04,1.26,0,brand3,prod31,cat1,0,cpn593,3.1,1.1,0.94,1,brand4,prod46,cat3:cat7,0,cpn1000,3.52,4.14,1.88,0,brand5,prod103,cat5:cat15:cat4:cat2,0
3138,2015-02-09 09:19:34,user1026,2015-02-03 17:50:23,187.09,cpn1082,5.79,4.82,1.57,0,brand3,prod40,cat1,0,cpn502,3.33,1.9,1.57,0,brand3,prod28,cat3,0,cpn864,7.36,2.95,1.88,0,brand3,prod14,cat5,0
3139,2015-02-09 09:32:41,user2025,2015-02-03 16:21:38,188.3,cpn1719,2.78,1.54,1.57,0,brand2,prod51,cat8,0,cpn1505,3.24,4.05,1.57,0,brand3,prod69,cat5:cat9,0,cpn2570,2.41,2.41,1.57,0,brand3,prod60,cat5,0
3140,2015-02-09 09:36:11,user2026,2015-02-03 14:50:33,294.86,cpn39,5.56,4.27,1.57,0,brand3,prod30,cat1,1,cpn430,8.29,3.63,1.26,0,brand3,prod57,cat5,0,cpn339,8.29,1.66,0.94,0,brand3,prod17,cat5,1
3141,2015-02-09 09:48:17,user2027,2015-02-03 12:53:01,309.95,cpn1380,30.47,0,1.26,0,brand3,prod12,cat5,1,cpn618,6.44,0,1.57,0,brand3,prod48,cat13,0,cpn1263,11.62,0.48,1.26,0,brand3,prod68,cat8,1
3142,2015-02-09 10:28:26,user313,2015-02-05 09:24:28,109.38,cpn519,3.61,1.39,1.26,0,brand2,prod38,cat1:cat9,0,cpn802,4.17,0.93,1.26,0,brand2,prod8,cat3:cat4,0,cpn167,5.93,3.95,2.51,0,brand5,prod37,cat5:cat15:cat4:cat2,0
3143,2015-02-09 10:41:27,user773,2015-02-03 16:34:09,264.29,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,0,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,0,cpn2212,5.84,2.92,2.2,0,brand3,prod172,cat5,0
3144,2015-02-09 10:42:52,user2028,2015-02-04 16:59:18,99.61,cpn719,15.7,15.7,0.94,0,brand3,prod17,cat5,1,cpn2571,3.66,1.12,1.26,0,brand3,prod171,cat16:cat5:cat18:cat4:cat2,0,cpn1329,10.84,1.2,0.94,0,brand3,prod87,cat12,0
3145,2015-02-09 10:46:38,user2029,2015-02-03 12:10:33,207.52,cpn1951,3.66,2.93,1.88,0,brand3,prod74,cat1,0,cpn839,3.89,1.56,1.57,0,brand2,prod47,cat11:cat4,0,cpn2572,5.46,0.09,1.57,0,brand3,prod139,cat20,0
3146,2015-02-09 10:51:29,user2030,2015-02-04 12:47:40,139.72,cpn2573,2.59,1.44,0.63,0,brand9,prod51,cat8,0,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,0,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,1
3147,2015-02-09 11:08:58,user2031,2015-02-03 17:48:31,228.63,cpn341,14.82,8.22,0.63,0,brand6,prod45,cat1:cat4:cat9,0,cpn581,3.98,0.8,1.57,1,brand3,prod58,cat5,0,cpn2147,3.98,0.8,1.57,1,brand3,prod58,cat5,0
3148,2015-02-09 11:16:09,user2032,2015-02-03 18:01:18,283.05,cpn903,3.1,2.48,0.94,1,brand4,prod132,cat8:cat7,0,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,0,cpn640,4.91,0.98,0.94,1,brand4,prod27,cat5:cat9,0
3149,2015-02-09 11:17:13,user2033,2015-02-09 10:54:27,190.7,cpn2574,3.1,2.38,1.26,1,brand5,prod173,cat8:cat2,0,cpn494,8.29,3.32,0.94,1,brand4,prod86,cat3:cat7,0,cpn276,4.58,2.29,0.94,1,brand4,prod14,cat5:cat7,0
3150,2015-02-09 11:19:15,user2034,2015-02-04 09:05:09,201.59,cpn1124,4.91,3.77,2.51,1,brand4,prod4,cat5:cat7,0,cpn68,3.47,1.16,1.57,0,brand3,prod48,cat13,0,cpn1985,3.24,0.65,2.2,0,brand2,prod23,cat13,0
3151,2015-02-09 11:22:33,user1414,2015-02-03 12:53:47,194.09,cpn45,10.56,3.52,0.94,0,brand6,prod33,cat1:cat4,0,cpn1014,5.37,2.15,1.57,0,brand3,prod93,cat10:cat15,0,cpn1792,3.66,3.2,1.57,1,brand4,prod157,cat5:cat7,0
3152,2015-02-09 11:38:18,user246,2015-02-04 11:46:18,185.61,cpn341,14.82,8.22,0.63,0,brand6,prod45,cat1:cat4:cat9,0,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,0,cpn1467,4.58,3.06,1.57,0,brand5,prod14,cat5:cat4:cat2,0
3153,2015-02-09 11:52:55,user2035,2015-02-04 08:52:04,284.9,cpn1201,2.64,1.32,1.26,0,brand2,prod74,cat1:cat4,0,cpn949,4.58,4.58,1.26,0,brand2,prod13,cat3,0,cpn1314,2.73,6.07,2.2,1,brand4,prod4,cat5:cat7,0
3154,2015-02-09 11:53:33,user1431,2015-02-03 12:25:29,178.85,cpn971,7.13,2.04,0.94,0,brand2,prod33,cat1,1,cpn637,6.95,0.77,1.88,0,brand2,prod2,cat3:cat4:cat2,0,cpn518,4.58,1.39,0.94,0,brand3,prod85,cat5,0
3155,2015-02-09 11:54:02,user2036,2015-02-07 17:28:50,136.89,cpn341,14.82,8.22,0.63,0,brand6,prod45,cat1:cat4:cat9,0,cpn1736,5.84,2.92,1.88,0,brand3,prod172,cat5,0,cpn2575,3.43,1.37,1.26,0,brand2,prod27,cat5,0
3156,2015-02-09 11:54:44,user2037,2015-02-03 13:57:09,215.8,cpn1201,2.64,1.32,1.26,0,brand2,prod74,cat1:cat4,0,cpn224,4.45,0.89,1.57,0,brand3,prod52,cat5,0,cpn2131,3.52,39.1,1.88,0,brand3,prod4,cat5,0
3157,2015-02-09 11:58:16,user2038,2015-02-03 14:24:48,290.41,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn2576,4.54,1.3,1.57,0,brand3,prod210,cat5,0,cpn235,4.4,1.17,0.94,0,brand3,prod27,cat5,1
3158,2015-02-09 12:12:15,user2039,2015-02-09 12:06:00,220.85,cpn2577,3.57,0,1.26,1,brand4,prod70,cat8:cat24,0,cpn2135,15.7,0,0.94,0,brand3,prod12,cat5,1,cpn1808,13.62,1.69,1.26,0,brand2,prod12,cat5,1
3159,2015-02-09 12:18:25,user1174,2015-02-05 07:17:05,191.17,cpn2578,2.32,0.46,1.57,0,brand1,prod101,cat8:cat2,0,cpn746,6.95,1.16,1.26,0,brand3,prod27,cat5:cat2,1,cpn471,3.66,1.58,1.57,0,brand3,prod103,cat5:cat19:cat4,0
3160,2015-02-09 12:24:43,user2040,2015-02-03 16:02:49,150.65,cpn1597,3.15,1.57,1.26,0,brand3,prod185,cat8:cat9,1,cpn2579,3.33,1.9,1.57,0,brand3,prod28,cat3,0,cpn2095,3.24,1.34,1.57,0,brand2,prod201,cat25:cat5,0
3161,2015-02-09 12:25:36,user2041,2015-02-05 18:08:33,242.62,cpn2580,4.58,1.41,3.14,0,brand3,prod132,cat8,0,cpn2401,11.07,9.22,1.26,0,brand3,prod213,cat5,0,cpn1876,6.44,1.07,1.26,0,brand3,prod27,cat5:cat2,0
3162,2015-02-09 12:30:27,user189,2015-02-03 19:27:51,663.34,cpn780,8.66,8.66,1.26,0,brand1,prod40,cat1,0,cpn64,3.89,1.39,0.94,1,brand4,prod46,cat3:cat7,0,cpn2185,3.1,1.24,0.94,1,brand4,prod41,cat5:cat7,0
3163,2015-02-09 13:06:52,user120,2015-02-04 07:32:23,277.58,cpn381,3.38,3.07,1.26,0,brand3,prod30,cat1,0,cpn733,6.3,1.8,1.26,0,brand11,prod123,cat10:cat9,1,cpn597,4.54,1.13,0.94,0,brand11,prod123,cat10:cat5:cat18,0
3164,2015-02-09 13:16:13,user52,2015-02-09 12:53:04,185.89,cpn688,3.06,2.55,1.26,0,brand2,prod38,cat1,0,cpn1526,6.44,0.31,1.57,0,brand2,prod2,cat3,0,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0
3165,2015-02-09 13:22:03,user679,2015-02-09 12:54:53,226.09,cpn890,9.49,3.51,1.57,0,brand2,prod31,cat1,1,cpn593,3.1,1.1,0.94,1,brand4,prod46,cat3:cat7,1,cpn2124,4.17,1.39,1.26,0,brand2,prod109,cat12:cat2,0
3166,2015-02-09 13:24:47,user623,2015-02-03 16:02:52,116.65,cpn1703,3.89,0.78,0.94,0,brand3,prod164,cat8:cat4,0,cpn473,3.8,0.84,1.88,0,brand2,prod86,cat3,0,cpn1382,5.51,0,0.94,0,brand3,prod82,cat5,1
3167,2015-02-09 13:48:06,user1187,2015-02-03 12:35:27,257.95,cpn211,2.73,2.09,1.26,0,brand2,prod38,cat1,0,cpn802,4.17,0.93,1.26,0,brand2,prod8,cat3:cat4,0,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,0
3168,2015-02-09 13:54:07,user785,2015-02-03 21:32:36,183.53,cpn2100,6.02,6.02,1.26,1,brand4,prod32,cat11,0,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0,cpn2581,4.4,1.09,1.57,0,brand3,prod23,cat13,0
3169,2015-02-09 13:57:32,user2042,2015-02-04 21:45:57,194.87,cpn1717,5,1.25,0.63,0,brand2,prod31,cat1,0,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,0,cpn1540,5.51,1.1,0.94,0,brand3,prod164,cat5,1
3170,2015-02-09 14:07:03,user2043,2015-02-03 19:04:56,239.7,cpn1377,4.82,1.2,1.26,0,brand2,prod31,cat1:cat4,0,cpn14,5.74,0.88,1.57,1,brand4,prod13,cat3:cat7,0,cpn650,5.51,1.37,2.2,1,brand4,prod59,cat5:cat15:cat2,0
3171,2015-02-09 14:11:49,user2044,2015-02-03 22:05:19,185.52,cpn2359,13.85,1.72,1.26,0,brand3,prod127,cat8:cat19,0,cpn1014,5.37,2.15,1.57,0,brand3,prod93,cat10:cat15,0,cpn2582,6.44,4.29,1.26,0,brand3,prod23,cat13,0
3172,2015-02-09 14:19:20,user2045,2015-02-05 15:10:31,298.93,cpn281,5.23,4.19,1.57,0,brand5,prod29,cat5:cat15:cat2,0,cpn798,6.07,0.92,0,0,brand2,prod46,cat3,0,cpn155,3.15,0,1.26,0,brand5,prod64,cat5:cat2,0
3173,2015-02-09 14:24:16,user2046,2015-02-03 13:05:50,175.01,cpn2251,8.8,1.76,1.26,0,brand2,prod12,cat5,0,cpn1433,3.43,0.01,0.63,0,brand3,prod82,cat5,0,cpn827,3.01,0,1.57,0,brand2,prod140,cat13:cat9,0
3174,2015-02-09 14:50:11,user682,2015-02-09 14:48:31,192.74,cpn624,9.08,2.27,0.63,1,brand4,prod31,cat1:cat7,0,cpn120,7.13,1.78,1.26,1,brand4,prod11,cat3:cat7:cat4,0,cpn1796,6.02,2.41,1.57,1,brand4,prod3,cat5:cat7:cat4,0
3175,2015-02-09 14:56:30,user963,2015-02-03 19:35:25,372.98,cpn378,4.12,2.74,1.88,0,brand6,prod76,cat1,0,cpn1991,8.29,1.38,1.57,0,brand3,prod28,cat3,0,cpn312,3.89,0.56,2.2,1,brand4,prod37,cat5:cat7,0
3176,2015-02-09 14:58:46,user2047,2015-02-03 14:49:50,427.44,cpn1973,4.49,2.24,1.57,0,brand3,prod185,cat8,0,cpn29,3.06,0.61,1.26,1,brand4,prod22,cat5,0,cpn2583,3.89,4.32,1.26,0,brand3,prod165,cat5,1
3177,2015-02-09 15:18:37,user485,2015-02-03 15:26:46,100.91,cpn770,7.09,2.36,1.57,0,brand6,prod81,cat1,0,cpn1689,3.06,0.25,1.57,0,brand19,prod11,cat3,0,cpn2584,7.78,3.38,1.57,0,brand3,prod37,cat5,0
3178,2015-02-09 15:37:01,user2048,2015-02-03 17:08:15,185.8,cpn1085,5.37,3.58,1.88,0,brand3,prod30,cat1,0,cpn391,12.92,1.61,1.57,0,brand2,prod86,cat3,0,cpn587,2.69,1.17,0.63,1,brand4,prod41,cat5:cat7,0
3179,2015-02-09 15:38:30,user297,2015-02-04 11:52:50,493.2,cpn114,10,166.72,0.94,1,brand4,prod15,cat8:cat7,1,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,0,cpn722,5.51,5.51,1.57,1,brand4,prod52,cat5:cat7,0
3180,2015-02-09 15:39:49,user2049,2015-02-03 18:57:12,224.88,cpn1227,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10,0,cpn814,3.61,2.41,1.88,0,brand5,prod100,cat2,0,cpn1274,10.74,10.74,1.26,0,brand2,prod17,cat5,0
3181,2015-02-09 15:57:35,user787,2015-02-03 13:06:39,188.81,cpn45,10.56,3.52,0.94,0,brand6,prod33,cat1:cat4,0,cpn563,5.74,0.29,1.57,0,brand2,prod2,cat3,0,cpn1015,8.8,0,1.57,0,brand3,prod55,cat5,0
3182,2015-02-09 16:36:32,user2050,2015-02-03 14:14:52,238.36,cpn2021,8.01,8.01,0.94,0,brand2,prod40,cat1,0,cpn2585,10.93,1.09,1.26,0,brand11,prod98,cat10:cat9,0,cpn129,4.21,0.69,3.14,0,brand3,prod27,cat5:cat4,0
3183,2015-02-09 16:42:53,user1435,2015-02-09 16:15:52,382.24,cpn128,6.44,0,0.94,1,brand4,prod35,cat8:cat7,0,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,0,cpn2586,2.55,1.64,2.2,0,brand2,prod4,cat5,0
3184,2015-02-09 16:43:18,user273,2015-02-03 12:32:28,234,cpn1905,3.66,1.82,1.57,0,brand3,prod106,cat8:cat15,0,cpn204,6.11,2.45,1.57,1,brand4,prod34,cat5:cat7:cat18:cat4,0,cpn1793,2.55,0.51,2.2,1,brand4,prod58,cat5:cat7,0
3185,2015-02-09 17:46:59,user2051,2015-02-03 16:08:39,463.7,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,0,cpn1288,3.94,0,2.2,0,brand5,prod64,cat5:cat15:cat2,0
3186,2015-02-09 18:57:31,user368,2015-02-03 16:23:19,379.23,cpn2021,8.01,8.01,0.94,0,brand2,prod40,cat1,0,cpn370,5.51,1.48,1.26,0,brand11,prod123,cat10,0,cpn1358,3.98,0.8,1.57,1,brand4,prod59,cat5:cat7:cat15,0
3187,2015-02-09 19:14:59,user2052,2015-02-03 13:35:03,413.18,cpn451,4.45,0,1.88,0,brand6,prod35,cat8,0,cpn96,3.61,1.9,1.88,0,brand5,prod29,cat5:cat15:cat2,0,cpn38,2.69,1.41,1.57,0,brand5,prod29,cat5:cat15:cat2,0
3188,2015-02-09 19:15:32,user2053,2015-02-03 13:13:49,304.03,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,cpn482,18.06,18.06,0.94,0,brand3,prod17,cat5,0,cpn1884,3.66,1.58,1.57,0,brand3,prod50,cat5,0
3189,2015-02-09 19:17:52,user2054,2015-02-03 12:48:48,246.32,cpn1281,5.93,5.38,1.57,0,brand3,prod168,cat1,0,cpn1500,6.02,2.41,1.88,1,brand4,prod57,cat5:cat7,0,cpn2587,4.4,0,1.26,0,brand3,prod57,cat5,0
3190,2015-02-09 19:29:28,user1254,2015-02-03 13:07:07,126.19,cpn1441,11.02,13.77,0.63,0,brand21,prod40,cat1:cat15,0,cpn504,8.06,1.57,1.26,0,brand3,prod28,cat3,0,cpn586,5.93,5.38,1.57,0,brand5,prod100,cat2,0
3191,2015-02-09 19:30:37,user2055,2015-02-03 22:11:37,239.84,cpn995,3.38,0.94,0.94,0,brand3,prod83,cat8,0,cpn898,9.17,1.05,1.26,0,brand3,prod28,cat3:cat9,1,cpn2487,5.51,2.75,1.57,0,brand2,prod52,cat5,0
3192,2015-02-09 19:32:50,user2056,2015-02-03 12:50:15,186.44,cpn989,8.98,4.98,0.94,0,brand6,prod7,cat1,0,cpn1534,6.58,1.36,1.57,0,brand3,prod43,cat3,0,cpn50,17.55,2.19,0.94,0,brand3,prod37,cat5,0
3193,2015-02-09 19:33:18,user922,2015-02-09 18:42:44,343.62,cpn1576,12.92,4.31,1.57,0,brand3,prod86,cat3:cat2,0,cpn939,7.13,3.57,1.57,0,brand5,prod41,cat5:cat2,1,cpn2588,3.33,6.67,1.57,1,brand3,prod21,cat12:cat7,1
3194,2015-02-09 19:42:47,user2057,2015-02-09 17:47:04,298.65,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0,cpn1810,15,7.58,1.57,0,brand3,prod109,cat12,1,cpn30,5.42,0,1.26,0,brand3,prod23,cat13,0
3195,2015-02-09 19:46:01,user794,2015-02-04 15:22:54,137.4,cpn1377,4.82,1.2,1.26,0,brand2,prod31,cat1:cat4,0,cpn23,4.82,0.6,1.57,0,brand3,prod11,cat3,0,cpn103,2.73,0.55,1.57,1,brand4,prod59,cat5,0
3196,2015-02-09 19:56:15,user2058,2015-02-09 19:55:16,186.07,cpn216,3.89,1.95,0.94,0,brand2,prod30,cat1:cat4,0,cpn2589,5.37,2.15,1.26,0,brand3,prod18,cat5:cat4,0,cpn696,5.09,5.09,1.57,0,brand2,prod52,cat5,1
3197,2015-02-09 20:02:04,user399,2015-02-06 18:47:00,288.42,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,cpn499,11.07,5.53,2.2,1,brand4,prod86,cat3:cat7:cat4,0,cpn457,2.55,1.58,1.26,1,brand4,prod29,cat5:cat7:cat4,0
3198,2015-02-09 20:04:49,user2059,2015-02-03 13:17:43,107.3,cpn2504,9.26,2.32,1.57,0,brand2,prod33,cat1,0,cpn1526,6.44,0.31,1.57,0,brand2,prod2,cat3,0,cpn1458,6.3,1.31,1.88,0,brand2,prod153,cat5,0
3199,2015-02-09 20:12:16,user493,2015-02-03 12:29:48,206.82,cpn770,7.09,2.36,1.57,0,brand6,prod81,cat1,0,cpn936,9.22,0.73,1.26,0,brand2,prod2,cat3,0,cpn456,3.66,1.46,1.88,1,brand4,prod133,cat5:cat7,0
3200,2015-02-09 20:16:20,user801,2015-02-03 14:09:17,711.97,cpn378,4.12,2.74,1.88,0,brand6,prod76,cat1,0,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,0,cpn2055,9.22,4.26,1.26,0,brand3,prod114,cat5,0
3201,2015-02-09 20:16:23,user2060,2015-02-03 13:25:36,173.48,cpn216,3.89,1.95,0.94,0,brand2,prod30,cat1:cat4,0,cpn332,17.55,0,1.57,0,brand3,prod3,cat5:cat15,0,cpn876,4.58,3.67,1.88,0,brand3,prod103,cat5:cat19,0
3202,2015-02-09 20:29:54,user1327,2015-02-03 19:26:32,209.97,cpn54,9.22,9.22,1.57,0,brand3,prod40,cat1,0,cpn210,6.02,1.2,2.2,1,brand4,prod24,cat5:cat7,0,cpn630,4.91,0,1.88,1,brand4,prod29,cat5:cat7,0
3203,2015-02-09 20:33:43,user215,2015-02-03 17:51:11,188.53,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,cpn300,5.65,1.13,1.57,0,brand2,prod8,cat3,0,cpn322,7.22,2.41,0.94,0,brand3,prod87,cat12,0
3204,2015-02-09 20:41:07,user268,2015-02-03 12:59:01,297.31,cpn146,3.57,0,1.57,0,brand3,prod35,cat8,0,cpn2590,3.94,0.98,0.94,0,brand3,prod49,cat5,0,cpn662,3.06,0.61,0.94,0,brand2,prod22,cat5,0
3205,2015-02-09 21:18:00,user125,2015-02-03 14:20:21,304.77,cpn139,3.98,3.98,1.57,0,brand1,prod40,cat1:cat2,0,cpn23,4.82,0.6,1.57,0,brand3,prod11,cat3,0,cpn630,4.91,0,1.88,1,brand4,prod29,cat5:cat7,0
3206,2015-02-09 21:22:17,user2061,2015-02-04 12:47:58,187.69,cpn888,3.66,0.73,1.26,1,brand4,prod83,cat8:cat7,0,cpn1657,4.82,1.05,1.57,1,brand4,prod2,cat3:cat7,0,cpn630,4.91,0,1.88,1,brand4,prod29,cat5:cat7,0
3207,2015-02-09 21:34:58,user229,2015-02-03 16:09:18,167.64,cpn1770,5.51,1.71,1.57,0,brand3,prod74,cat1:cat4,0,cpn2591,5.37,2.15,1.57,0,brand3,prod93,cat10,0,cpn1007,4.58,5.09,1.57,0,brand5,prod64,cat5:cat2,0
3208,2015-02-09 21:48:47,user1611,2015-02-03 21:08:25,118.09,cpn522,3.61,2.41,1.88,0,brand6,prod38,cat1,0,cpn2592,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10,0,cpn2593,2.69,2.33,1.26,1,brand4,prod80,cat5:cat7,0
3209,2015-02-09 21:49:04,user1476,2015-02-03 22:29:57,314.95,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,cpn541,5.37,0.89,1.88,0,brand3,prod13,cat3,0,cpn772,4.17,0,1.26,0,brand2,prod52,cat5,0
3210,2015-02-09 21:51:39,user731,2015-02-09 15:15:16,301.62,cpn1394,3.47,2.78,1.57,0,brand5,prod132,cat8:cat15:cat2,0,cpn879,5.09,0.56,1.26,0,brand2,prod2,cat3,1,cpn592,4.58,0,1.57,1,brand4,prod57,cat5:cat7:cat4,1
3211,2015-02-09 22:01:54,user1427,2015-02-07 22:10:20,212.66,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,cpn415,8.24,3.3,1.26,1,brand4,prod86,cat3:cat7,0,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,0
3212,2015-02-09 22:21:39,user2062,2015-02-05 11:37:27,356.12,cpn1281,5.93,5.38,1.57,0,brand3,prod168,cat1,1,cpn1515,5.74,1.69,1.57,0,brand3,prod46,cat3,0,cpn1336,4.58,1.14,1.57,0,brand5,prod27,cat5:cat2,1
3213,2015-02-09 22:27:16,user2063,2015-02-07 12:26:38,404.84,cpn273,3.66,0,0.63,0,brand3,prod35,cat8,1,cpn2192,11.07,9.62,3.14,0,brand3,prod114,cat5,0,cpn1193,3.98,1.99,2.2,0,brand2,prod14,cat5:cat4,0
3214,2015-02-09 22:37:24,user2064,2015-02-03 22:47:00,351.45,cpn681,2.5,4.17,0.94,0,brand14,prod1,cat1,0,cpn391,12.92,1.61,1.57,0,brand2,prod86,cat3,0,cpn1095,3.06,0.76,1.26,1,brand4,prod27,cat5:cat7,0
3215,2015-02-09 23:36:15,user2065,2015-02-03 14:49:24,209.46,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,1,cpn210,6.02,1.2,2.2,1,brand4,prod24,cat5:cat7,1,cpn2594,2.87,0.57,1.57,0,brand13,prod217,cat13,0
3216,2015-02-10 08:09:54,user2066,2015-02-10 08:07:50,209.18,cpn1451,9.35,4.68,1.26,0,brand2,prod131,cat1,0,cpn429,7.97,1.2,1.26,0,brand3,prod28,cat3,0,cpn2552,4.4,1.25,1.57,0,brand3,prod171,cat16:cat5:cat18:cat2,0
3217,2015-02-10 08:21:56,user1115,2015-02-10 08:11:21,216.59,cpn1290,4.58,2.29,1.57,0,brand3,prod74,cat1,0,cpn154,12.92,4.46,1.57,0,brand3,prod36,cat3,0,cpn2438,10,3.33,1.88,0,brand3,prod87,cat5:cat18,0
3218,2015-02-10 08:38:24,user1165,2015-02-10 07:49:11,189.22,cpn987,7.97,3.19,1.57,0,brand3,prod86,cat3:cat4,0,cpn1015,8.8,0,1.57,0,brand3,prod55,cat5,0,cpn735,6.67,1.67,1.26,0,brand3,prod87,cat12,0
3219,2015-02-10 09:30:59,user307,2015-02-10 08:40:57,256.23,cpn572,4.4,2.44,1.57,0,brand2,prod30,cat1,1,cpn1125,9.22,0.92,1.88,0,brand2,prod86,cat3:cat4,1,cpn722,5.51,5.51,1.57,1,brand4,prod52,cat5:cat7,0
3220,2015-02-10 10:38:04,user2067,2015-02-10 10:00:48,188.53,cpn180,6.11,2.04,1.26,0,brand3,prod74,cat1,1,cpn1468,4.45,1.23,1.26,0,brand3,prod46,cat3,0,cpn1843,3.66,1.82,1.26,0,brand3,prod60,cat5:cat2,0
3221,2015-02-10 11:05:48,user186,2015-02-10 09:54:07,133.74,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,cpn267,4.45,1.64,1.26,0,brand3,prod46,cat3,0,cpn2595,6.95,5.51,1.57,0,brand3,prod114,cat5,0
3222,2015-02-10 11:08:20,user661,2015-02-10 10:36:21,113.6,cpn2483,4.17,2.78,1.57,0,brand20,prod133,cat23,0,cpn678,4.26,0.7,1.26,1,brand4,prod13,cat3:cat7,1,cpn1796,6.02,2.41,1.57,1,brand4,prod3,cat5:cat7:cat4,0
3223,2015-02-10 12:58:15,user56,2015-02-10 12:35:38,200.99,cpn797,5.65,6.27,3.14,0,brand3,prod40,cat1,0,cpn1293,4.17,0.56,1.26,0,brand3,prod28,cat3,0,cpn2596,3.06,1.53,1.57,1,brand4,prod18,cat5:cat7:cat4,1
3224,2015-02-10 13:31:42,user2068,2015-02-10 12:36:40,151.57,cpn28,7.5,1.25,0.94,0,brand2,prod15,cat8:cat9,1,cpn1821,2.73,0.68,1.26,0,brand3,prod37,cat5:cat4:cat2,0,cpn2597,2.64,1.32,1.88,0,brand2,prod14,cat5:cat4,0
3225,2015-02-10 13:48:02,user2069,2015-02-10 13:34:16,211.08,cpn86,3.15,1.96,1.57,0,brand3,prod56,cat5,0,cpn2598,9.22,3.07,1.57,0,brand3,prod87,cat12,1,cpn1151,7.22,2.41,1.26,0,brand3,prod87,cat12,0
3226,2015-02-10 14:01:18,user2070,2015-02-10 13:27:47,288.33,cpn2577,3.57,0,1.26,1,brand4,prod70,cat8:cat24,0,cpn2510,4.21,9.8,2.2,0,brand3,prod171,cat5:cat18,0,cpn2426,3.89,0.78,0.94,0,brand11,prod66,cat5:cat9,0
3227,2015-02-10 14:07:01,user1356,2015-02-10 13:14:58,285.69,cpn2599,3.57,0,0.94,0,brand3,prod70,cat8:cat24,0,cpn1232,6.44,1.15,1.57,0,brand2,prod28,cat3,0,cpn1163,9.22,3.69,1.26,0,brand3,prod12,cat5:cat2,0
