orderID,coupon2Used,couponID2,basePrice2,price2,basketValue,TimeBtwnRecExpire,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,reward3,premiumProduct3,couponsExpire,couponsReceived,orderTime,TimeBtwnSentRec,brand1,categoryIDs3,batchID,categoryIDs1,coupon3Used,TimeBtwnOrderExpire,premiumProduct1,reward2,premiumProduct2,brand2,productGroup2,orderTimeWeekend,orderTimeFriSat,couponID1,price1,basePrice1,reward1,productGroup3,couponsSent,userID,coupon1Used,TimeBtwnRecOrder,productGroup1,brand3,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,categoryIDs2,couponID3,price3,basePrice3
2524,0,cpn946,1.33,3.33,478.2,130.338333333333,0,2015-02-02,22,Monday,1.57,0,2015-02-03 00:00:01,2015-01-28 13:39:43,2015-02-02 11:58:22,37.6616666666667,brand4,cat5:cat15:cat2,4,cat1,0,12.0275,1,1.57,0,brand5,prod58,0,0,cpn1061,6.81,5.23,1.26,prod29,2015-01-27 00:00:01,user1777,0,118.310833333333,prod30,brand5,2015-01-28,43,Wednesday,0,cat5:cat15:cat2,cpn38,2.69,1.41
2525,0,cpn44,3.43,3.43,197.84,13.9208333333333,0,2015-02-02,10,Monday,1.26,1,2015-02-03 00:00:01,2015-02-02 10:04:46,2015-02-02 12:10:10,154.079166666667,brand3,cat8:cat7,4,cat1,1,11.8308333333333,0,1.26,0,brand3,prod32,0,0,cpn1082,5.79,4.82,1.57,prod68,2015-01-27 00:00:01,user1778,0,2.09,prod40,brand4,2015-02-02,46,Monday,0,cat11,cpn2066,2.41,1.2
2526,0,cpn1207,1,6.02,123.74,149.605555555556,0,2015-02-02,58,Monday,0.94,1,2015-02-03 00:00:01,2015-01-27 18:23:41,2015-02-02 12:10:58,18.3944444444444,brand6,cat5,4,cat1:cat4,0,11.8175,0,1.26,0,brand3,prod43,0,0,cpn387,9.96,1.99,0.94,prod27,2015-01-27 00:00:01,user787,0,137.788055555556,prod42,brand4,2015-01-27,41,Tuesday,0,cat3,cpn308,4.58,0.92
2527,0,cpn619,1.1,5.51,96.56,139.505833333333,0,2015-02-02,52,Monday,1.88,0,2015-02-03 00:00:01,2015-01-28 04:29:40,2015-02-02 12:18:52,28.4941666666667,brand6,cat5:cat15:cat2,4,cat1:cat4,0,11.6858333333333,0,1.26,1,brand4,prod11,0,0,cpn318,7.41,1.85,1.26,prod29,2015-01-27 00:00:01,user1166,0,127.82,prod7,brand5,2015-01-28,40,Wednesday,0,cat3:cat7,cpn96,3.61,1.9
2528,0,cpn1389,273.23,2.73,372.75,136.315833333333,0,2015-02-02,52,Monday,1.57,0,2015-02-03 00:00:01,2015-01-28 07:41:04,2015-02-02 12:54:52,31.6841666666667,brand1,cat5:cat4,4,cat1,0,11.0858333333333,0,1.57,1,brand4,prod75,0,0,cpn1514,4.68,5.84,1.57,prod69,2015-01-27 00:00:01,user672,0,125.23,prod40,brand3,2015-01-28,4,Wednesday,0,cat5:cat7,cpn1088,5.19,1.04
2529,0,cpn95,0.69,3.47,302.54,153.514722222222,0,2015-02-02,45,Monday,2.2,0,2015-02-03 00:00:01,2015-01-27 14:29:08,2015-02-02 13:00:45,14.4852777777778,brand2,cat5:cat4:cat2,4,cat1:cat4:cat2,0,10.9877777777778,0,0.94,1,brand4,prod11,0,0,cpn203,10.88,3.2,1.57,prod3,2015-01-27 00:00:01,user1190,0,142.526944444444,prod31,brand3,2015-01-27,8,Tuesday,0,cat3:cat7,cpn3,12.92,12.92
2530,0,cpn2152,1.29,6.44,305.65,151.37,0,2015-02-02,50,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 16:37:49,2015-02-02 13:03:50,16.63,brand3,cat12,4,cat5:cat4:cat2,0,10.9363888888889,0,1.57,0,brand3,prod103,0,0,cpn3,12.92,12.92,2.2,prod71,2015-01-27 00:00:01,user1779,0,140.433611111111,prod3,brand3,2015-01-27,49,Tuesday,0,cat5,cpn1608,8.29,2.09
2531,0,cpn450,3.03,2.73,325.88,151.296944444444,0,2015-02-02,49,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 16:42:12,2015-02-02 13:06:49,16.7030555555556,brand2,cat5:cat15:cat2,4,cat1:cat4:cat2,0,10.8866666666667,0,1.88,0,brand5,prod29,0,0,cpn203,10.88,3.2,1.57,prod29,2015-01-27 00:00:01,user1780,0,140.410277777778,prod31,brand5,2015-01-27,12,Tuesday,0,cat5:cat15:cat2,cpn38,2.69,1.41
2532,1,cpn733,1.8,6.3,243.91,133.483333333333,0,2015-02-02,52,Monday,1.26,1,2015-02-03 00:00:01,2015-01-28 10:31:01,2015-02-02 13:27:52,34.5166666666667,brand3,cat3:cat7:cat4:cat9,4,cat3,0,10.5358333333333,0,1.26,0,brand11,prod123,0,0,cpn1468,4.45,1.23,1.26,prod11,2015-01-27 00:00:01,user1781,0,122.9475,prod46,brand4,2015-01-28,1,Wednesday,0,cat10:cat9,cpn604,4.17,0.83
2533,0,cpn898,1.05,9.17,107.86,148.820277777778,0,2015-02-02,58,Monday,1.26,1,2015-02-03 00:00:01,2015-01-27 19:10:48,2015-02-02 13:30:58,19.1797222222222,brand3,cat5,4,cat1:cat15,0,10.4841666666667,0,1.26,0,brand3,prod28,0,0,cpn527,8.24,8.67,1.57,prod22,2015-01-27 00:00:01,user627,0,138.336111111111,prod40,brand4,2015-01-27,48,Tuesday,0,cat3:cat9,cpn29,3.06,0.61
2534,0,cpn1186,4.26,14.91,119.2,134.58,0,2015-02-02,22,Monday,1.57,0,2015-02-03 00:00:01,2015-01-28 09:25:13,2015-02-02 13:31:22,33.42,brand2,cat5,4,cat1,0,10.4775,0,1.57,0,brand3,prod165,0,0,cpn1547,5.97,1.99,1.57,prod165,2015-01-27 00:00:01,user1782,0,124.1025,prod76,brand3,2015-01-28,13,Wednesday,0,cat5,cpn1048,9.91,3.3
2535,0,cpn2327,0.93,2.41,432.54,14.2083333333333,0,2015-02-02,40,Monday,1.88,0,2015-02-03 00:00:01,2015-02-02 09:47:31,2015-02-02 13:35:40,153.791666666667,brand4,cat8,4,cat11:cat7:cat19,0,10.4058333333333,1,1.57,0,brand11,prod55,0,0,cpn67,2.73,2.73,1.57,prod35,2015-01-27 00:00:01,user1783,0,3.8025,prod47,brand6,2015-02-02,31,Monday,0,cat11,cpn451,4.45,0
2536,0,cpn625,2.19,7.87,485.1,126.750277777778,0,2015-02-02,39,Monday,1.57,1,2015-02-03 00:00:01,2015-01-28 17:15:00,2015-02-02 13:40:39,41.2497222222222,brand3,cat5:cat7:cat4,4,cat1,0,10.3227777777778,0,1.57,0,brand3,prod28,0,0,cpn1693,5.37,0.08,3.14,prod75,2015-01-27 00:00:01,user1017,0,116.4275,prod40,brand4,2015-01-28,0,Wednesday,0,cat3,cpn158,2.69,2.69
2537,0,cpn2061,0.9,3.61,315.42,124.857222222222,0,2015-02-02,1,Monday,1.26,0,2015-02-03 00:00:01,2015-01-28 19:08:35,2015-02-02 13:42:01,43.1427777777778,brand4,cat6,4,cat5:cat7:cat15:cat4,0,10.3,1,1.26,0,brand3,prod37,0,0,cpn161,8.29,1.66,1.57,prod116,2015-01-27 00:00:01,user1784,0,114.557222222222,prod3,brand3,2015-01-28,35,Wednesday,0,cat5:cat2,cpn2328,6.39,1.59
2538,0,cpn219,1.95,5.88,104.24,11.0666666666667,0,2015-02-02,16,Monday,1.26,0,2015-02-03 00:00:01,2015-02-02 12:56:01,2015-02-02 13:48:16,156.933333333333,brand5,cat5:cat4:cat2,4,cat1:cat2,0,10.1958333333333,0,1.57,0,brand3,prod46,0,0,cpn153,9.22,11.51,1.26,prod57,2015-01-27 00:00:01,user186,0,0.870833333333333,prod40,brand3,2015-02-02,1,Monday,0,cat3,cpn984,7.78,3.89
2539,0,cpn1000,4.14,3.52,553.17,153.740277777778,0,2015-02-02,19,Monday,1.26,1,2015-02-03 00:00:01,2015-01-27 14:15:36,2015-02-02 13:49:19,14.2597222222222,brand4,cat5:cat7,4,cat1:cat7,0,10.1783333333333,1,1.88,0,brand5,prod103,0,0,cpn560,14.82,8.22,0.94,prod41,2015-01-27 00:00:01,user1785,0,143.561944444444,prod45,brand4,2015-01-27,36,Tuesday,0,cat5:cat15:cat4:cat2,cpn561,3.15,1.12
2540,0,cpn1593,2.01,6.44,229,10.3052777777778,0,2015-02-02,53,Monday,1.57,1,2015-02-03 00:00:01,2015-02-02 13:41:42,2015-02-02 13:53:53,157.694722222222,brand6,cat5:cat7:cat15:cat4,4,cat1:cat4,0,10.1022222222222,0,1.26,0,brand8,prod43,0,0,cpn418,7.36,2.45,1.26,prod3,2015-01-27 00:00:01,user1786,0,0.203055555555556,prod33,brand4,2015-02-02,42,Monday,0,cat3:cat14,cpn161,8.29,1.66
2541,0,cpn480,2.76,8.29,190.61,135.441111111111,0,2015-02-02,37,Monday,0.94,0,2015-02-03 00:00:01,2015-01-28 08:33:33,2015-02-02 14:07:37,32.5588888888889,brand3,cat12,4,cat5,0,9.87333333333333,0,1.57,0,brand3,prod87,0,0,cpn479,3.7,1,1.57,prod87,2015-01-27 00:00:01,user203,1,125.567777777778,prod73,brand3,2015-01-28,33,Wednesday,0,cat12,cpn322,7.22,2.41
2542,0,cpn61,1.44,4.35,274.39,147.705833333333,0,2015-02-02,59,Monday,0.94,0,2015-02-03 00:00:01,2015-01-27 20:17:40,2015-02-02 14:12:59,20.2941666666667,brand6,cat5:cat4,4,cat8:cat4,0,9.78388888888889,0,1.26,0,brand8,prod43,0,0,cpn162,5.51,0,1.26,prod37,2015-01-27 00:00:01,user437,0,137.921944444444,prod35,brand3,2015-01-27,40,Tuesday,0,cat3:cat14,cpn896,3.66,2.44
2543,0,cpn2330,9.03,18.06,527.38,149.824166666667,0,2015-02-02,19,Monday,1.26,0,2015-02-03 00:00:01,2015-01-27 18:10:34,2015-02-02 14:31:19,18.1758333333333,brand3,cat6,4,cat5,0,9.47833333333333,0,1.57,0,brand3,prod53,0,0,cpn2329,4.45,0.89,1.26,prod53,2015-01-27 00:00:01,user1787,1,140.345833333333,prod27,brand3,2015-01-27,34,Tuesday,0,cat6,cpn2331,8.98,11.98
2544,0,cpn2213,0.65,5.88,252.62,152.645555555556,0,2015-02-02,40,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 15:21:17,2015-02-02 14:41:40,15.3544444444444,brand1,cat5,4,cat1:cat2,0,9.30583333333333,0,1.57,0,brand2,prod28,0,0,cpn1,3.24,5.4,1.57,prod55,2015-01-27 00:00:01,user1066,0,143.339722222222,prod1,brand3,2015-01-27,17,Tuesday,0,cat3,cpn1015,8.8,0
2545,0,cpn1676,0,5.19,192.19,130.16,0,2015-02-02,16,Monday,1.26,0,2015-02-03 00:00:01,2015-01-28 13:50:25,2015-02-02 14:49:16,37.84,brand6,cat5,4,cat1:cat4,0,9.17916666666667,0,1.26,0,brand3,prod3,0,0,cpn165,4.17,2.6,1.57,prod69,2015-01-27 00:00:01,user1788,0,120.980833333333,prod76,brand3,2015-01-28,25,Wednesday,0,cat5,cpn137,4.31,3.58
2546,0,cpn43,1.07,3.75,276.05,153.336111111111,0,2015-02-02,57,Monday,1.57,1,2015-02-03 00:00:01,2015-01-27 14:39:51,2015-02-02 14:55:57,14.6638888888889,brand3,cat5:cat7,4,cat1:cat15,1,9.06777777777778,0,0.94,0,brand2,prod8,0,0,cpn527,8.24,8.67,1.57,prod27,2015-01-27 00:00:01,user1187,0,144.268333333333,prod40,brand4,2015-01-27,51,Tuesday,0,cat3,cpn217,6.67,0.94
2547,0,cpn542,2.45,3.06,96.46,153.898333333333,0,2015-02-02,10,Monday,1.26,1,2015-02-03 00:00:01,2015-01-27 14:06:07,2015-02-02 14:59:10,14.1016666666667,brand4,cat5:cat7,4,cat5:cat7,0,9.01416666666667,1,1.26,1,brand4,prod64,0,0,cpn1156,4.82,7.41,0.94,prod63,2015-01-27 00:00:01,user1434,0,144.884166666667,prod63,brand4,2015-01-27,7,Tuesday,0,cat5:cat7,cpn1264,2.32,8.9
2548,0,cpn46,0.92,4.58,259.29,110.154444444444,0,2015-02-02,40,Monday,1.88,1,2015-02-03 00:00:01,2015-01-29 09:50:45,2015-02-02 15:00:40,57.8455555555556,brand4,cat5:cat7:cat4:cat2,4,cat1:cat7,0,8.98916666666667,1,1.26,1,brand4,prod11,0,0,cpn22,9.17,2.04,0.94,prod14,2015-01-27 00:00:01,user1526,0,101.165277777778,prod7,brand4,2015-01-29,45,Thursday,0,cat3:cat7,cpn426,7.36,7.36
2549,1,cpn1747,0.82,7.36,308.24,150.698888888889,0,2015-02-02,23,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 17:18:05,2015-02-02 15:07:23,17.3011111111111,brand4,cat5,4,cat1:cat7,1,8.87722222222222,1,1.88,0,brand2,prod2,0,0,cpn7,7.92,2.64,1.26,prod55,2015-01-27 00:00:01,user1789,0,141.821666666667,prod7,brand3,2015-01-27,5,Tuesday,0,cat3,cpn149,5.09,1.02
2550,0,cpn1961,7.78,3.89,96.7,127.007777777778,0,2015-02-02,29,Monday,6.28,1,2015-02-03 00:00:01,2015-01-28 16:59:33,2015-02-02 15:17:29,40.9922222222222,brand2,cat12:cat7,4,cat11:cat4,0,8.70888888888889,0,1.57,0,brand3,prod63,0,0,cpn1065,3.66,2.61,1.26,prod121,2015-01-27 00:00:01,user895,0,118.298888888889,prod105,brand4,2015-01-28,33,Wednesday,0,cat5:cat18,cpn1080,8.29,2.76
2551,0,cpn2333,0.97,8.29,237.57,146.846944444444,0,2015-02-02,20,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 21:09:12,2015-02-02 15:22:20,21.1530555555556,brand2,cat5,4,cat8:cat19,0,8.62805555555556,0,1.57,0,brand11,prod98,0,0,cpn2332,11.44,1.9,0.94,prod34,2015-01-27 00:00:01,user1039,1,138.218888888889,prod127,brand3,2015-01-27,12,Tuesday,0,cat10,cpn229,4.49,2.77
2552,0,cpn1292,1.32,2.5,95.54,132.274166666667,0,2015-02-02,56,Monday,1.57,0,2015-02-03 00:00:01,2015-01-28 11:43:34,2015-02-02 15:36:56,35.7258333333333,brand2,cat5,4,cat1:cat4,0,8.38472222222222,0,1.57,0,brand3,prod28,0,0,cpn216,3.89,1.95,0.94,prod73,2015-01-27 00:00:01,user1395,0,123.889444444444,prod30,brand3,2015-01-28,34,Wednesday,0,cat3,cpn2334,3.94,1.22
2553,0,cpn46,0.92,4.58,215.99,153.470277777778,0,2015-02-02,51,Monday,1.88,1,2015-02-03 00:00:01,2015-01-27 14:31:48,2015-02-02 15:38:51,14.5297222222222,brand6,cat5:cat7,4,cat1,0,8.35277777777778,0,1.26,1,brand4,prod11,0,0,cpn159,4.26,2.13,1.26,prod4,2015-01-27 00:00:01,user1790,0,145.1175,prod74,brand4,2015-01-27,48,Tuesday,0,cat3:cat7,cpn396,2.73,4.55
2554,0,cpn584,4.88,4.4,186.4,151.287222222222,0,2015-02-02,29,Monday,1.88,0,2015-02-03 00:00:01,2015-01-27 16:42:47,2015-02-02 15:49:29,16.7127777777778,brand6,cat5:cat15:cat4:cat2,4,cat1,0,8.17555555555556,0,2.2,0,brand5,prod29,0,0,cpn915,4.91,4.91,1.57,prod103,2015-01-27 00:00:01,user1791,0,143.111666666667,prod156,brand5,2015-01-27,47,Tuesday,0,cat5:cat15:cat2,cpn1000,3.52,4.14
2555,0,cpn277,1.53,4.58,457.5,153.702222222222,0,2015-02-02,11,Monday,1.26,0,2015-02-03 00:00:01,2015-01-27 14:17:53,2015-02-02 16:08:11,14.2977777777778,brand7,cat5,4,cat1:cat15:cat9,1,7.86388888888889,0,1.57,1,brand4,prod8,0,0,cpn513,9.22,6.14,1.57,prod75,2015-01-27 00:00:01,user1792,0,145.838333333333,prod30,brand4,2015-01-27,53,Tuesday,0,cat3:cat7,cpn1111,2.96,2.96
2556,0,cpn470,3.12,14.08,152.82,153.164722222222,0,2015-02-02,57,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 14:50:08,2015-02-02 16:12:57,14.8352777777778,brand6,cat5,4,cat1,0,7.78444444444444,0,1.26,0,brand2,prod26,0,0,cpn566,2.73,2.09,1.57,prod206,2015-01-27 00:00:01,user205,0,145.380277777778,prod38,brand3,2015-01-27,8,Tuesday,0,cat3:cat4:cat2,cpn2238,4.58,0.65
2557,0,cpn185,2.04,7.36,402.06,106.37,0,2015-02-02,54,Monday,0.94,0,2015-02-03 00:00:01,2015-01-29 13:37:49,2015-02-02 16:15:54,61.63,brand6,cat5:cat15:cat2,4,cat1:cat4,0,7.73527777777778,0,1.88,1,brand4,prod36,0,0,cpn318,7.41,1.85,1.26,prod58,2015-01-27 00:00:01,user483,0,98.6347222222222,prod7,brand5,2015-01-29,49,Thursday,0,cat3:cat7,cpn121,4.58,1.14
2558,0,cpn2335,0,7.32,139.39,154.156388888889,0,2015-02-02,26,Monday,1.88,0,2015-02-03 00:00:01,2015-01-27 13:50:38,2015-02-02 16:16:26,13.8436111111111,brand19,cat13,4,cat13,0,7.72638888888889,0,2.2,0,brand2,prod162,0,0,cpn731,9.22,4.6,1.57,prod67,2015-01-27 00:00:01,user1793,0,146.43,prod23,brand2,2015-01-27,38,Tuesday,0,cat13,cpn2336,4.08,0
2559,0,cpn295,0.31,3.06,214.97,144.502777777778,0,2015-02-02,29,Monday,1.26,1,2015-02-03 00:00:01,2015-01-27 23:29:51,2015-02-02 16:19:29,23.4972222222222,brand2,cat5:cat7,4,cat8,0,7.67555555555556,0,1.88,1,brand4,prod75,0,0,cpn732,4.45,1.43,1.26,prod27,2015-01-27 00:00:01,user1794,0,136.827222222222,prod51,brand4,2015-01-27,51,Tuesday,0,cat5:cat7,cpn1554,2.59,0.52
2560,0,cpn949,4.58,4.58,240.77,128.836111111111,0,2015-02-02,6,Monday,0.94,0,2015-02-03 00:00:01,2015-01-28 15:09:51,2015-02-02 16:30:06,39.1638888888889,brand4,cat5,4,cat8:cat19,0,7.49861111111111,1,1.26,0,brand2,prod13,0,0,cpn763,10.19,2.55,1.57,prod85,2015-01-27 00:00:01,user66,0,121.3375,prod51,brand3,2015-01-28,51,Wednesday,0,cat3,cpn518,4.58,1.39
2561,0,cpn14,0.88,5.74,136.43,122.458333333333,0,2015-02-02,11,Monday,0.94,0,2015-02-03 00:00:01,2015-01-28 21:32:31,2015-02-02 16:44:11,45.5416666666667,brand4,cat16:cat5:cat17,4,cat1:cat7,0,7.26388888888889,1,1.57,1,brand4,prod13,0,0,cpn22,9.17,2.04,0.94,prod44,2015-01-27 00:00:01,user1346,0,115.194444444444,prod7,brand3,2015-01-28,31,Wednesday,0,cat3:cat7,cpn62,4.45,1.48
2562,0,cpn210,1.2,6.02,198.11,126.786944444444,0,2015-02-02,32,Monday,1.26,1,2015-02-03 00:00:01,2015-01-28 17:12:48,2015-02-02 16:47:32,41.2130555555556,brand6,cat5:cat7,4,cat1,0,7.20805555555556,0,2.2,1,brand4,prod24,0,0,cpn13,12.27,2.45,1.26,prod52,2015-01-27 00:00:01,user1795,0,119.578888888889,prod7,brand4,2015-01-28,48,Wednesday,0,cat5:cat7,cpn950,3.66,3.66
2563,0,cpn1807,2.14,9.22,108.74,125.65,0,2015-02-02,0,Monday,1.26,0,2015-02-03 00:00:01,2015-01-28 18:21:01,2015-02-02 17:07:00,42.35,brand2,cat5:cat2,4,cat1,0,6.88361111111111,0,1.57,0,brand2,prod43,0,0,cpn635,4.91,8.18,1.57,prod27,2015-01-27 00:00:01,user1796,0,118.766388888889,prod40,brand3,2015-01-28,1,Wednesday,0,cat3,cpn1876,6.44,1.07
2564,0,cpn494,3.32,8.29,291.48,149.016666666667,0,2015-02-02,29,Monday,1.57,1,2015-02-03 00:00:01,2015-01-27 18:59:01,2015-02-02 17:09:29,18.9833333333333,brand6,cat5:cat7,4,cat1:cat4,0,6.84222222222222,0,0.94,1,brand4,prod86,0,0,cpn387,9.96,1.99,0.94,prod52,2015-01-27 00:00:01,user1797,0,142.174444444444,prod42,brand4,2015-01-27,1,Tuesday,0,cat3:cat7,cpn722,5.51,5.51
2565,0,cpn950,3.66,3.66,603,153.9625,0,2015-02-02,12,Monday,1.88,1,2015-02-03 00:00:01,2015-01-27 14:02:16,2015-02-02 17:10:12,14.0375,brand4,cat5:cat7,4,cat8:cat7:cat4,0,6.83027777777778,1,1.26,1,brand4,prod52,0,0,cpn801,3.52,1.76,0.63,prod4,2015-01-27 00:00:01,user297,0,147.132222222222,prod104,brand4,2015-01-27,16,Tuesday,0,cat5:cat7,cpn396,2.73,4.55
2566,1,cpn231,3.21,6.44,187.05,7.35083333333333,0,2015-02-02,38,Monday,0.94,1,2015-02-03 00:00:01,2015-02-02 16:38:58,2015-02-02 17:15:38,160.649166666667,brand2,cat5:cat7,4,cat1,1,6.73972222222222,0,0.94,1,brand4,prod57,0,0,cpn1535,6.34,1.81,1.26,prod50,2015-01-27 00:00:01,user995,0,0.611111111111111,prod131,brand4,2015-02-02,58,Monday,0,cat5:cat7,cpn511,2.96,1.32
2567,1,cpn974,1.99,3.98,193.48,7.24138888888889,0,2015-02-02,54,Monday,1.57,0,2015-02-03 00:00:01,2015-02-02 16:45:32,2015-02-02 17:20:54,160.758611111111,brand4,cat5,4,cat11:cat7:cat19,0,6.65194444444444,1,1.88,0,brand2,prod14,0,0,cpn67,2.73,2.73,1.57,prod94,2015-01-27 00:00:01,user1798,1,0.589444444444444,prod47,brand3,2015-02-02,32,Monday,0,cat5:cat4,cpn2337,3.61,8.6
2568,0,cpn209,2.27,9.08,154.07,129.722222222222,0,2015-02-02,55,Monday,2.2,0,2015-02-03 00:00:01,2015-01-28 14:16:41,2015-02-02 17:24:55,38.2777777777778,brand4,cat5:cat15:cat2,4,cat8:cat7,0,6.585,1,1.57,1,brand4,prod86,0,0,cpn893,4.58,2.29,1.26,prod24,2015-01-27 00:00:01,user1799,0,123.137222222222,prod106,brand5,2015-01-28,41,Wednesday,0,cat3:cat7,cpn959,6.02,2.41
2569,0,cpn633,0.67,3.33,410.21,106.89,0,2015-02-02,45,Monday,0.94,1,2015-02-03 00:00:01,2015-01-29 13:06:37,2015-02-02 17:32:45,61.11,brand19,cat5:cat7:cat2,4,cat1,0,6.45444444444444,0,0.63,1,brand4,prod11,0,0,cpn865,3.98,1.72,6.28,prod27,2015-01-27 00:00:01,user1800,0,100.435555555556,prod40,brand3,2015-01-29,37,Thursday,0,cat3:cat7,cpn1425,6.44,0.85
2570,0,cpn798,0.92,6.07,196.77,146.495555555556,0,2015-02-02,45,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 21:30:17,2015-02-02 17:35:45,21.5044444444444,brand2,cat5:cat15:cat2,4,cat1,0,6.40444444444444,0,0,0,brand2,prod46,0,0,cpn288,6.67,8.34,1.26,prod29,2015-01-27 00:00:01,user726,0,140.091111111111,prod40,brand5,2015-01-27,17,Tuesday,0,cat3,cpn215,5.37,2.98
2571,0,cpn2338,2.73,16.39,282.95,154.235,0,2015-02-02,6,Monday,1.26,0,2015-02-03 00:00:01,2015-01-27 13:45:55,2015-02-02 17:42:06,13.765,brand3,cat8,4,cat16:cat5:cat17,0,6.29861111111111,0,1.57,0,brand3,prod20,0,0,cpn62,4.45,1.48,0.94,prod68,2015-01-27 00:00:01,user1801,0,147.936388888889,prod44,brand2,2015-01-27,55,Tuesday,0,cat12,cpn1692,4.49,0.9
2572,0,cpn2339,0,5.09,233.77,108.591944444444,0,2015-02-02,3,Monday,2.2,0,2015-02-03 00:00:01,2015-01-29 11:24:30,2015-02-02 17:44:03,59.4080555555556,brand4,cat13,4,cat8:cat7,1,6.26611111111111,1,0.94,0,brand3,prod17,0,0,cpn652,10,166.72,0.94,prod48,2015-01-27 00:00:01,user1038,0,102.325833333333,prod15,brand2,2015-01-29,30,Thursday,0,cat5,cpn2340,4.08,0
2573,0,cpn1079,2.96,17.78,187.32,153.54,0,2015-02-02,22,Monday,6.28,0,2015-02-03 00:00:01,2015-01-27 14:27:37,2015-02-02 17:52:22,14.46,brand4,cat13,4,cat8:cat7:cat4,0,6.1275,1,1.57,1,brand4,prod167,0,0,cpn801,3.52,1.76,0.63,prod174,2015-01-27 00:00:01,user1802,0,147.4125,prod104,brand3,2015-01-27,37,Tuesday,0,cat12:cat7,cpn2341,16.63,10.55
2574,0,cpn2342,2.41,7.22,469.31,129.779722222222,0,2015-02-02,58,Monday,1.26,0,2015-02-03 00:00:01,2015-01-28 14:13:14,2015-02-02 17:54:58,38.2202777777778,brand3,cat1,4,cat5,0,6.08416666666667,0,1.57,0,brand3,prod87,0,0,cpn76,3.66,11.43,0.94,prod161,2015-01-27 00:00:01,user1803,0,123.695555555556,prod37,brand2,2015-01-28,14,Wednesday,0,cat12,cpn1963,9.4,5.21
2575,0,cpn1320,0.7,10.65,188.11,153.244444444444,0,2015-02-02,18,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 14:45:21,2015-02-02 17:55:18,14.7555555555556,brand3,cat5,4,cat1,0,6.07861111111111,0,1.26,0,brand2,prod26,0,0,cpn1114,6.3,1.57,1.88,prod16,2015-01-27 00:00:01,user1444,0,147.165833333333,prod74,brand3,2015-01-27,21,Tuesday,0,cat3,cpn1998,5.93,0.68
2576,1,cpn2344,2.07,2.69,139.58,153.366944444444,0,2015-02-02,58,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 14:38:00,2015-02-02 18:39:58,14.6330555555556,brand3,cat13,4,cat21,0,5.33416666666667,0,3.14,0,brand3,prod122,0,0,cpn2343,9.08,0.91,1.26,prod23,2015-01-27 00:00:01,user1804,0,148.032777777778,prod107,brand3,2015-01-27,0,Tuesday,0,cat21,cpn1660,11.99,0.59
2577,0,cpn975,2.73,2.73,276.47,150.596388888889,0,2015-02-02,27,Monday,1.26,0,2015-02-03 00:00:01,2015-01-27 17:24:14,2015-02-02 19:14:27,17.4036111111111,brand2,cat5,4,cat8:cat9,1,4.75944444444444,0,0.94,0,brand3,prod24,0,0,cpn16,7.5,1.25,0.63,prod60,2015-01-27 00:00:01,user1805,0,145.836944444444,prod15,brand3,2015-01-27,14,Tuesday,0,cat5:cat4,cpn2345,2.5,0
2578,0,cpn1603,0.99,5.97,3078.41,135.831111111111,0,2015-02-02,22,Monday,1.88,0,2015-02-03 00:00:01,2015-01-28 08:10:09,2015-02-02 19:36:22,32.1688888888889,brand3,cat11:cat4:cat2,4,cat8,1,4.39416666666667,0,1.26,0,brand3,prod43,0,0,cpn2346,2.32,0.77,3.14,prod61,2015-01-27 00:00:01,user311,0,131.436944444444,prod101,brand22,2015-01-28,9,Wednesday,0,cat3,cpn951,2.78,2.78
2579,0,cpn425,3.8,7.59,257.99,153.016111111111,0,2015-02-02,20,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 14:59:03,2015-02-02 19:52:20,14.9838888888889,brand5,cat5:cat15:cat2,4,cat1:cat2,0,4.12805555555556,0,1.57,0,brand3,prod86,0,0,cpn153,9.22,11.51,1.26,prod103,2015-01-27 00:00:01,user620,0,148.888055555556,prod40,brand5,2015-01-27,3,Tuesday,0,cat3,cpn433,3.24,4.32
2580,0,cpn1455,1.66,7.97,194.92,150.980833333333,0,2015-02-02,2,Monday,1.57,0,2015-02-03 00:00:01,2015-01-27 17:01:10,2015-02-02 19:56:02,17.0191666666667,brand4,cat5:cat15:cat2,4,cat1,0,4.06638888888889,1,1.57,0,brand3,prod28,0,0,cpn97,5.84,5.84,1.26,prod37,2015-01-27 00:00:01,user1806,0,146.914444444444,prod40,brand5,2015-01-27,10,Tuesday,0,cat3,cpn2054,4.54,4.77
