orderID,orderTime,userID,couponsReceived,basketValue,couponID,price,basePrice,reward,premiumProduct,brand,productGroup,categoryIDs,couponUsed,couponCol
2325,2015-01-30 19:36:47,user585,2015-01-30 18:53:42,189.08,cpn1615,14.5,6.9,0.94,0,brand2,prod7,cat1:cat4,0,1
2325,2015-01-30 19:36:47,user585,2015-01-30 18:53:42,189.08,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,1,2
2326,2015-01-30 19:43:00,user1677,2015-01-28 12:14:35,580.73,cpn1770,5.51,1.71,1.57,0,brand3,prod74,cat1:cat4,1,1
2326,2015-01-30 19:43:00,user1677,2015-01-28 12:14:35,580.73,cpn1982,4.26,1.52,1.88,0,brand3,prod29,cat5:cat15,0,2
2326,2015-01-30 19:43:00,user1677,2015-01-28 12:14:35,580.73,cpn2237,4.17,10.97,1.57,0,brand3,prod4,cat5,0,3
2327,2015-01-30 20:14:58,user713,2015-01-27 17:24:14,104.2,cpn2009,6.58,1.95,1.57,0,brand3,prod43,cat3,0,2
2327,2015-01-30 20:14:58,user713,2015-01-27 17:24:14,104.2,cpn624,9.08,2.27,0.63,1,brand4,prod31,cat1:cat7,1,1
2327,2015-01-30 20:14:58,user713,2015-01-27 17:24:14,104.2,cpn812,8.29,1.66,1.26,1,brand4,prod3,cat5:cat7:cat15,0,3
2328,2015-01-30 20:35:11,user557,2015-01-27 14:28:37,152.73,cpn217,6.67,0.94,1.57,1,brand4,prod27,cat5:cat7,0,3
2328,2015-01-30 20:35:11,user557,2015-01-27 14:28:37,152.73,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,0,1
2328,2015-01-30 20:35:11,user557,2015-01-27 14:28:37,152.73,cpn604,4.17,0.83,1.26,1,brand4,prod11,cat3:cat7:cat4:cat9,0,2
2329,2015-01-30 20:35:59,user1371,2015-01-27 17:39:14,310.37,cpn2238,4.58,0.65,1.57,0,brand3,prod206,cat5,0,2
2329,2015-01-30 20:35:59,user1371,2015-01-27 17:39:14,310.37,cpn264,3.66,3.66,0.63,0,brand2,prod3,cat5:cat9,0,3
2329,2015-01-30 20:35:59,user1371,2015-01-27 17:39:14,310.37,cpn45,10.56,3.52,0.94,0,brand6,prod33,cat1:cat4,1,1
2330,2015-01-30 20:43:13,user1678,2015-01-27 22:57:05,309.54,cpn723,13.85,5.54,1.57,0,brand3,prod24,cat5:cat15,0,3
2330,2015-01-30 20:43:13,user1678,2015-01-27 22:57:05,309.54,cpn802,4.17,0.93,1.26,0,brand2,prod8,cat3:cat4,0,2
2330,2015-01-30 20:43:13,user1678,2015-01-27 22:57:05,309.54,cpn924,12.64,4.21,1.26,0,brand7,prod1,cat1,0,1
2331,2015-01-30 20:43:46,user504,2015-01-30 19:44:17,480.61,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,1,1
2331,2015-01-30 20:43:46,user504,2015-01-30 19:44:17,480.61,cpn2227,3.98,1.99,1.57,0,brand2,prod14,cat5:cat4,0,2
2331,2015-01-30 20:43:46,user504,2015-01-30 19:44:17,480.61,cpn974,3.98,1.99,1.88,0,brand2,prod14,cat5:cat4,0,3
2332,2015-01-30 20:54:15,user1679,2015-01-28 22:22:22,262.25,cpn150,12.5,7.35,0.63,1,brand4,prod7,cat1:cat7,1,1
2332,2015-01-30 20:54:15,user1679,2015-01-28 22:22:22,262.25,cpn204,6.11,2.45,1.57,1,brand4,prod34,cat5:cat7:cat18:cat4,1,3
2332,2015-01-30 20:54:15,user1679,2015-01-28 22:22:22,262.25,cpn504,8.06,1.57,1.26,0,brand3,prod28,cat3,1,2
2333,2015-01-30 21:00:54,user559,2015-01-30 19:29:07,262.76,cpn2239,2.96,11.86,1.57,0,brand3,prod21,cat11:cat12,0,1
2333,2015-01-30 21:00:54,user559,2015-01-30 19:29:07,262.76,cpn2240,4.35,1.74,1.26,0,brand2,prod26,cat3,0,2
2333,2015-01-30 21:00:54,user559,2015-01-30 19:29:07,262.76,cpn2241,3.98,0.99,1.26,0,brand2,prod16,cat5,0,3
2334,2015-01-30 21:47:28,user1680,2015-01-30 20:02:38,270.03,cpn1034,3.47,1.73,2.2,0,brand2,prod86,cat3,0,2
2334,2015-01-30 21:47:28,user1680,2015-01-30 20:02:38,270.03,cpn1298,5.88,2.45,1.57,0,brand3,prod57,cat5,0,3
2334,2015-01-30 21:47:28,user1680,2015-01-30 20:02:38,270.03,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,1,1
2335,2015-01-30 21:47:46,user1681,2015-01-28 08:39:58,272.02,cpn1657,4.82,1.05,1.57,1,brand4,prod2,cat3:cat7,0,2
2335,2015-01-30 21:47:46,user1681,2015-01-28 08:39:58,272.02,cpn2242,2.96,0.59,0.94,1,brand4,prod59,cat5:cat7,0,3
2335,2015-01-30 21:47:46,user1681,2015-01-28 08:39:58,272.02,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,0,1
2336,2015-01-30 21:48:15,user1682,2015-01-28 07:05:19,777.92,cpn1308,4.82,0,1.57,0,brand13,prod77,cat6,0,2
2336,2015-01-30 21:48:15,user1682,2015-01-28 07:05:19,777.92,cpn2243,6.39,3.22,1.26,0,brand3,prod109,cat12,0,1
2336,2015-01-30 21:48:15,user1682,2015-01-28 07:05:19,777.92,cpn2244,3.01,1.2,1.26,0,brand3,prod5,cat6,0,3
2337,2015-01-30 21:57:48,user1683,2015-01-27 22:09:12,181.35,cpn1807,9.22,2.14,1.57,0,brand2,prod43,cat3,0,2
2337,2015-01-30 21:57:48,user1683,2015-01-27 22:09:12,181.35,cpn229,4.49,2.77,1.57,0,brand3,prod34,cat5,0,3
2337,2015-01-30 21:57:48,user1683,2015-01-27 22:09:12,181.35,cpn490,5.51,2.2,1.26,0,brand3,prod81,cat1,0,1
2338,2015-01-30 22:10:40,user1368,2015-01-28 17:41:08,234.05,cpn1268,7.22,3.14,1.57,0,brand3,prod12,cat5,0,3
2338,2015-01-30 22:10:40,user1368,2015-01-28 17:41:08,234.05,cpn2011,5.65,3.13,1.26,0,brand2,prod31,cat1:cat4,0,1
2338,2015-01-30 22:10:40,user1368,2015-01-28 17:41:08,234.05,cpn46,4.58,0.92,1.26,1,brand4,prod11,cat3:cat7,0,2
2339,2015-01-30 22:26:29,user396,2015-01-30 18:44:20,329.87,cpn160,3.66,1.46,1.57,0,brand3,prod58,cat10:cat2,1,2
2339,2015-01-30 22:26:29,user396,2015-01-30 18:44:20,329.87,cpn1678,4.86,1.21,1.26,0,brand4,prod132,cat8,1,1
2339,2015-01-30 22:26:29,user396,2015-01-30 18:44:20,329.87,cpn615,3.52,1.76,1.26,1,brand4,prod100,cat7,1,3
2340,2015-01-30 22:59:26,user625,2015-01-28 10:54:13,491.86,cpn1407,3.15,1.57,0.94,1,brand4,prod41,cat5:cat7,0,3
2340,2015-01-30 22:59:26,user625,2015-01-28 10:54:13,491.86,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,1
2340,2015-01-30 22:59:26,user625,2015-01-28 10:54:13,491.86,cpn326,8.29,2.07,1.57,0,brand3,prod28,cat3,0,2
2341,2015-01-31 01:25:44,user1684,2015-01-31 01:20:56,751.29,cpn1149,3.66,0,1.57,0,brand3,prod115,cat13,0,2
2341,2015-01-31 01:25:44,user1684,2015-01-31 01:20:56,751.29,cpn322,7.22,2.41,0.94,0,brand3,prod87,cat12,1,1
2341,2015-01-31 01:25:44,user1684,2015-01-31 01:20:56,751.29,cpn651,3.06,3.06,1.57,1,brand4,prod15,cat8:cat7,0,3
2342,2015-01-31 06:23:20,user64,2015-01-27 14:31:22,235.67,cpn140,5.46,2.19,2.2,0,brand5,prod24,cat5:cat2,0,3
2342,2015-01-31 06:23:20,user64,2015-01-27 14:31:22,235.67,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,0,1
2342,2015-01-31 06:23:20,user64,2015-01-27 14:31:22,235.67,cpn870,7.32,1.82,1.57,0,brand2,prod86,cat3,0,2
2343,2015-01-31 08:54:21,user1685,2015-01-28 14:50:32,170.51,cpn2245,3.33,2.38,0.63,1,brand4,prod44,cat5:cat7,0,3
2343,2015-01-31 08:54:21,user1685,2015-01-28 14:50:32,170.51,cpn250,12.04,12.04,1.26,0,brand3,prod31,cat1,0,1
2343,2015-01-31 08:54:21,user1685,2015-01-28 14:50:32,170.51,cpn844,22.69,2.83,1.26,0,brand19,prod86,cat3,0,2
2344,2015-01-31 09:24:10,user610,2015-01-27 17:46:46,140.09,cpn1481,2.73,0.78,1.57,1,brand4,prod11,cat3,0,2
2344,2015-01-31 09:24:10,user610,2015-01-27 17:46:46,140.09,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,0,1
2344,2015-01-31 09:24:10,user610,2015-01-27 17:46:46,140.09,cpn672,4.35,2.18,1.57,1,brand4,prod14,cat5:cat7,0,3
2345,2015-01-31 09:54:52,user1686,2015-01-27 16:15:52,156.9,cpn1351,7.97,1.59,1.88,0,brand5,prod2,cat3:cat15:cat2,0,2
2345,2015-01-31 09:54:52,user1686,2015-01-27 16:15:52,156.9,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,1
2345,2015-01-31 09:54:52,user1686,2015-01-27 16:15:52,156.9,cpn38,2.69,1.41,1.57,0,brand5,prod29,cat5:cat15:cat2,0,3
2346,2015-01-31 10:15:36,user1687,2015-01-27 20:42:32,201.36,cpn218,3.43,4.57,0.94,0,brand7,prod1,cat1,0,1
2346,2015-01-31 10:15:36,user1687,2015-01-27 20:42:32,201.36,cpn2246,6.34,3.02,0.94,0,brand3,prod56,cat5:cat15,0,3
2346,2015-01-31 10:15:36,user1687,2015-01-27 20:42:32,201.36,cpn545,7.36,0.82,1.26,0,brand3,prod103,cat5:cat19,0,2
2347,2015-01-31 10:27:41,user1688,2015-01-28 18:33:59,324.49,cpn1603,5.97,0.99,1.26,0,brand3,prod43,cat3,0,2
2347,2015-01-31 10:27:41,user1688,2015-01-28 18:33:59,324.49,cpn1703,3.89,0.78,0.94,0,brand3,prod164,cat8:cat4,0,1
2347,2015-01-31 10:27:41,user1688,2015-01-28 18:33:59,324.49,cpn660,3.52,0.88,1.26,0,brand3,prod37,cat5:cat2,0,3
2348,2015-01-31 10:57:41,user773,2015-01-27 19:55:26,150.65,cpn2247,6.95,1.16,1.26,0,brand3,prod27,cat5:cat2,0,3
2348,2015-01-31 10:57:41,user773,2015-01-27 19:55:26,150.65,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,0,1
2348,2015-01-31 10:57:41,user773,2015-01-27 19:55:26,150.65,cpn619,5.51,1.1,1.26,1,brand4,prod11,cat3:cat7,0,2
2349,2015-01-31 10:58:43,user509,2015-01-27 17:39:50,126.98,cpn262,2.73,4.55,1.88,0,brand14,prod44,cat5,0,3
2349,2015-01-31 10:58:43,user509,2015-01-27 17:39:50,126.98,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,1,1
2349,2015-01-31 10:58:43,user509,2015-01-27 17:39:50,126.98,cpn571,6.95,0.96,0.94,0,brand3,prod86,cat3,0,2
2350,2015-01-31 11:03:19,user530,2015-01-31 10:36:49,187.28,cpn1496,15.28,6.11,1.57,0,brand5,prod3,cat5:cat15:cat2,1,3
2350,2015-01-31 11:03:19,user530,2015-01-31 10:36:49,187.28,cpn372,10.19,5.09,0.94,0,brand5,prod1,cat1:cat15,0,1
2350,2015-01-31 11:03:19,user530,2015-01-31 10:36:49,187.28,cpn429,7.97,1.2,1.26,0,brand3,prod28,cat3,0,2
2351,2015-01-31 11:27:36,user1689,2015-01-31 11:01:30,217.15,cpn1574,2.41,0.53,0.94,1,brand4,prod27,cat5:cat7,0,3
2351,2015-01-31 11:27:36,user1689,2015-01-31 11:01:30,217.15,cpn1771,5.51,1.83,1.57,0,brand3,prod46,cat3,0,2
2351,2015-01-31 11:27:36,user1689,2015-01-31 11:01:30,217.15,cpn2248,5.46,1.76,1.26,0,brand2,prod51,cat8,0,1
2352,2015-01-31 11:31:49,user455,2015-01-29 15:38:04,200.85,cpn13,12.27,2.45,1.26,0,brand6,prod7,cat1,0,1
2352,2015-01-31 11:31:49,user455,2015-01-29 15:38:04,200.85,cpn1422,7.97,1.59,1.88,0,brand5,prod2,cat3:cat15:cat2,0,2
2352,2015-01-31 11:31:49,user455,2015-01-29 15:38:04,200.85,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0,3
2353,2015-01-31 11:40:27,user1690,2015-01-31 10:56:58,309.26,cpn1128,3.61,4.82,1.26,0,brand7,prod1,cat1,0,1
2353,2015-01-31 11:40:27,user1690,2015-01-31 10:56:58,309.26,cpn2249,6.44,1.83,1.57,0,brand11,prod123,cat10:cat5:cat18,1,2
2353,2015-01-31 11:40:27,user1690,2015-01-31 10:56:58,309.26,cpn75,3.98,2.74,1.26,1,brand4,prod50,cat5:cat7,0,3
2354,2015-01-31 11:57:06,user1030,2015-01-27 14:05:24,187,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,0,1
2354,2015-01-31 11:57:06,user1030,2015-01-27 14:05:24,187,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0,2
2354,2015-01-31 11:57:06,user1030,2015-01-27 14:05:24,187,cpn687,4.45,1.11,2.2,0,brand3,prod4,cat5:cat4,0,3
2355,2015-01-31 12:34:40,user489,2015-01-30 21:00:26,222.33,cpn1291,8.15,2.12,1.57,0,brand3,prod28,cat3,0,2
2355,2015-01-31 12:34:40,user489,2015-01-30 21:00:26,222.33,cpn1554,2.59,0.52,1.26,1,brand4,prod27,cat5:cat7,0,3
2355,2015-01-31 12:34:40,user489,2015-01-30 21:00:26,222.33,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,0,1
2356,2015-01-31 12:53:40,user117,2015-01-27 14:56:56,325.1,cpn2000,11.44,1.43,0.94,0,brand19,prod174,cat13,0,2
2356,2015-01-31 12:53:40,user117,2015-01-27 14:56:56,325.1,cpn295,3.06,0.31,1.88,1,brand4,prod75,cat5:cat7,0,1
2356,2015-01-31 12:53:40,user117,2015-01-27 14:56:56,325.1,cpn951,2.78,2.78,1.88,0,brand22,prod61,cat11:cat4:cat2,0,3
2357,2015-01-31 13:04:43,user1691,2015-01-31 12:39:49,348.71,cpn2250,3.98,0,2.51,0,brand2,prod25,cat13,1,3
2357,2015-01-31 13:04:43,user1691,2015-01-31 12:39:49,348.71,cpn358,7.78,1.95,1.26,0,brand3,prod74,cat1,1,1
2357,2015-01-31 13:04:43,user1691,2015-01-31 12:39:49,348.71,cpn656,3.66,3.66,0.94,1,brand4,prod29,cat5:cat7,1,2
2358,2015-01-31 13:24:02,user1692,2015-01-28 12:31:25,163.06,cpn1400,6.9,1.72,1.26,0,brand3,prod86,cat3,0,2
2358,2015-01-31 13:24:02,user1692,2015-01-28 12:31:25,163.06,cpn461,4.91,3.07,1.26,0,brand10,prod30,cat1:cat4,0,1
2358,2015-01-31 13:24:02,user1692,2015-01-28 12:31:25,163.06,cpn468,5.51,1.1,1.88,0,brand2,prod19,cat5,0,3
2359,2015-01-31 14:21:07,user1693,2015-01-27 22:37:22,115.03,cpn540,3.89,1.95,0.94,1,brand4,prod104,cat8:cat7,0,1
2359,2015-01-31 14:21:07,user1693,2015-01-27 22:37:22,115.03,cpn678,4.26,0.7,1.26,1,brand4,prod13,cat3:cat7,0,2
2359,2015-01-31 14:21:07,user1693,2015-01-27 22:37:22,115.03,cpn75,3.98,2.74,1.26,1,brand4,prod50,cat5:cat7,0,3
2360,2015-01-31 14:28:58,user617,2015-01-31 14:11:41,318.66,cpn241,6.67,2.67,1.57,0,brand3,prod93,cat10,1,2
2360,2015-01-31 14:28:58,user617,2015-01-31 14:11:41,318.66,cpn789,3.52,3.91,1.88,0,brand5,prod29,cat5:cat15:cat2,0,3
2360,2015-01-31 14:28:58,user617,2015-01-31 14:11:41,318.66,cpn875,26.95,5.98,0.94,0,brand6,prod7,cat1,0,1
2361,2015-01-31 14:36:08,user1694,2015-01-27 15:10:49,127.63,cpn1951,3.66,2.93,1.88,0,brand3,prod74,cat1,1,1
2361,2015-01-31 14:36:08,user1694,2015-01-27 15:10:49,127.63,cpn2251,8.8,1.76,1.26,0,brand2,prod12,cat5,0,2
2361,2015-01-31 14:36:08,user1694,2015-01-27 15:10:49,127.63,cpn2252,3.43,1.27,1.57,0,brand3,prod73,cat5,0,3
2362,2015-01-31 14:41:17,user1695,2015-01-31 14:29:06,320,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,0,1
2362,2015-01-31 14:41:17,user1695,2015-01-31 14:29:06,320,cpn1822,17.55,0.72,0.94,0,brand3,prod112,cat21,0,3
2362,2015-01-31 14:41:17,user1695,2015-01-31 14:29:06,320,cpn275,4.45,1.58,0.94,0,brand3,prod44,cat16:cat5:cat17,0,2
2363,2015-01-31 15:05:15,user1696,2015-01-31 14:49:05,135828.9,cpn1335,4.45,1.27,1.26,0,brand3,prod46,cat3:cat9,0,2
2363,2015-01-31 15:05:15,user1696,2015-01-31 14:49:05,135828.9,cpn293,3.66,1.46,1.26,0,brand3,prod103,cat5:cat19,0,3
2363,2015-01-31 15:05:15,user1696,2015-01-31 14:49:05,135828.9,cpn594,2.55,1.27,1.57,0,brand2,prod68,cat8,0,1
2364,2015-01-31 15:12:23,user1697,2015-01-27 17:23:51,329.26,cpn1733,10.14,2.53,0.63,1,brand4,prod127,cat8:cat19,0,1
2364,2015-01-31 15:12:23,user1697,2015-01-27 17:23:51,329.26,cpn2253,11.99,4.8,1.26,0,brand3,prod3,cat5,0,2
2364,2015-01-31 15:12:23,user1697,2015-01-27 17:23:51,329.26,cpn2254,5.46,2.19,1.26,0,brand2,prod51,cat8,0,3
2365,2015-01-31 15:14:30,user1140,2015-01-27 15:55:04,505.57,cpn157,2.73,0.45,0.63,0,brand2,prod11,cat3:cat4,0,2
2365,2015-01-31 15:14:30,user1140,2015-01-27 15:55:04,505.57,cpn676,5.46,9.26,1.57,0,brand5,prod4,cat5:cat2,0,3
2365,2015-01-31 15:14:30,user1140,2015-01-27 15:55:04,505.57,cpn924,12.64,4.21,1.26,0,brand7,prod1,cat1,0,1
2366,2015-01-31 15:41:24,user1217,2015-01-27 18:23:35,188.62,cpn1290,4.58,2.29,1.57,0,brand3,prod74,cat1,0,1
2366,2015-01-31 15:41:24,user1217,2015-01-27 18:23:35,188.62,cpn640,4.91,0.98,0.94,1,brand4,prod27,cat5:cat9,0,3
2366,2015-01-31 15:41:24,user1217,2015-01-27 18:23:35,188.62,cpn798,6.07,0.92,0,0,brand2,prod46,cat3,0,2
2367,2015-01-31 15:44:27,user1698,2015-01-31 15:18:33,507.09,cpn2255,7.87,4.37,1.57,0,brand3,prod114,cat5,0,3
2367,2015-01-31 15:44:27,user1698,2015-01-31 15:18:33,507.09,cpn445,6.44,0.89,1.57,0,brand2,prod28,cat3,0,2
2367,2015-01-31 15:44:27,user1698,2015-01-31 15:18:33,507.09,cpn669,7.22,4.01,1.88,0,brand2,prod1,cat1,0,1
2368,2015-01-31 15:57:19,user1136,2015-01-31 15:33:23,202.05,cpn1113,11.02,3.67,1.57,0,brand3,prod86,cat3,1,2
2368,2015-01-31 15:57:19,user1136,2015-01-31 15:33:23,202.05,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,0,1
2368,2015-01-31 15:57:19,user1136,2015-01-31 15:33:23,202.05,cpn966,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7,0,3
2369,2015-01-31 16:30:43,user1084,2015-01-30 07:38:35,443.6,cpn511,2.96,1.32,0.94,1,brand4,prod50,cat5:cat7,0,3
2369,2015-01-31 16:30:43,user1084,2015-01-30 07:38:35,443.6,cpn593,3.1,1.1,0.94,1,brand4,prod46,cat3:cat7,0,2
2369,2015-01-31 16:30:43,user1084,2015-01-30 07:38:35,443.6,cpn830,13.48,3.84,1.26,0,brand6,prod45,cat1,0,1
2370,2015-01-31 16:39:40,user1699,2015-01-29 09:56:38,464.35,cpn1486,2.78,0,1.26,0,brand3,prod77,cat6,1,3
2370,2015-01-31 16:39:40,user1699,2015-01-29 09:56:38,464.35,cpn2132,3.43,0.85,1.26,0,brand3,prod37,cat5:cat2,0,2
2370,2015-01-31 16:39:40,user1699,2015-01-29 09:56:38,464.35,cpn2256,3.61,0.9,1.26,0,brand3,prod37,cat5:cat2,0,1
2371,2015-01-31 16:40:25,user1700,2015-01-31 16:29:11,320.33,cpn176,6.11,6.11,1.26,0,brand2,prod3,cat5,0,3
2371,2015-01-31 16:40:25,user1700,2015-01-31 16:29:11,320.33,cpn2257,5.19,1.04,0.63,0,brand3,prod68,cat8:cat15,0,1
2371,2015-01-31 16:40:25,user1700,2015-01-31 16:29:11,320.33,cpn40,11.44,1.31,1.88,0,brand2,prod26,cat3,0,2
2372,2015-01-31 16:58:53,user1701,2015-01-27 19:36:23,278.28,cpn1979,8.29,0,1.57,0,brand3,prod23,cat13,0,3
2372,2015-01-31 16:58:53,user1701,2015-01-27 19:36:23,278.28,cpn2258,16.39,1.82,1.57,0,brand3,prod207,cat12,0,2
2372,2015-01-31 16:58:53,user1701,2015-01-27 19:36:23,278.28,cpn28,7.5,1.25,0.94,0,brand2,prod15,cat8:cat9,1,1
2373,2015-01-31 17:34:48,user411,2015-01-28 20:56:57,227.43,cpn2259,5.37,3.2,1.26,0,brand3,prod56,cat5,0,3
2373,2015-01-31 17:34:48,user411,2015-01-28 20:56:57,227.43,cpn565,2.73,1.36,0.63,0,brand2,prod74,cat1,1,1
2373,2015-01-31 17:34:48,user411,2015-01-28 20:56:57,227.43,cpn936,9.22,0.73,1.26,0,brand2,prod2,cat3,0,2
2374,2015-01-31 17:37:37,user654,2015-01-31 17:33:43,449.39,cpn1119,5.74,1.15,3.14,0,brand3,prod24,cat5:cat4,0,3
2374,2015-01-31 17:37:37,user654,2015-01-31 17:33:43,449.39,cpn415,8.24,3.3,1.26,1,brand4,prod86,cat3:cat7,0,2
2374,2015-01-31 17:37:37,user654,2015-01-31 17:33:43,449.39,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,0,1
2375,2015-01-31 17:42:33,user213,2015-01-27 14:35:15,161.11,cpn1124,4.91,3.77,2.51,1,brand4,prod4,cat5:cat7,0,3
2375,2015-01-31 17:42:33,user213,2015-01-27 14:35:15,161.11,cpn1495,5.42,2.35,1.26,1,brand4,prod51,cat8:cat7,0,1
2375,2015-01-31 17:42:33,user213,2015-01-27 14:35:15,161.11,cpn494,8.29,3.32,0.94,1,brand4,prod86,cat3:cat7,0,2
2376,2015-01-31 17:53:04,user644,2015-01-27 17:47:01,232.38,cpn2260,2.32,0.72,0.94,1,brand4,prod37,cat5:cat7,0,2
2376,2015-01-31 17:53:04,user644,2015-01-27 17:47:01,232.38,cpn2261,7.13,0.89,0.94,0,brand3,prod112,cat21,0,3
2376,2015-01-31 17:53:04,user644,2015-01-27 17:47:01,232.38,cpn898,9.17,1.05,1.26,0,brand3,prod28,cat3:cat9,0,1
2377,2015-01-31 17:53:49,user1702,2015-01-28 12:06:40,126.47,cpn1508,5.51,0.66,1.26,0,brand2,prod80,cat5,0,3
2377,2015-01-31 17:53:49,user1702,2015-01-28 12:06:40,126.47,cpn2019,12.6,1.26,0.94,0,brand2,prod26,cat3,0,2
2377,2015-01-31 17:53:49,user1702,2015-01-28 12:06:40,126.47,cpn738,11.25,4.5,1.26,1,brand4,prod7,cat1:cat7,0,1
2378,2015-01-31 18:08:08,user20,2015-01-28 12:19:26,121.24,cpn2262,7.87,3.15,1.26,0,brand5,prod41,cat5:cat2,0,3
2378,2015-01-31 18:08:08,user20,2015-01-28 12:19:26,121.24,cpn494,8.29,3.32,0.94,1,brand4,prod86,cat3:cat7,0,2
2378,2015-01-31 18:08:08,user20,2015-01-28 12:19:26,121.24,cpn910,3.15,5.24,1.57,0,brand7,prod1,cat1,0,1
2379,2015-01-31 19:19:15,user1703,2015-01-31 19:03:01,132.45,cpn1202,20.19,3.1,0.94,0,brand3,prod30,cat1,0,1
2379,2015-01-31 19:19:15,user1703,2015-01-31 19:03:01,132.45,cpn272,15.7,15.7,1.26,0,brand3,prod17,cat5:cat9,0,3
2379,2015-01-31 19:19:15,user1703,2015-01-31 19:03:01,132.45,cpn818,5.09,1.27,1.26,0,brand11,prod123,cat10:cat5:cat18,0,2
2380,2015-01-31 19:46:39,user1704,2015-01-30 15:35:57,211.68,cpn125,5.97,1.99,1.57,0,brand6,prod33,cat1,0,1
2380,2015-01-31 19:46:39,user1704,2015-01-30 15:35:57,211.68,cpn1358,3.98,0.8,1.57,1,brand4,prod59,cat5:cat7:cat15,0,3
2380,2015-01-31 19:46:39,user1704,2015-01-30 15:35:57,211.68,cpn160,3.66,1.46,1.57,0,brand3,prod58,cat10:cat2,0,2
2381,2015-01-31 19:55:32,user1705,2015-01-31 09:53:05,100.08,cpn196,6.76,2.41,1.57,0,brand6,prod81,cat1,0,1
2381,2015-01-31 19:55:32,user1705,2015-01-31 09:53:05,100.08,cpn2263,5,2.27,1.26,0,brand8,prod43,cat3:cat14,0,2
2381,2015-01-31 19:55:32,user1705,2015-01-31 09:53:05,100.08,cpn495,8.29,1.66,1.88,1,brand4,prod3,cat5:cat7,0,3
2382,2015-01-31 19:57:45,user1706,2015-01-31 19:52:09,309.49,cpn1559,2.59,4.32,2.2,1,brand4,prod4,cat5:cat7,1,3
2382,2015-01-31 19:57:45,user1706,2015-01-31 19:52:09,309.49,cpn494,8.29,3.32,0.94,1,brand4,prod86,cat3:cat7,0,2
2382,2015-01-31 19:57:45,user1706,2015-01-31 19:52:09,309.49,cpn88,9.63,9.63,1.26,1,brand4,prod40,cat1:cat7,1,1
2383,2015-01-31 19:58:27,user1707,2015-01-27 14:09:49,309.21,cpn1650,10.79,3.59,1.26,0,brand3,prod109,cat12:cat2,0,3
2383,2015-01-31 19:58:27,user1707,2015-01-27 14:09:49,309.21,cpn1753,3.24,0.54,1.26,0,brand2,prod13,cat3,0,1
2383,2015-01-31 19:58:27,user1707,2015-01-27 14:09:49,309.21,cpn2140,3.66,3.23,1.26,0,brand3,prod57,cat5:cat4:cat2,0,2
2384,2015-01-31 20:06:06,user1708,2015-01-27 14:10:47,251.42,cpn1273,5.46,4.55,1.26,0,brand3,prod51,cat8,1,1
2384,2015-01-31 20:06:06,user1708,2015-01-27 14:10:47,251.42,cpn1737,15.7,7.84,0.94,0,brand3,prod18,cat5,0,3
2384,2015-01-31 20:06:06,user1708,2015-01-27 14:10:47,251.42,cpn263,6.67,1.11,1.57,0,brand3,prod28,cat3:cat9,0,2
2385,2015-01-31 20:47:31,user1097,2015-01-31 20:44:48,314.17,cpn1737,15.7,7.84,0.94,0,brand3,prod18,cat5,0,3
2385,2015-01-31 20:47:31,user1097,2015-01-31 20:44:48,314.17,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,1
2385,2015-01-31 20:47:31,user1097,2015-01-31 20:44:48,314.17,cpn798,6.07,0.92,0,0,brand2,prod46,cat3,0,2
2386,2015-01-31 20:48:24,user1709,2015-01-31 20:00:48,328.2,cpn1015,8.8,0,1.57,0,brand3,prod55,cat5,1,2
2386,2015-01-31 20:48:24,user1709,2015-01-31 20:00:48,328.2,cpn543,6.67,1.8,1.26,0,brand2,prod33,cat1:cat4:cat9,1,1
2386,2015-01-31 20:48:24,user1709,2015-01-31 20:00:48,328.2,cpn739,4.58,0.92,1.57,0,brand3,prod27,cat5,1,3
2387,2015-01-31 20:49:24,user1710,2015-01-31 20:13:12,285.64,cpn310,4.35,2.9,1.26,0,brand2,prod74,cat1:cat4,0,1
