"orderID","userID","userID_fac","order_num_times","order_total_times","basket_value","ave_basket_value","med_basket_value","basket_value_over500","num_couponUsed_perorder","num_order_couponUsed_peruser","total_num_couponUsed","total_num_coupon1Used","total_num_coupon2Used","total_num_coupon3Used"
2660,"152892807dbf612e34ac51d94cf6ef32",252,1,2,111.28,126.705,126.705,0,0,0,0,0,0,0
2661,"8400afa99de6dda1e2dcde2a4dc00e1a",1540,5,7,222.38,199.767142857143,222.38,0,0,2,2,0,1,1
2662,"737ff246f1d4b7438b80ef92e011d8d1",1351,5,9,280.82,213.344444444444,191.68,0,0,3,3,0,1,2
2663,"af38eca68b42f0a823cf3a76e5aa0f28",2055,2,4,292.96,266.7925,244.68,0,0,1,2,1,0,1
2664,"2c6ab2b64e7396892a18985ea4c285fd",556,2,4,286.71,278.15,281.17,0,2,1,2,1,1,0
2665,"cfebbba6b66da5bb349e6fffd814490c",2423,2,2,290.36,333.015,333.015,0,0,0,0,0,0,0
2666,"e3563dee907de8edf286009939601279",2649,1,1,671.08,671.08,671.08,1,0,0,0,0,0,0
2667,"96074a9ecdabab734b6f3e5405b8e909",1769,1,1,1012.43,1012.43,1012.43,1,3,1,3,1,1,1
2668,"eebb99e07f742d2d1711ffc72728a4dd",2778,3,5,229.47,205.424,191.77,0,2,5,9,4,2,3
2669,"481f10fbe9fcc42a8a53ca8ac62cc154",856,3,5,330.88,282.824,302.5,0,0,2,2,2,0,0
2670,"db841cbf27cfcdd95efe3b6d475bf4ee",2558,5,10,423.27,407.319,452.24,2,1,7,12,4,5,3
2671,"1655400283d0bab5665d83a8a3a973d7",263,3,3,835.25,814.5,830.2,3,0,0,0,0,0,0
2672,"1ae47d5f16696d2a97926bd187f56b7b",331,1,1,662.74,662.74,662.74,1,2,1,2,0,1,1
2673,"d9fd89f176f69c8fe48c65d12c860635",2545,2,3,185.52,217.07,217.7,0,1,3,5,2,2,1
2674,"b56567e0c0579b88ef5dae88017115cd",2135,2,3,198.58,236.213333333333,215.25,0,0,2,4,2,1,1
2675,"4e6cb224b9d8898bab690eaa5fdaf65a",931,1,1,150.28,150.28,150.28,0,0,0,0,0,0,0
2676,"c689aba900090907815c642ca0885c15",2327,3,4,282.77,245.155,255.585,0,0,2,2,2,0,0
2677,"d3df628c65d1d830c34f22dbcd0836b3",2465,1,1,303.47,303.47,303.47,0,2,1,2,0,1,1
2678,"a66613c8339e77ef55595dc66dbc1f9a",1966,1,1,281.89,281.89,281.89,0,1,1,1,0,0,1
2679,"3cca376ba19a74e09575df5b44384d62",730,3,5,242.94,254.926,253.59,0,0,1,1,0,1,0
2680,"d82f136bcd2062b0b71e615d43028f0d",2521,4,7,246.79,222.288571428571,227.29,0,3,6,14,3,6,5
2681,"679820802c6cd9c16508a63c76a9d840",1213,8,11,186.35,197.218181818182,186.17,0,0,5,9,3,4,2
2682,"1ddd0ea227f9dd6ea3ed94ae97cc1ac9",367,1,1,464.12,464.12,464.12,0,0,0,0,0,0,0
2683,"b225d17208ae6fb3797b3261d27a2c82",2087,3,5,194.97,201.236,194.97,0,0,2,2,1,0,1
2684,"12f482af19fc0f9f480ac43cb5f3063c",223,3,3,187.19,222.613333333333,238.91,0,0,1,1,1,0,0
2685,"4f48ea4d6301e743e56cbb4d3eac91d7",944,1,1,594.67,594.67,594.67,1,0,0,0,0,0,0
2686,"43c3b5cf9383cc6fd987d6d243895171",806,1,1,240.02,240.02,240.02,0,3,1,3,1,1,1
2687,"d2a023029a57a46756e7dca7fe9230b5",2454,2,2,202.14,196.1,196.1,0,0,0,0,0,0,0
2688,"ba0a3e2aba3713299a9830c646ebba6c",2185,1,1,1210.27,1210.27,1210.27,1,0,0,0,0,0,0
2689,"0876475d02db17e4011aebb785a2c33e",83,1,1,185.98,185.98,185.98,0,1,1,1,0,0,1
2690,"23f731d12ef3b8b6eaea1dd975b2859f",454,2,3,140.74,172.256666666667,187.09,0,0,2,3,1,1,1
2691,"1d8c8f5e41099d24efeb0e5f9484fafe",361,2,2,280.55,672.54,672.54,1,0,0,0,0,0,0
2692,"34741e74ed5d27b053e9d11ce72c7c14",647,3,4,187.05,194.7025,194.83,0,1,4,4,1,1,2
2693,"57c8f6e684256f0669767f9d0685ff4a",1048,2,3,273.6,195.366666666667,192.51,0,0,0,0,0,0,0
2694,"88d78d41676d327f8ca5228abed81e9f",1602,2,4,172.74,127.85,119.155,0,0,1,1,1,0,0
2695,"e465b4b6dbc980a30a3c1e0e44373b5e",2665,5,6,278.88,178.941666666667,169.865,0,1,3,4,3,1,0
2696,"9d35060c36f29fe37c5533307f9e68f4",1856,1,2,549.93,468.01,468.01,1,1,1,1,0,1,0
2697,"647627c8bc61852472cf5bd8989e5189",1182,2,3,231.64,292.863333333333,316.48,0,1,1,1,1,0,0
2698,"2a660b4d4716b09d58d6c02e1e984d27",527,1,1,95.44,95.44,95.44,0,0,0,0,0,0,0
2699,"a4dfd7ea3d655a3fa4b879802517e409",1946,2,3,693.4,508.42,447.63,1,1,1,1,0,0,1
2700,"b0f697c3c278e73dceb5d69f7b7a8383",2074,1,1,185.89,185.89,185.89,0,2,1,2,1,1,0
2701,"42b06a2cf6e444ca10f0e760e00d0c9c",793,3,4,254.52,214.2525,208.21,0,0,0,0,0,0,0
2702,"8da064b217371bec77cd8662e3e94699",1676,2,4,230.62,335.0175,297.68,1,0,2,3,1,1,1
2703,"445cb5bea081e90a11fa783ae4b272c1",811,4,6,189.82,190.178333333333,189.845,0,0,1,1,0,0,1
2704,"c0f708471d58cc25dd3b6139e4af070f",2263,1,1,224,224,224,0,0,0,0,0,0,0
2705,"c5a0de3f5ece3316c11f23d4abb2f647",2318,2,4,164.26,221.7575,240.885,0,0,0,0,0,0,0
2706,"b0b5aef05ca3c44e974ecbb4d3266e7b",2072,1,1,185.93,185.93,185.93,0,3,1,3,1,1,1
2707,"64ac643cbd37dd997c99f01795726143",1185,2,2,216.87,179.45,179.45,0,0,0,0,0,0,0
2708,"17e2a4d376e63df3b0184d71ffa9bc8d",290,1,1,295.87,295.87,295.87,0,0,0,0,0,0,0
2709,"dcc870229ed54d045746ce2587bbeacd",2580,7,13,101.37,145.581538461538,141.48,0,0,4,4,0,2,2
2710,"f4046c06d1705f4e075afb3e4e1299b0",2833,2,2,293.33,255.77,255.77,0,0,0,0,0,0,0
2711,"164c981ae43cd3a38830b3e8a43a3462",262,2,4,242.29,331.185,341.815,0,1,2,2,0,1,1
2712,"475661fb2aa79fdcb4a06f027d78ff5d",845,2,3,146.57,170.496666666667,146.57,0,0,2,2,1,0,1
2713,"35821bec9e50367b9ff89ad4d142540b",655,1,1,317.22,317.22,317.22,0,1,1,1,0,1,0
2714,"9e6799dd558c4779d078b2ab5f712a84",1866,5,9,355.2,359.072222222222,358.76,0,0,1,1,0,0,1
2715,"dd24fbc4444ff9d2fc1bb61ca16cfa13",2585,2,4,279.16,277.9775,272.42,0,0,0,0,0,0,0
2716,"54672331b4158a64247e052e1c2a42d8",1007,2,3,240.58,217.036666666667,205.38,0,0,0,0,0,0,0
2717,"426c0eac455df6b11149436e0da23d75",783,3,8,271.89,229.3675,226.085,0,0,2,3,1,1,1
2718,"d8102d9c1266cce0015e97aedb707dc2",2519,2,2,324.68,288.165,288.165,0,3,2,4,2,1,1
2719,"d2d3bbba9752edc569c675068d0a996d",2455,2,2,399.93,370.315,370.315,0,1,1,1,0,1,0
2720,"0b411b8f3e6923f3fbc132ef80f9a5c2",115,2,3,139.12,128.59,139.12,0,0,0,0,0,0,0
2721,"f1cc66453701d93b5ec3cef81f41dd1d",2806,2,4,93.69,102.82,97.99,0,1,1,1,1,0,0
2722,"ebb4260dea341ee121aa6b72fecb4019",2745,1,2,246.05,228.31,228.31,0,1,1,1,1,0,0
2723,"5b3fe0ff6f9f706169f8536ab307d8c8",1086,1,2,217.66,231.6,231.6,0,0,0,0,0,0,0
2724,"68e7b8be141d0dea466bab476307461e",1231,2,2,239.84,276.125,276.125,0,0,0,0,0,0,0
2725,"5b355be5830024ed90d917ad42e42978",1084,2,2,143.56,162.455,162.455,0,0,0,0,0,0,0
2726,"15128d48c193016630724fb88f7b0007",251,6,10,185.84,203.097,186.975,0,2,5,7,4,2,1
2727,"8d176ca518d3fc9f437473f05d99dd6f",1671,1,2,266.61,227.66,227.66,0,2,2,3,1,1,1
2728,"f7a4d3003aeb9b280e523542b404231d",2873,2,5,193.58,183.712,189.36,0,0,1,1,1,0,0
2729,"d407e201d751971fdec16f105429a8fe",2466,3,5,96.51,136.578,135.18,0,0,1,1,1,0,0
2730,"21fb7355a44b7cad39b1155239fbf8bf",424,1,1,185.84,185.84,185.84,0,0,0,0,0,0,0
2731,"b020192e84b93bd65feb4c4b01baedf7",2064,1,1,101.33,101.33,101.33,0,0,0,0,0,0,0
2732,"0b21ca0cd43262bbd46e1e0cb90701f8",112,5,9,150.83,146.91,138.88,0,0,3,5,1,1,3
2733,"46c46e0e8b0bed22714681ec5c026cf0",833,1,1,283.14,283.14,283.14,0,3,1,3,1,1,1
2734,"985486824fb5e848ad46bbb7bff826e2",1793,1,1,260.12,260.12,260.12,0,0,0,0,0,0,0
2735,"2e08193848ddd36650dd9a4952fe7547",574,2,4,187.19,118.915,97.9,0,1,3,4,3,0,1
2736,"6abf6c477da868a13d2993fc14434f6a",1252,1,1,185.24,185.24,185.24,0,1,1,1,0,0,1
2737,"f42cea795ca07be2e7b25705477d31e6",2837,3,5,187.88,187.278,187.37,0,0,3,4,2,0,2
2738,"859f222a44d16654298f49969bb800e8",1558,1,1,203.3,203.3,203.3,0,0,0,0,0,0,0
2739,"0de56b081aab4a4d7640be2b37ae0fbf",155,1,1,341.63,341.63,341.63,0,2,1,2,1,1,0
2740,"5643d54b9a2942c286dfc05f8b8ef450",1025,1,1,1916.12,1916.12,1916.12,1,1,1,1,0,0,1
2741,"b277a5be5ccd70901a16280a227a0ddb",2092,4,4,168.94,510.325,509.55,2,0,0,0,0,0,0
2742,"c4d142b1ef055ee4f4cb18f7bd82050c",2300,2,3,217.15,297.173333333333,217.15,0,0,0,0,0,0,0
2743,"90696857c7f06a61f31f8dc7bff84553",1707,1,1,105.4,105.4,105.4,0,0,0,0,0,0,0
2744,"450e12e4996fa950dadf153725400080",817,1,1,198.9,198.9,198.9,0,1,1,1,1,0,0
2745,"92a54d6843c62a85e771d3ec80e2604e",1730,2,3,324.36,295.843333333333,324.36,0,3,1,3,1,1,1
2746,"2bab1752b217fdd3704199dead8fa372",542,12,30,641.95,506.875,526.845,17,1,12,13,7,2,4
2747,"037c0bcee6d412354b95a62f5dd02937",28,3,5,290.36,344.618,280.87,1,1,2,2,1,1,0
2748,"ba3c092a74d4cfc2fad7ae5d35218461",2186,3,5,7404.23,6695.214,7404.23,5,1,4,6,2,3,1
2749,"25484902c7308d8de1a13cc718ab5a95",470,4,6,198.48,261.271666666667,297.1,0,1,3,3,1,1,1
2750,"927886db77093024ed6c5f070087ec87",1725,1,2,252.85,232.66,232.66,0,0,0,0,0,0,0
2751,"22a16b9bedf91a7c074818c149c2535b",436,1,2,206.4,164.47,164.47,0,0,0,0,0,0,0
2752,"a5d721c7275bb03dd28f09210e18d38c",1957,2,2,807.14,895.01,895.01,2,0,1,1,0,0,1
2753,"c00da5173c517dfa877f03bbec727ed8",2252,3,7,144.58,151.274285714286,148.47,0,0,2,2,2,0,0
2754,"0f350c1ea7dcbc6f5a1a3b82153e7d9e",174,2,3,167.92,159.366666666667,167.92,0,0,0,0,0,0,0
2755,"65a0d0952882311ff62bbf63d23ead34",1192,4,8,215.57,198.7325,194.085,0,1,3,4,1,2,1
2756,"690b98b1db7cc7ea6eb39c700379a736",1234,1,1,299.53,299.53,299.53,0,0,0,0,0,0,0
2757,"3f1a485c98a03fa4f948b107c759c388",746,1,1,282.95,282.95,282.95,0,1,1,1,0,1,0
2758,"ae804fdb9dd6cd53d42862d184c63d31",2047,1,2,335.56,356.84,356.84,0,2,1,2,1,0,1
2759,"4f8a49791969bc16d90a2a0302c6a4e2",951,1,1,1032.02,1032.02,1032.02,1,0,0,0,0,0,0
2760,"e48618e244ab14d22dab52be4d4fb1e7",2669,3,6,190.1,193.761666666667,194.065,0,3,5,9,3,3,3
2761,"294ae1a990738f5ea5447f4757310e00",511,5,9,360.43,330.024444444444,324.12,0,1,6,7,1,3,3
2762,"28b7079d1753c1ab2c93b5fd634cad8b",505,2,3,3043.26,1803.09333333333,2051.76,2,0,0,0,0,0,0
2763,"fdaee948509fe8b7c7f26a53ef39ccbe",2930,1,1,252.44,252.44,252.44,0,0,0,0,0,0,0
2764,"bf23e175f796724280ea5099d0d555ac",2244,4,9,143.14,105.298888888889,99.2,0,1,4,4,0,2,2
2765,"f12d13a551284179761972c36c07847b",2800,3,5,251.23,305.764,290.64,0,1,3,3,2,1,0
2766,"864ee416b0dffc5cedf0a64549d762fb",1568,3,7,161.99,187.395714285714,162.13,0,0,6,9,4,5,0
2767,"7703816939607808b4052b0e50196c2c",1392,1,1,231.83,231.83,231.83,0,0,0,0,0,0,0
2768,"7f2ade24c44db1ecd44430c5b10533ef",1490,2,5,288.6,252.88,288.6,0,0,0,0,0,0,0
2769,"118f79db27f7846a1bc458a4675a388a",205,1,2,221.96,221.755,221.755,0,0,0,0,0,0,0
2770,"55363b35ec65e24fe0885d756d2682de",1015,2,4,188.48,166.045,172.875,0,2,1,2,0,1,1
2771,"de2129fb44d0d65c6ae99d068b454610",2591,1,2,202.93,210.155,210.155,0,2,2,3,1,0,2
2772,"56c636a57ef3e2c8d27fffc46c30426d",1032,1,1,393.96,393.96,393.96,0,0,0,0,0,0,0
2773,"928ea31d32052cc3c4fc72b1af9a9be5",1727,1,1,744.94,744.94,744.94,1,1,1,1,0,0,1
2774,"d70c653cbd30aa688dabea143d8abf5e",2507,1,1,520.43,520.43,520.43,1,0,0,0,0,0,0
2775,"3f3c4cbd27dbf52571d8cd233a2454b0",749,1,2,279.16,297.22,297.22,0,0,0,0,0,0,0
2776,"69410d20d18b5dc980a4e35df794d0bd",1236,1,1,225.25,225.25,225.25,0,1,1,1,0,0,1
2777,"1666cd24515df72604d2ff03fc98d9a8",266,1,3,170.05,258.023333333333,283.6,0,0,1,1,0,1,0
2778,"81e4981a8889a249fb92f40518bc05ad",1519,3,6,243.59,219.523333333333,210.385,0,1,3,3,1,1,1
2779,"a5a147f0ac5121ee15a9f65f83428313",1956,1,2,935.83,681.52,681.52,1,0,0,0,0,0,0
2780,"f8f69ac324a4ba5d00dc4c7f52646bdb",2882,3,5,307.87,216.276,196.03,0,0,2,3,2,1,0
2781,"cf7d0e0d9556bd5bece1b03169e39f32",2419,4,7,103.27,101.278571428571,97.11,0,0,2,4,2,1,1
2782,"1d3e06a0909564a2206bf988f58e5beb",360,3,4,220.99,223.5725,210.755,0,0,0,0,0,0,0
2783,"4ad5f430950e8c02540d323303e8acde",891,1,3,188.06,138.343333333333,120.92,0,2,3,4,2,1,1
2784,"8d0c551416e62e45f8c19252f26fcf2a",1670,1,1,199.83,199.83,199.83,0,0,0,0,0,0,0
2785,"9f30fe823d7c0659defacf430f7b347c",1877,2,3,249.47,249.13,249.47,0,1,3,5,1,3,1
2786,"ffa941e31909f0c5f7092316755f15ae",2957,3,5,185.38,212.238,206.54,0,0,3,4,2,0,2
2787,"b1ccdcfd07699fc811e4af486d2a3bcd",2082,1,2,182.79,232.92,232.92,0,0,0,0,0,0,0
2788,"7236c5e5ab1a5fae76748eb81c472763",1338,1,1,207.14,207.14,207.14,0,3,1,3,1,1,1
2789,"e517c4adb0b75fd15606d2f23679a07c",2674,2,3,142.31,210.213333333333,186.81,0,0,0,0,0,0,0
2790,"72d0f60d42a686e2f0fc1938c21cfeba",1346,3,5,208.4,223.234,221.36,0,1,5,8,2,3,3
2791,"b01c1a3f322aa9c64f08150f7de4fea7",2063,2,2,140.04,147.38,147.38,0,0,0,0,0,0,0
2792,"76261863b4024771e2c742dbdbc13561",1381,4,6,205.11,208.065,203.325,0,0,0,0,0,0,0
2793,"02239e601e7ce63f7d116d984c187ecc",16,2,3,318.43,283.68,267.44,0,1,3,6,2,2,2
2794,"abc683f871e085f2d761a4b5eba15aaa",2023,1,1,301.11,301.11,301.11,0,1,1,1,1,0,0
2795,"e3922abb4a0f7138fc0a4129bd8c49af",2651,2,3,299.44,381.686666666667,311.62,1,0,0,0,0,0,0
2796,"89d8341efa9e66908211cf8f5f11d9e7",1619,1,1,229.51,229.51,229.51,0,0,0,0,0,0,0
2797,"8cdec5c60ac4348bfa4241919c942188",1664,4,6,301.2,259.606666666667,261.355,0,1,4,4,0,1,3
2798,"c553f3917dcf40a8ed2458d56378e913",2310,1,4,228.96,226.41,226.365,0,2,4,7,4,1,2
2799,"f460e142910a55758b56f9aa2603fd77",2841,4,4,146.15,174.9475,171.6,0,0,1,1,0,0,1
2800,"560b16ca524438c57c20670d36b8ed0c",1021,2,3,216.5,200.94,195.89,0,2,3,8,3,3,2
2801,"993845dd2ed74f33b2c5d48c0d2d1c09",1802,2,5,150.69,236.2,244.15,0,0,2,2,2,0,0
2802,"af139286d13e1cfa717bb100c458b1b6",2054,2,4,140.18,218.385,163.055,0,0,2,2,2,0,0
2803,"993845dd2ed74f33b2c5d48c0d2d1c09",1802,3,5,244.15,236.2,244.15,0,0,2,2,2,0,0
2804,"6043dfe094148d1bdcd214ce4c28533a",1136,1,1,210.48,210.48,210.48,0,0,0,0,0,0,0
2805,"e16e7540cbb6698b24d5e658d12c6180",2624,2,2,146.06,152.245,152.245,0,0,1,1,1,0,0
2806,"c750a17ec6ce222b5d6ef8b9bf2ade48",2334,2,2,448.47,324.96,324.96,0,0,1,1,0,0,1
2807,"4217f35606dee32d91d480c1c8521160",780,1,1,228.45,228.45,228.45,0,3,1,3,1,1,1
2808,"c9dabfdec51efd4f0616cc8c71ff0fd0",2358,1,2,299.9,294.575,294.575,0,2,2,3,2,0,1
2809,"411f03eda1d38b937d18e4d0aeddcaa5",764,1,1,106.42,106.42,106.42,0,2,1,2,1,0,1
2810,"da4b60be623e7b2737d3fd890db530f9",2547,3,5,191.86,254.614,205.11,0,2,4,5,2,2,1
2811,"2c481cb93a566416c53406ea4fb4b309",552,4,5,235.02,222.056,232.52,0,0,0,0,0,0,0
2812,"380cec2a56b3072cd8d1461fc62f342c",682,2,4,214.46,251.5425,230.83,0,1,1,1,0,0,1
2813,"d014c8cf86a833c5dd453de0671d4bdd",2427,5,8,279.76,205.57,187.3,0,0,3,4,2,2,0
2814,"380cec2a56b3072cd8d1461fc62f342c",682,3,4,155.97,251.5425,230.83,0,0,1,1,0,0,1
2815,"dfd9317a752771a3d312432d4b08c1ed",2608,1,3,196.54,212.84,211.31,0,0,1,1,1,0,0
2816,"18ddbfe41326a2625c3416ca3eab836d",307,4,5,142.13,206.526,199.78,0,0,0,0,0,0,0
2817,"5c8c78681a913e3b0ac302a9822f4100",1101,1,1,230.99,230.99,230.99,0,0,0,0,0,0,0
2818,"f36cae18dfe8534695e05c7873fe94dd",2825,4,7,359.6,510.481428571429,359.6,2,0,1,1,0,0,1
2819,"38679170cdb2b968512f6bf564ce9165",685,1,1,292.03,292.03,292.03,0,2,1,2,0,1,1
2820,"123db34786aa9b0939a1fda322399ebf",212,4,5,323.71,282.898,264.66,1,0,2,2,1,0,1
2821,"92a3dc8a86ba6c1f797004bf1aee7028",1729,1,2,94.89,98.155,98.155,0,0,0,0,0,0,0
2822,"1b15eec36b228dd3a6921514456b67fd",334,3,6,113.69,165.636666666667,171.88,0,0,3,6,3,1,2
2823,"15e3c8a11020952112ce1c5a289406df",257,1,1,212.56,212.56,212.56,0,1,1,1,1,0,0
2824,"9eb8860eba8b8db39037272455b3d16a",1872,1,1,228.86,228.86,228.86,0,2,1,2,0,1,1
2825,"080f3a0b6dc76aee8fcdec33efbc8c2e",79,4,9,97.11,144.618888888889,109.38,0,1,3,3,2,0,1
2826,"c7c346453125265bf18d73ae9c64e4e0",2335,5,9,271.79,297.247777777778,293.42,0,0,0,0,0,0,0
2827,"50459a24dfd450857131ea8d8063b6c8",960,2,3,304.72,237.616666666667,208.16,0,0,0,0,0,0,0
2828,"fcd6314fa157d2a582aafeb0081e4075",2920,5,8,190.66,236.07,230.53,0,0,2,2,1,1,0
2829,"7ca1c10fef1c070e305a1be6aa1178c0",1461,5,9,232.75,222.19,217.98,0,2,3,4,2,1,1
2830,"273dfdc35d11da741b41afdbad267c97",488,1,1,232.01,232.01,232.01,0,2,1,2,1,0,1
2831,"7388fc969c8562d4633025b43adf8b8c",1352,3,5,95.07,128.054,108.18,0,0,1,1,0,0,1
2832,"fedc524b931a8dff4ffe72a7c6959990",2949,1,1,286.01,286.01,286.01,0,0,0,0,0,0,0
2833,"3bf334653b946a1c109ab5db66bd45d8",720,1,2,139.49,156.995,156.995,0,0,0,0,0,0,0
2834,"5304c484c6cb8df392975ecaa4dcbe74",991,4,5,187.46,165.188,176.63,0,0,1,1,0,1,0
2835,"0f01666f3cb59fb44e3819ae80e99ccd",171,2,2,295.04,269.155,269.155,0,0,1,3,1,1,1
2836,"15a562b34874408111f5ac9c47447746",253,2,4,215.71,230.935,225.99,0,0,0,0,0,0,0
2837,"2119af66a296e1098d3a23236ed5265f",411,6,11,110.96,110.9,104.34,0,0,1,1,0,1,0
2838,"6ba569ff6994e85b8d60f3f2e4baf4cc",1264,1,3,268.51,438.91,373.44,1,0,0,0,0,0,0
2839,"1af189ba003fd4843d7d784089ddc1e3",332,2,3,146.2,144.253333333333,146.2,0,2,3,5,3,2,0
2840,"e06ba953ac735c44736d31f4beab445b",2613,1,3,196.22,194.053333333333,196.22,0,0,0,0,0,0,0
2841,"80fb8d1fd37e19a0354f1408683c40d9",1507,1,1,319.77,319.77,319.77,0,0,0,0,0,0,0
2842,"c57a6597a050e1fd21fa2bfa48fcff61",2312,2,2,187.37,164.4,164.4,0,1,2,4,1,2,1
2843,"843637771cf902a6b658115ec01e2999",1543,3,5,359.78,249.084,193.16,0,0,0,0,0,0,0
2844,"e64f5a0a7314864cfae43f0cdf038efd",2687,4,8,97.85,165.61625,157.035,0,0,4,4,2,1,1
2845,"b4119ddbe5c4857f8a23145fcb6951bd",2117,2,3,190.7,223.536666666667,194.73,0,1,2,3,2,1,0
2846,"95096c3ee688694b88d8af2090b01cb8",1754,1,5,185.75,154.768,149.91,0,0,0,0,0,0,0
2847,"415e3c76507fb1a341e25f14cbbf5b20",770,2,3,143.61,224.726666666667,224.14,0,0,1,1,0,0,1
2848,"0cda039c17b5889ff8c06317705a8531",131,1,2,251.6,239.885,239.885,0,2,1,2,1,1,0
2849,"7463521b96d4362805e3fe7572328ba2",1362,1,1,283,283,283,0,1,1,1,1,0,0
2850,"8954d878ce5aa76c3f77c4715c00215b",1610,2,4,205.11,185.4375,197.88,0,0,1,1,0,1,0
2851,"dc0bf304951daef2e86317eeefc8188f",2568,2,4,238.96,267.2675,245.19,0,1,2,2,0,2,0
2852,"02b066d9602287d108020406fe6aef17",20,4,8,220.67,283.8525,267.625,0,0,3,4,2,1,1
2853,"91af8458eb50f3b9819055721e2d91e2",1717,2,5,226.97,258.586,231.04,0,2,2,3,2,1,0
2854,"2bf0e15352d0d0bbb47d671b70cfff15",547,1,1,188.16,188.16,188.16,0,0,0,0,0,0,0
2855,"ddcb2d87b04e06ac572a66635d0f20c1",2590,1,2,540.62,476.665,476.665,1,0,0,0,0,0,0
2856,"fb434bd28e00c2565fc5c4a43bba4c20",2902,2,5,205.43,195.798,198.58,0,2,5,12,5,4,3
2857,"ee09db8c4d1167ce12bb73253a1bee00",2770,2,3,193.3,204.69,193.3,0,0,1,2,0,1,1
2858,"2bd02fe07b43f13e29d34e8d6d767179",544,2,2,323.38,278.37,278.37,0,0,0,0,0,0,0
2859,"de6652636f485e227d34309982a41cb9",2594,2,2,96.46,94.98,94.98,0,1,2,2,1,0,1
2860,"f00195ca3751ee7796e0e1e7a42ff9ad",2792,1,1,221.45,221.45,221.45,0,0,0,0,0,0,0
2861,"91fd19e7ba26995d00a01ebf2f020b03",1721,2,6,188.62,224.486666666667,233.815,0,2,4,5,3,1,1
2862,"553abe1e2a9d825fe3d443699f738f25",1016,1,2,101.93,103.225,103.225,0,0,1,2,1,1,0
2863,"2ccda64963d77b9bf5819f7a68bf6bb9",561,3,6,370.57,318.48,323.985,0,0,2,2,0,2,0
2864,"b7ff2c9a9309b19db230cc902dd1a0cf",2164,1,3,247.71,151.293333333333,110.54,0,2,1,2,1,1,0
2865,"8ce17d80e8cc6694687594dcf9507015",1667,2,2,903.74,976.005,976.005,2,0,1,1,1,0,0
2866,"53408780d1cf7f553400d28afc7d57e4",994,1,1,148.05,148.05,148.05,0,0,0,0,0,0,0
2867,"1e8e1c3d3500a61eca7bbe1f1d5c0be8",379,2,3,139.21,195.213333333333,214.79,0,0,0,0,0,0,0
2868,"66fd5e850ff5af440bf5ee8fd25e2ecf",1208,4,8,347.79,316.165,342.415,0,0,0,0,0,0,0
2869,"9bcdbe8f9f9c7e4ec095926165431713",1835,2,2,251.51,253.015,253.015,0,0,0,0,0,0,0
2870,"511462dbe37c701ef292459fced61dfb",967,3,5,133.33,184.35,203.53,0,0,1,1,1,0,0
2871,"0859f77029a2d1e987705c4f97cb367a",82,4,7,196.03,189.11,187.79,0,0,0,0,0,0,0
2872,"0ba67ac2b61f874c3532380389066ec2",118,2,3,546.13,436.036666666667,546.13,2,0,0,0,0,0,0
2873,"cc97210fcca79156a14a1a4b719699fc",2387,1,2,282.07,537.1,537.1,1,2,1,2,1,1,0
2874,"215c2f556c79c90fe5dfac4f6ecab6e1",416,1,2,101.97,239.79,239.79,0,0,0,0,0,0,0
2875,"b60afa9340b160f580c0c82a294f4c8f",2139,2,2,382.15,318.195,318.195,0,1,2,2,1,0,1
2876,"1e2d06fa6a4031ac07edddb50cf97243",371,1,2,188.81,226.875,226.875,0,0,1,1,1,0,0
2877,"752e9b804f2b92acd3ad81ddef918ee3",1374,1,2,195.52,226.34,226.34,0,0,0,0,0,0,0
2878,"cf549712ccd55385c1340727ab41e718",2413,1,1,225.39,225.39,225.39,0,1,1,1,0,1,0
2879,"2bab1752b217fdd3704199dead8fa372",542,13,30,691.13,506.875,526.845,17,0,12,13,7,2,4
2880,"19db71e4006f091d4adb03d0cdaec6a5",321,2,3,210.15,201.43,207.93,0,2,3,7,3,3,1
2881,"59830daa0a94ee1c3396bf8c58995700",1064,2,3,242.53,236.71,242.53,0,0,0,0,0,0,0
2882,"61272da9a67f548a05331a3111f5f593",1150,1,1,159.17,159.17,159.17,0,0,0,0,0,0,0
2883,"c8b1490e148ed0b06776ce285aa42425",2345,1,1,196.45,196.45,196.45,0,0,0,0,0,0,0
2884,"7d2772661674c345f0bddf4f530862fc",1465,5,6,111.79,116.216666666667,115.29,0,1,1,1,0,0,1
2885,"1cf79b6229c76395c8655296e8b87c39",358,1,1,209.37,209.37,209.37,0,0,0,0,0,0,0
2886,"f2008922dba735fa1c2e66ac1ba30a3d",2810,2,2,399.05,327.225,327.225,0,0,1,1,1,0,0
2887,"915f7601bfddb182590468e22467d004",1714,4,8,137.77,122.72875,117.585,0,0,2,2,1,0,1
2888,"c14fa3f5d1abd296442a134abac17836",2268,2,2,292.49,382.96,382.96,0,0,0,0,0,0,0
2889,"7b0bff9ef271edacf704ab0c3f30d2e7",1438,2,3,262.39,241.89,260.91,0,0,0,0,0,0,0
2890,"1266b0a295907ee6ec3f3edd3995425d",215,1,1,185.66,185.66,185.66,0,2,1,2,1,1,0
2891,"70e65f78cc55cb6288d04675f1bb5d4c",1316,1,1,280.92,280.92,280.92,0,0,0,0,0,0,0
2892,"3aa18d97320d6d3e72e475ec55daba24",708,1,2,337.37,330.91,330.91,0,0,1,1,1,0,0
