"","couponID","price","basePrice","reward","brand","productGroup","catSub1","catSub2","catSub3","catSub4","catSub5","nSubCats"
"10657","cpn2716",2.73,0,1.26,"brand2","prod141","cat6",NA,NA,NA,NA,1
"10662","cpn2718",2.87,5.74,1.26,"brand3","prod92","cat6",NA,NA,NA,NA,1
"10664","cpn2719",5.09,1.75,1.26,"brand3","prod165","cat5",NA,NA,NA,NA,1
"10669","cpn2721",5.51,0.55,1.57,"brand4","prod32","cat11",NA,NA,NA,NA,1
"10671","cpn2722",2.73,2.19,1.26,"brand3","prod125","cat5",NA,NA,NA,NA,1
"10678","cpn2725",6.44,2.14,1.57,"brand11","prod216","cat11",NA,NA,NA,NA,1
"10701","cpn2727",6.02,301.01,1.88,"brand2","prod48","cat13",NA,NA,NA,NA,1
"10758","cpn2729",5.09,13.58,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"10762","cpn2731",6.9,0.69,1.26,"brand2","prod31","cat1",NA,NA,NA,NA,1
"10773","cpn2732",3.98,0.88,1.57,"brand3","prod206","cat5",NA,NA,NA,NA,1
"10797","cpn2734",8.29,3.32,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"10800","cpn2735",8.8,3.52,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"10802","cpn2737",6.95,4.63,1.57,"brand3","prod125","cat5",NA,NA,NA,NA,1
"10812","cpn2738",5.28,0,1.57,"brand3","prod206","cat5",NA,NA,NA,NA,1
"10822","cpn2739",5.33,0,1.88,"brand3","prod175","cat13",NA,NA,NA,NA,1
"10864","cpn2741",3.33,3.33,0.63,"brand3","prod88","cat11",NA,NA,NA,NA,1
"10886","cpn2742",3.52,1.85,3.14,"brand3","prod44","cat5",NA,NA,NA,NA,1
"10896","cpn2744",5.09,10.6,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"10970","cpn2748",4.17,1.39,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"10971","cpn2749",4.17,1.39,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"10988","cpn2750",3.61,1.12,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"11001","cpn2751",19.36,6.45,3.14,"brand3","prod112","cat21",NA,NA,NA,NA,1
"11007","cpn2752",5.84,2.33,1.88,"brand3","prod14","cat5",NA,NA,NA,NA,1
"11010","cpn2753",5.09,5.09,1.57,"brand3","prod151","cat13",NA,NA,NA,NA,1
"11031","cpn2754",7.04,1.41,0.63,"brand3","prod18","cat5",NA,NA,NA,NA,1
"11045","cpn2755",3.66,1.46,1.26,"brand2","prod17","cat5",NA,NA,NA,NA,1
"11055","cpn2756",5.93,4.94,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"11106","cpn2762",2.73,0,0.63,"brand2","prod41","cat5",NA,NA,NA,NA,1
"11120","cpn2763",4.17,3.33,1.26,"brand3","prod12","cat5",NA,NA,NA,NA,1
"11148","cpn2765",6.44,0,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"11169","cpn2766",12.92,8.61,1.88,"brand3","prod160","cat6",NA,NA,NA,NA,1
"11181","cpn2767",8.29,2.76,1.26,"brand3","prod145","cat12",NA,NA,NA,NA,1
"11185","cpn2768",4.17,4.17,1.57,"brand3","prod39","cat5",NA,NA,NA,NA,1
"11187","cpn2769",3.89,0,0.94,"brand3","prod12","cat5",NA,NA,NA,NA,1
"11201","cpn2770",11.99,1.32,3.14,"brand2","prod86","cat3",NA,NA,NA,NA,1
"11264","cpn2775",9.22,1.84,1.57,"brand3","prod2","cat3",NA,NA,NA,NA,1
"11285","cpn2776",3.24,0,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"11289","cpn2777",2.96,0.39,1.57,"brand3","prod54","cat13",NA,NA,NA,NA,1
"11321","cpn2778",2.73,1.24,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"11338","cpn2779",5.93,0,1.88,"brand2","prod146","cat13",NA,NA,NA,NA,1
"11339","cpn2780",3.52,0,2.51,"brand2","prod54","cat13",NA,NA,NA,NA,1
"11340","cpn2781",5.65,1.13,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"11352","cpn2783",4.17,1.67,1.26,"brand19","prod14","cat5",NA,NA,NA,NA,1
"11361","cpn2784",5.74,1.95,1.57,"brand3","prod153","cat5",NA,NA,NA,NA,1
"11375","cpn2785",4.45,11.11,1.88,"brand3","prod4","cat5",NA,NA,NA,NA,1
"11376","cpn2786",16.39,2.73,1.57,"brand3","prod20","cat12",NA,NA,NA,NA,1
"11380","cpn2787",3.57,1.43,1.26,"brand3","prod106","cat8",NA,NA,NA,NA,1
"11381","cpn2788",7.36,0.61,0.94,"brand2","prod2","cat3",NA,NA,NA,NA,1
"11386","cpn2790",2.59,0.52,3.14,"brand3","prod164","cat8",NA,NA,NA,NA,1
"11394","cpn2791",2.73,0.68,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"11398","cpn2792",4.17,2.08,1.26,"brand3","prod185","cat8",NA,NA,NA,NA,1
"11400","cpn2793",7.36,6,2.2,"brand2","prod174","cat13",NA,NA,NA,NA,1
"11403","cpn2794",2.87,0.71,1.57,"brand4","prod58","cat5",NA,NA,NA,NA,1
"11424","cpn2795",5.09,0,1.88,"brand3","prod192","cat13",NA,NA,NA,NA,1
"11427","cpn2796",13.62,4.54,1.57,"brand3","prod125","cat5",NA,NA,NA,NA,1
"11445","cpn2797",5.09,2.04,1.57,"brand3","prod48","cat13",NA,NA,NA,NA,1
"11452","cpn2798",4.12,2.06,0.94,"brand19","prod166","cat23",NA,NA,NA,NA,1
"11476","cpn2799",4.58,4.58,3.14,"brand3","prod32","cat11",NA,NA,NA,NA,1
"11478","cpn2800",4.17,0.83,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"11491","cpn2802",10.05,0.33,1.26,"brand3","prod147","cat13",NA,NA,NA,NA,1
"11504","cpn2805",6.02,1.82,1.26,"brand3","prod98","cat10",NA,NA,NA,NA,1
"11517","cpn2806",2.82,58.85,1.57,"brand3","prod122","cat21",NA,NA,NA,NA,1
"11520","cpn2807",12.92,10.13,1.26,"brand3","prod65","cat13",NA,NA,NA,NA,1
"11544","cpn2809",5.74,2.39,1.57,"brand3","prod153","cat5",NA,NA,NA,NA,1
"11550","cpn2810",4.58,0.92,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"11565","cpn2812",2.32,0.77,3.14,"brand3","prod101","cat8",NA,NA,NA,NA,1
"11572","cpn2813",6.85,6.85,0.94,"brand2","prod40","cat1",NA,NA,NA,NA,1
"11590","cpn2815",3.43,0.85,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"11591","cpn2816",3.43,0.85,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"11592","cpn2817",8.24,6.86,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"11604","cpn2818",3.24,1.3,1.57,"brand3","prod52","cat5",NA,NA,NA,NA,1
"11607","cpn2819",5,5,1.26,"brand4","prod52","cat5",NA,NA,NA,NA,1
"11615","cpn2820",5.42,0,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"11630","cpn2821",3.89,3.89,1.57,"brand4","prod117","cat11",NA,NA,NA,NA,1
"11648","cpn2823",6.3,2.52,1.57,"brand3","prod93","cat10",NA,NA,NA,NA,1
"11651","cpn2824",14.73,2.45,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"11652","cpn2825",12.78,1.42,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"11657","cpn2826",16.39,1.82,1.26,"brand3","prod121","cat12",NA,NA,NA,NA,1
"11663","cpn2827",6.85,0.74,1.26,"brand3","prod124","cat8",NA,NA,NA,NA,1
"11695","cpn2828",3.7,1.85,0.63,"brand2","prod51","cat8",NA,NA,NA,NA,1
"11697","cpn2829",7.32,0,2.2,"brand13","prod146","cat13",NA,NA,NA,NA,1
"11700","cpn2830",2.32,1.16,0.63,"brand14","prod41","cat5",NA,NA,NA,NA,1
"11704","cpn2831",3.8,1.02,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"11714","cpn2833",2.73,0.55,1.57,"brand2","prod83","cat8",NA,NA,NA,NA,1
"11718","cpn2834",2.59,10.8,1.26,"brand4","prod63","cat5",NA,NA,NA,NA,1
"11730","cpn2835",9.22,1.84,1.57,"brand3","prod12","cat5",NA,NA,NA,NA,1
"11734","cpn2836",3.61,2.41,1.88,"brand3","prod28","cat3",NA,NA,NA,NA,1
"11744","cpn2837",3.24,1.3,1.57,"brand3","prod5","cat6",NA,NA,NA,NA,1
"11748","cpn2838",5.05,0.83,0.94,"brand3","prod27","cat5",NA,NA,NA,NA,1
"11760","cpn2839",3.43,3.11,1.57,"brand2","prod114","cat5",NA,NA,NA,NA,1
"11773","cpn2844",3.66,1.21,1.57,"brand15","prod135","cat11",NA,NA,NA,NA,1
"11805","cpn2847",4.17,1.67,1.88,"brand2","prod217","cat13",NA,NA,NA,NA,1
"11814","cpn2848",7.32,0,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"11818","cpn2849",5.46,2.19,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"11819","cpn2850",4.12,2.74,1.26,"brand3","prod92","cat6",NA,NA,NA,NA,1
"11820","cpn2851",3.66,1.46,0.94,"brand3","prod5","cat6",NA,NA,NA,NA,1
"11835","cpn2856",2.69,0,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"11841","cpn2857",2.55,0,1.88,"brand2","prod48","cat13",NA,NA,NA,NA,1
"11848","cpn2858",4.63,3.85,3.14,"brand3","prod33","cat1",NA,NA,NA,NA,1
"11890","cpn2859",3.47,1.16,1.57,"brand3","prod48","cat13",NA,NA,NA,NA,1
"11892","cpn2860",9.22,41.88,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"11904","cpn2861",9.22,1.84,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"11908","cpn2862",2.41,1.62,0.94,"brand3","prod157","cat5",NA,NA,NA,NA,1
"11918","cpn2863",2.59,0.52,1.57,"brand3","prod85","cat10",NA,NA,NA,NA,1
"11919","cpn2864",5.51,1.48,1.26,"brand3","prod153","cat5",NA,NA,NA,NA,1
"11983","cpn2867",3.7,0.74,1.57,"brand28","prod117","cat11",NA,NA,NA,NA,1
"12002","cpn2869",4.82,1.33,1.57,"brand3","prod11","cat3",NA,NA,NA,NA,1
"12009","cpn2870",5.74,0.82,1.57,"brand3","prod39","cat5",NA,NA,NA,NA,1
"12030","cpn2872",4.35,10.88,1.57,"brand3","prod4","cat5",NA,NA,NA,NA,1
"12033","cpn2873",6.95,1.39,3.14,"brand2","prod17","cat5",NA,NA,NA,NA,1
"12067","cpn2875",3.66,0.57,1.26,"brand3","prod49","cat5",NA,NA,NA,NA,1
"12113","cpn2879",5.09,1.27,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"12114","cpn2880",2.87,7.18,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"12140","cpn2881",3.89,1.56,2.2,"brand3","prod130","cat6",NA,NA,NA,NA,1
"12142","cpn2882",2.41,1.37,0.94,"brand2","prod221","cat8",NA,NA,NA,NA,1
"12174","cpn2883",3.66,1.56,3.14,"brand2","prod157","cat5",NA,NA,NA,NA,1
"12177","cpn2885",3.61,1.44,2.2,"brand3","prod96","cat5",NA,NA,NA,NA,1
"12178","cpn2886",3.75,2.5,3.14,"brand3","prod51","cat8",NA,NA,NA,NA,1
"12200","cpn2887",3.43,0.83,1.26,"brand2","prod80","cat5",NA,NA,NA,NA,1
"12216","cpn2892",3.15,0,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"12218","cpn2893",2.73,5.46,3.14,"brand3","prod58","cat5",NA,NA,NA,NA,1
"12239","cpn2895",11.48,0.38,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"12256","cpn2898",2.73,0.55,1.88,"brand2","prod23","cat13",NA,NA,NA,NA,1
"12264","cpn2899",3.33,0,1.88,"brand3","prod25","cat13",NA,NA,NA,NA,1
"12270","cpn2900",6.34,2.54,2.2,"brand3","prod3","cat5",NA,NA,NA,NA,1
"12296","cpn2902",4.4,2.2,1.88,"brand2","prod5","cat6",NA,NA,NA,NA,1
"12303","cpn2903",8.43,1.69,1.26,"brand3","prod160","cat6",NA,NA,NA,NA,1
"12361","cpn2904",4.26,2.03,1.26,"brand2","prod51","cat8",NA,NA,NA,NA,1
"12362","cpn2905",6.02,1.2,1.57,"brand3","prod19","cat5",NA,NA,NA,NA,1
"12382","cpn2908",11.48,5.21,1.26,"brand21","prod37","cat1",NA,NA,NA,NA,1
"12393","cpn2910",3.66,1.82,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"12395","cpn2911",5.51,0,1.57,"brand3","prod151","cat13",NA,NA,NA,NA,1
"12396","cpn2912",8.29,4.14,1.57,"brand3","prod130","cat6",NA,NA,NA,NA,1
"12419","cpn2915",2.45,0,2.2,"brand2","prod25","cat13",NA,NA,NA,NA,1
"12420","cpn2916",4.58,1.14,1.88,"brand2","prod53","cat6",NA,NA,NA,NA,1
"12430","cpn2917",5.46,4.2,1.26,"brand3","prod40","cat1",NA,NA,NA,NA,1
"12434","cpn2918",4.31,0.43,1.57,"brand2","prod2","cat3",NA,NA,NA,NA,1
"12437","cpn2920",4.26,1.7,1.57,"brand3","prod52","cat5",NA,NA,NA,NA,1
"12453","cpn2921",6.44,1.19,3.14,"brand3","prod150","cat5",NA,NA,NA,NA,1
"12459","cpn2922",2.92,0,2.2,"brand3","prod162","cat13",NA,NA,NA,NA,1
"12462","cpn2923",4.08,3.7,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"12464","cpn2924",3.94,1.96,1.26,"brand2","prod63","cat5",NA,NA,NA,NA,1
"12488","cpn2925",5.09,0.84,0.94,"brand3","prod27","cat5",NA,NA,NA,NA,1
"12500","cpn2927",2.87,5.74,0.94,"brand3","prod92","cat6",NA,NA,NA,NA,1
"12519","cpn2929",3.57,1.43,1.57,"brand3","prod130","cat6",NA,NA,NA,NA,1
"12527","cpn2932",3.43,1.24,0.94,"brand3","prod12","cat5",NA,NA,NA,NA,1
"12528","cpn2933",9.08,1.2,0.63,"brand3","prod129","cat13",NA,NA,NA,NA,1
"12545","cpn2935",6.11,1.53,1.88,"brand3","prod222","cat6",NA,NA,NA,NA,1
"12552","cpn2936",8.52,1.7,1.26,"brand3","prod18","cat5",NA,NA,NA,NA,1
"12571","cpn2940",21.77,3.62,1.57,"brand3","prod166","cat23",NA,NA,NA,NA,1
"12597","cpn2941",5.09,2.04,1.26,"brand3","prod125","cat5",NA,NA,NA,NA,1
"12607","cpn2942",7.04,8.8,1.57,"brand2","prod170","cat23",NA,NA,NA,NA,1
"12624","cpn2943",2.87,0.63,1.26,"brand3","prod49","cat5",NA,NA,NA,NA,1
"12639","cpn2944",7.32,1.01,2.2,"brand3","prod223","cat21",NA,NA,NA,NA,1
"12661","cpn2945",2.78,1.32,1.57,"brand2","prod150","cat5",NA,NA,NA,NA,1
"12671","cpn2946",51.87,20.75,1.57,"brand3","prod125","cat5",NA,NA,NA,NA,1
"12700","cpn2947",3.24,1.22,1.26,"brand3","prod111","cat5",NA,NA,NA,NA,1
"12732","cpn2948",2.04,3.39,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"12784","cpn2950",4.58,6.11,1.26,"brand3","prod69","cat8",NA,NA,NA,NA,1
"12802","cpn2952",3.89,0.71,0.94,"brand2","prod150","cat5",NA,NA,NA,NA,1
"12810","cpn2953",3.66,0,1.88,"brand2","prod136","cat13",NA,NA,NA,NA,1
"12821","cpn2954",4.58,1.83,1.88,"brand13","prod129","cat13",NA,NA,NA,NA,1
"12846","cpn2955",2.87,0.71,1.26,"brand4","prod58","cat5",NA,NA,NA,NA,1
"12883","cpn2957",3.38,1.41,0.63,"brand2","prod74","cat1",NA,NA,NA,NA,1
"12889","cpn2958",3.8,0.63,1.57,"brand3","prod124","cat8",NA,NA,NA,NA,1
"12890","cpn2959",5.84,1.39,1.57,"brand11","prod98","cat10",NA,NA,NA,NA,1
"12894","cpn2960",2.96,0,1.26,"brand3","prod64","cat5",NA,NA,NA,NA,1
"12912","cpn2961",2.32,1.93,1.57,"brand2","prod29","cat5",NA,NA,NA,NA,1
"12930","cpn2962",2.96,1.97,0.94,"brand19","prod17","cat5",NA,NA,NA,NA,1
"12943","cpn2964",7.36,0,1.57,"brand3","prod147","cat13",NA,NA,NA,NA,1
"12974","cpn2965",7.22,2.41,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"12982","cpn2967",2.73,0.55,2.2,"brand2","prod48","cat13",NA,NA,NA,NA,1
"12985","cpn2968",7.22,7.22,1.88,"brand3","prod215","cat21",NA,NA,NA,NA,1
"12990","cpn2969",3.57,1.78,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"13020","cpn2971",2.55,2.82,3.14,"brand3","prod112","cat21",NA,NA,NA,NA,1
"13046","cpn2972",2.73,0.55,1.26,"brand4","prod58","cat5",NA,NA,NA,NA,1
"13068","cpn2973",3.66,0.71,3.14,"brand3","prod115","cat13",NA,NA,NA,NA,1
"13095","cpn2974",9.22,0,6.28,"brand3","prod23","cat13",NA,NA,NA,NA,1
"13143","cpn2979",3.89,1.56,2.2,"brand3","prod130","cat6",NA,NA,NA,NA,1
"13155","cpn2980",4.17,1.39,2.2,"brand2","prod27","cat5",NA,NA,NA,NA,1
"13182","cpn2981",2.5,1.21,1.88,"brand2","prod150","cat5",NA,NA,NA,NA,1
"13203","cpn2983",4.08,1.63,2.2,"brand3","prod3","cat5",NA,NA,NA,NA,1
"13204","cpn2984",2.5,1.67,0.94,"brand3","prod132","cat8",NA,NA,NA,NA,1
"13207","cpn2986",2.59,0.65,1.57,"brand2","prod83","cat8",NA,NA,NA,NA,1
"13237","cpn2988",2.5,0.78,0.63,"brand11","prod178","cat11",NA,NA,NA,NA,1
"13278","cpn2989",5.37,1.79,0.94,"brand3","prod12","cat5",NA,NA,NA,NA,1
"13282","cpn2990",3.33,1.9,0.63,"brand3","prod185","cat8",NA,NA,NA,NA,1
"13305","cpn2991",5.09,0.51,1.57,"brand3","prod151","cat13",NA,NA,NA,NA,1
"13337","cpn2995",19.45,7.07,1.26,"brand3","prod125","cat5",NA,NA,NA,NA,1
"13352","cpn2997",3.06,0,1.57,"brand3","prod39","cat5",NA,NA,NA,NA,1
"13376","cpn3000",4.58,4.58,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"13377","cpn3001",6.44,0.85,1.57,"brand3","prod217","cat13",NA,NA,NA,NA,1
"13407","cpn3003",3.43,0.82,1.57,"brand3","prod150","cat5",NA,NA,NA,NA,1
"13434","cpn3005",4.17,2.78,1.26,"brand3","prod41","cat5",NA,NA,NA,NA,1
"13467","cpn3006",11.86,5.93,0.63,"brand3","prod17","cat5",NA,NA,NA,NA,1
"13501","cpn3008",11.99,3.99,1.26,"brand3","prod109","cat12",NA,NA,NA,NA,1
"13572","cpn3011",5,2,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"13575","cpn3012",3.06,2.04,1.26,"brand2","prod182","cat12",NA,NA,NA,NA,1
"13579","cpn3013",2.32,2.32,1.26,"brand3","prod64","cat5",NA,NA,NA,NA,1
"13598","cpn3014",2.59,1.04,1.88,"brand3","prod94","cat5",NA,NA,NA,NA,1
"13604","cpn3016",5.93,1.54,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"13605","cpn3017",5.93,3.7,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"13620","cpn3018",3.66,1.82,0.63,"brand3","prod5","cat6",NA,NA,NA,NA,1
"13641","cpn3020",3.66,1.46,0.94,"brand2","prod17","cat5",NA,NA,NA,NA,1
"13646","cpn3021",3.98,10.61,1.26,"brand3","prod63","cat5",NA,NA,NA,NA,1
"13686","cpn3022",11.02,9.18,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"13696","cpn3024",4.21,0.69,1.26,"brand3","prod122","cat21",NA,NA,NA,NA,1
"13711","cpn3025",6.67,1.67,1.57,"brand3","prod139","cat20",NA,NA,NA,NA,1
"13729","cpn3027",2.32,2.89,1.26,"brand2","prod51","cat8",NA,NA,NA,NA,1
"13731","cpn3028",9.73,2.17,1.57,"brand3","prod147","cat13",NA,NA,NA,NA,1
"13772","cpn3030",4.49,0,1.88,"brand3","prod175","cat13",NA,NA,NA,NA,1
"13773","cpn3031",4.49,0,1.88,"brand3","prod175","cat13",NA,NA,NA,NA,1
"13798","cpn3034",3.57,0,1.26,"brand4","prod51","cat8",NA,NA,NA,NA,1
"13836","cpn3036",4.82,1.2,1.57,"brand3","prod153","cat5",NA,NA,NA,NA,1
"13846","cpn3037",3.47,3.47,1.88,"brand15","prod88","cat11",NA,NA,NA,NA,1
"13847","cpn3038",2.64,2.64,0.63,"brand3","prod60","cat5",NA,NA,NA,NA,1
"13848","cpn3039",2.64,2.64,0.63,"brand3","prod60","cat5",NA,NA,NA,NA,1
"13858","cpn3040",4.35,1.74,1.57,"brand3","prod48","cat13",NA,NA,NA,NA,1
"13859","cpn3041",3.89,0,1.88,"brand3","prod146","cat13",NA,NA,NA,NA,1
"13860","cpn3042",2.5,0,1.88,"brand2","prod146","cat13",NA,NA,NA,NA,1
"13890","cpn3043",2.96,1.34,1.57,"brand3","prod150","cat5",NA,NA,NA,NA,1
"13895","cpn3044",3.52,1.85,0.94,"brand3","prod114","cat5",NA,NA,NA,NA,1
"13919","cpn3047",9.54,4.77,1.26,"brand3","prod176","cat12",NA,NA,NA,NA,1
"13923","cpn3048",4.49,7.48,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"13950","cpn3051",3.15,1.96,1.26,"brand3","prod56","cat5",NA,NA,NA,NA,1
"13973","cpn3053",3.66,2.03,1.57,"brand3","prod46","cat3",NA,NA,NA,NA,1
"13986","cpn3054",14.26,7.13,1.57,"brand7","prod53","cat6",NA,NA,NA,NA,1
"13989","cpn3055",24.54,8.18,1.57,"brand3","prod160","cat6",NA,NA,NA,NA,1
"13992","cpn3056",2.64,2.64,0.63,"brand3","prod60","cat5",NA,NA,NA,NA,1
"14015","cpn3059",6.95,6.95,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"14019","cpn3060",5.42,0,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"14087","cpn3063",3.33,0,1.88,"brand2","prod120","cat13",NA,NA,NA,NA,1
"14088","cpn3064",3.33,0,1.88,"brand2","prod120","cat13",NA,NA,NA,NA,1
"14113","cpn3065",5.33,2.13,1.88,"brand3","prod31","cat1",NA,NA,NA,NA,1
"14121","cpn3066",4.35,0.98,0.94,"brand3","prod80","cat5",NA,NA,NA,NA,1
"14151","cpn3068",11.95,7.23,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"14153","cpn3069",3.15,1.96,1.26,"brand3","prod56","cat5",NA,NA,NA,NA,1
"14166","cpn3070",3.66,0.91,1.57,"brand2","prod208","cat21",NA,NA,NA,NA,1
"14207","cpn3073",2.73,9.1,0.94,"brand3","prod69","cat5",NA,NA,NA,NA,1
"14208","cpn3074",2.59,1.04,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"14217","cpn3076",21.26,7.09,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"14221","cpn3077",3.33,20.84,1.88,"brand3","prod116","cat6",NA,NA,NA,NA,1
"14238","cpn3078",4.45,0.89,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"14246","cpn3080",6.21,2.48,1.57,"brand3","prod12","cat5",NA,NA,NA,NA,1
"14328","cpn3082",5.19,1.04,2.51,"brand3","prod24","cat5",NA,NA,NA,NA,1
"14355","cpn3083",7.69,1.54,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"14382","cpn3084",5.84,1.95,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"14406","cpn3085",3.52,10.05,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"14413","cpn3086",11.58,4.82,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"14439","cpn3087",3.06,6.11,0.63,"brand3","prod17","cat5",NA,NA,NA,NA,1
"14459","cpn3089",7.22,2.41,0.63,"brand3","prod87","cat12",NA,NA,NA,NA,1
"14462","cpn3090",3.66,2.61,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"14469","cpn3091",2.32,0.46,1.57,"brand3","prod58","cat5",NA,NA,NA,NA,1
"14470","cpn3092",3.66,0.78,0.63,"brand19","prod51","cat8",NA,NA,NA,NA,1
"14512","cpn3095",8.61,5.74,0.94,"brand3","prod205","cat12",NA,NA,NA,NA,1
"14545","cpn3096",8.52,4.26,1.57,"brand2","prod7","cat1",NA,NA,NA,NA,1
"14591","cpn3099",5.51,0,2.2,"brand2","prod225","cat13",NA,NA,NA,NA,1
"14598","cpn3101",3.33,8.34,1.57,"brand3","prod115","cat13",NA,NA,NA,NA,1
"14602","cpn3102",3.33,6.67,3.14,"brand3","prod63","cat5",NA,NA,NA,NA,1
"14604","cpn3103",3.06,7.64,1.26,"brand3","prod63","cat5",NA,NA,NA,NA,1
"14606","cpn3104",3.15,1.74,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"14627","cpn3105",4.17,1.39,1.26,"brand11","prod66","cat11",NA,NA,NA,NA,1
"14649","cpn3106",4.54,0,2.2,"brand3","prod223","cat21",NA,NA,NA,NA,1
"14667","cpn3108",3.33,11.11,1.57,"brand2","prod72","cat5",NA,NA,NA,NA,1
"14679","cpn3109",4.35,0,1.88,"brand2","prod129","cat13",NA,NA,NA,NA,1
"14697","cpn3110",3.89,1.04,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"14724","cpn3111",2.32,1.16,1.57,"brand3","prod39","cat5",NA,NA,NA,NA,1
"14760","cpn3113",4.17,4.17,1.26,"brand3","prod170","cat5",NA,NA,NA,NA,1
"14792","cpn3114",7.13,0.79,1.88,"brand2","prod145","cat12",NA,NA,NA,NA,1
"14800","cpn3115",3.66,2.44,1.26,"brand17","prod108","cat23",NA,NA,NA,NA,1
"14807","cpn3116",7.32,2.93,1.26,"brand3","prod54","cat13",NA,NA,NA,NA,1
"14808","cpn3117",2.32,0,1.88,"brand2","prod48","cat13",NA,NA,NA,NA,1
"14826","cpn3118",2.73,1.65,1.57,"brand2","prod125","cat5",NA,NA,NA,NA,1
"14845","cpn3119",5.51,0,2.2,"brand3","prod136","cat13",NA,NA,NA,NA,1
"14847","cpn3120",3.24,0,1.26,"brand3","prod54","cat13",NA,NA,NA,NA,1
"14853","cpn3121",2.32,0,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"14865","cpn3122",2.55,0.51,2.2,"brand13","prod148","cat13",NA,NA,NA,NA,1
"14874","cpn3123",2.5,1,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"14888","cpn3124",4.96,1.55,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"14972","cpn3126",3.61,2.41,1.88,"brand3","prod28","cat3",NA,NA,NA,NA,1
"14994","cpn3128",2.96,0,1.57,"brand3","prod69","cat5",NA,NA,NA,NA,1
"15023","cpn3131",3.33,1.33,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"15024","cpn3132",3.33,1.33,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"15053","cpn3135",4.08,3.7,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"15058","cpn3136",10,1.11,1.57,"brand3","prod145","cat12",NA,NA,NA,NA,1
"15072","cpn3138",2.73,0.06,0.94,"brand24","prod139","cat20",NA,NA,NA,NA,1
